9.090919164631117155e-02 9.090899829406498545e-02 9.090906346693425344e-02 9.090909058911431084e-02 9.090914982564968216e-02 9.090917378983333352e-02 9.090897920703537582e-02 9.090900291399739430e-02 9.090912566832284880e-02 9.090904642980940364e-02 9.090917816892740699e-02
9.090919309633052614e-02 9.090898946648530432e-02 9.090906642201221355e-02 9.090908048245063822e-02 9.090916418276674682e-02 9.090916345098749851e-02 9.090898748830826548e-02 9.090900341795690731e-02 9.090911845613360021e-02 9.090905778113410329e-02 9.090917575543436269e-02
9.090918764786970474e-02 9.090899345131801812e-02 9.090906919452898527e-02 9.090911073636910589e-02 9.090914881874256892e-02 9.090916851446739777e-02 9.090898101542874143e-02 9.090899396256940657e-02 9.090912996990760386e-02 9.090904770916069522e-02 9.090916897963768895e-02
9.090918529619086697e-02 9.090899122176823721e-02 9.090905314226599421e-02 9.090909676601398315e-02 9.090916543298553643e-02 9.090916225103475024e-02 9.090899137225047499e-02 9.090898136445667299e-02 9.090912482913909853e-02 9.090905709622465469e-02 9.090919122766982774e-02
9.090919681789368101e-02 9.090900053624847987e-02 9.090906012808194769e-02 9.090909740391459049e-02 9.090916257022506330e-02 9.090916573353952090e-02 9.090899262149504390e-02 9.090898564820065753e-02 9.090911742811817742e-02 9.090905706522105223e-02 9.090916404706181342e-02
9.090921113736907810e-02 9.090898370471713064e-02 9.090904979247542428e-02 9.090909657461657134e-02 9.090916166830456668e-02 9.090916946573521229e-02 9.090899748103477285e-02 9.090899292024048894e-02 9.090909954957573924e-02 9.090906383329450113e-02 9.090917387263648675e-02
9.090917519544933212e-02 9.090899032144314496e-02 9.090905420841484397e-02 9.090909463964542969e-02 9.090917224110352246e-02 9.090917342953269698e-02 9.090899196477676691e-02 9.090897611645233634e-02 9.090914431448327004e-02 9.090904487933355871e-02 9.090918268936507007e-02
9.090917577332649491e-02 9.090899602546435865e-02 9.090903987346338200e-02 9.090910985359379470e-02 9.090916492313723396e-02 9.090916442139769515e-02 9.090899115019009102e-02 9.090899003868184447e-02 9.090913524815212587e-02 9.090906400896232864e-02 9.090916868363065062e-02
9.090919107257253162e-02 9.090898910489936258e-02 9.090905371834717696e-02 9.090910294020636273e-02 9.090916169376117573e-02 9.090918499511001227e-02 9.090898455827658986e-02 9.090898828629813411e-02 9.090910740129058698e-02 9.090907288645365403e-02 9.090916334278438538e-02
9.090919576991772499e-02 9.090900045967385823e-02 9.090906242131724380e-02 9.090909808095105904e-02 9.090915905386323659e-02 9.090916015920132154e-02 9.090899268043586834e-02 9.090899368091988342e-02 9.090912759467473236e-02 9.090904014439984970e-02 9.090916995464524974e-02
9.090917036310865174e-02 9.090899718646586192e-02 9.090906445485925913e-02 9.090909898480126206e-02 9.090917447154434061e-02 9.090915759733014800e-02 9.090899088594631139e-02 9.090899262198086361e-02 9.090913676046809277e-02 9.090904705166232003e-02 9.090916962183294425e-02
9.090919508819916839e-02 9.090898499985694547e-02 9.090905296592288742e-02 9.090910248181201248e-02 9.090916390677988845e-02 9.090917124756074663e-02 9.090899245931365058e-02 9.090900634469956110e-02 9.090911718091944371e-02 9.090905563522388988e-02 9.090915768971179201e-02
9.090919731269501980e-02 9.090898889799063631e-02 9.090907001077000449e-02 9.090908543066771041e-02 9.090916228608153515e-02 9.090917764690871483e-02 9.090898462781855927e-02 9.090898948927797485e-02 9.090912004554317638e-02 9.090905234616154795e-02 9.090917190608509280e-02
9.090918413571194567e-02 9.090899566857475744e-02 9.090906568171880364e-02 9.090909696428273179e-02 9.090915777028081568e-02 9.090917321094096892e-02 9.090899169791220868e-02 9.090898537429295545e-02 9.090912799221306795e-02 9.090904273763032728e-02 9.090917876644143136e-02
9.090918992589437642e-02 9.090898203733964456e-02 9.090906616928118300e-02 9.090910011194001938e-02 9.090917506363808964e-02 9.090915143084643546e-02 9.090898994119021859e-02 9.090899818849253189e-02 9.090912907897671924e-02 9.090905290327525035e-02 9.090916514912544821e-02
9.090920603877222783e-02 9.090899110098937808e-02 9.090906721488928310e-02 9.090909294715297795e-02 9.090915684363252980e-02 9.090915311244611441e-02 9.090898117136460288e-02 9.090900893254180715e-02 9.090912277638915628e-02 9.090905086145664726e-02 9.090916900036546955e-02
9.090918815740742231e-02 9.090899146067017711e-02 9.090904914067539366e-02 9.090909206973434020e-02 9.090916958039627072e-02 9.090916639535269461e-02 9.090898702318994662e-02 9.090897902651239038e-02 9.090913508408725308e-02 9.090906038536507305e-02 9.090918167660895499e-02
9.090918353802523999e-02 9.090899293785423274e-02 9.090905332461897415e-02 9.090911100145102064e-02 9.090916393993170308e-02 9.090916330423332026e-02 9.090899431250704099e-02 9.090898442253128597e-02 9.090911415681984797e-02 9.090905435800580858e-02 9.090918470402162277e-02
9.090918850850074340e-02 9.090899264288408721e-02 9.090905324501179219e-02 9.090910635807718243e-02 9.090915703715575502e-02 9.090917916515053876e-02 9.090899324275540649e-02 9.090897799947328384e-02 9.090911801758079502e-02 9.090906250940868072e-02 9.090917127400180431e-02
9.090919191931211285e-02 9.090898804207589445e-02 9.090906118909311551e-02 9.090909410022593451e-02 9.090916555883404859e-02 9.090917135585273312e-02 9.090900014097740012e-02 9.090898773959922574e-02 9.090911970556167510e-02 9.090904909082084262e-02 9.090917115764705903e-02
9.090918158358383960e-02 9.090898344030561018e-02 9.090906747814105071e-02 9.090909053692036723e-02 9.090916849192354210e-02 9.090916713570942886e-02 9.090898698451115034e-02 9.090900111760814861e-02 9.090911706332945041e-02 9.090906252577969637e-02 9.090917364218772945e-02
