"SBS7d"	"SBS10b"	"SBS13"	"SBS17b"	"SBS28"
0.414631703597647	0.0454559943953389	0.167113003997212	0.372799298009802	0
NA	NA	NA	NA	NA
0.43447983783749	0.205005091458683	0	0.360515070703826	0
0	0.31972280362295	0	0	0.680277196377051
0.0320562601204649	0	0.186524412561715	0.156377250150188	0.625042077167632
0	0	0.649629560514872	0.350370439485128	0
0	0	0.588018812624545	0	0.411981187375455
0.151712414330817	0.147126648528613	0.22198600508833	0.21334602664854	0.2658289054037
0	0.343527323187282	0.0852588250370447	0.571213851775673	0
0	0.324856172257321	0.19422161741133	0.204974314548757	0.275947895782592
0.299897287326247	0.231441247794869	0.190640606887631	0.145450799077581	0.132570058913671
0.244260522542177	0.069330865008001	0.026212967685499	0	0.660195644764323
0.172907443717872	0.207911129612901	0.102579840331737	0	0.516601586337491
0.177725383708541	0.107731418585046	0.269550335596664	0.271604013056308	0.173388849053441
0.109506343663719	0.305860030120199	0.200408874847318	0.312996694769681	0.071228056599084
0	0.662990160756308	0	0	0.337009839243692
0.269790543767959	0.263419430150416	0	0.466790026081625	0
0.255082860085526	0.374277339393593	0.0955428267659383	0.165830652906677	0.109266320848265
0	0.388267579130603	0.267031349310939	0.344701071558457	0
0	0.456279913173665	0.22002121097282	0.241423389172781	0.0822754866807338
0.21410218514712	0.226915204378591	0	0.558982610474289	0
0.306163395791585	0.231088843360405	0.162056300408189	0.241483843545663	0.0592076168941581
0.204115957863805	0.205825861762934	0.222952752727123	0.266007405627949	0.101098022018189
0	0.220616578530082	0.332075204044073	0.447308217425845	0
0	0	0.212773312308984	0.1662326582069	0.620994029484116
0.0170444012192191	0.276682639375233	0.0302671412964414	0.299500837601473	0.376504980507634
0.681066639021137	0	0.22407444533476	0.0948589156441028	0
0	0	0	1	0
0.261794246335825	0	0.0964408963789786	0.321170051243374	0.320594806041822
0.228213904465104	0	0.179232490504689	0.0138164833087579	0.578737121721449
0.170584270651267	0.114140976752342	0.345024205057813	0.170196472241358	0.20005407529722
0.275687595103237	0.118733168904774	0.233782666320032	0.0783716811849774	0.29342488848698
0	0.509251666734389	0.298888391703434	0.191859941562178	0
0	0.35111490969494	0.177553989807106	0	0.471331100497954
0	0.452036988462841	0	0	0.547963011537159
0.443482400337685	0.166253158135657	0.145371600627048	0.24489284089961	0
0.525017941644344	0	0.145598668551912	0	0.329383389803744
0.405466364838613	0	0.184860903313603	0	0.409672731847784
0.044365235623061	0.415655791586788	0.147359572159149	0.0812819931424219	0.31133740748858
0	0.472231384321487	0.0369521893180226	0.480877905293141	0.00993852106734919
0.128032810411862	0.546835232095274	0	0.325131957492864	0
0	0.421032861928441	0.132049263153889	0.387201925453644	0.0597159494640254
0.481187732674409	0.319722553078667	0	0.0466132484445024	0.152476465802422
0	0.238704043397775	0.286722750743656	0.474573205858569	0
0.0302029758591076	0	0.377528014802695	0	0.592269009338197
0.415207529548698	0	0.116270072426352	0	0.46852239802495
0.291338152312274	0	0.086295250678536	0.192579709356107	0.429786887653083
0.144289476024221	0.169948836821924	0.19066399200183	0.134515402185298	0.360582292966727
0	0.0602397810539233	0.105846198233874	0.104976468829804	0.728937551882398
0.295069693709052	0.339290590349106	0	0.101358420851517	0.264281295090325
0	0.260563593865527	0.0292013008111761	0.574321257896456	0.13591384742684
0.0341987292305769	0.21230255251564	0.0605263053632769	0.692972412890507	0
0	0.41020495689497	0	0.446826380559598	0.142968662545433
0	0.419828224199485	0.290688040701387	0	0.289483735099128
0.110853810130652	0.340205824404618	0	0.54894036546473	0
0.147135645496474	0.505849121578125	0.111070509249878	0.141722017296743	0.0942227063787802
0.0502421124017883	0.597154757932277	0.222862813630832	0.10443898900582	0.0253013270292828
0.312843028333944	0.248836879621872	0.122666741642048	0.19380406395097	0.121849286451166
0	0	0.206673764455287	0	0.793326235544713
0.175631441197681	0.0289098735152445	0.330008112091421	0.363523893080625	0.101926680115028
0	0.539732296070631	0	0.435204698351247	0.0250630055781223
0.0173102807078938	0.467145623671083	0.362617969525596	0.0204112945873565	0.132514831508071
0.247015098891828	0.141726903795877	0.0543400656427151	0.55691793166958	0
0.0516907048849884	0.320457327853098	0.294893726903131	0.187220006872356	0.145738233486427
0.197425177449302	0.675849402709237	0.0308116008381619	0.0959138190032996	0
0	0	0	0	1
0.0740606475819012	0.156907233625044	0	0	0.769032118793055
0.343789255240159	0	0.209914829964984	0	0.446295914794857
0	0.316233203949767	0.194145729114601	0.26996762191081	0.219653445024822
0	0	0	1	0
0	0	1	0	0
0	0.815520099849693	0	0.184479900150307	0
0.194391355081127	0.306262118719107	0	0.285132657459561	0.214213868740205
0.199346147538195	0	0.319299714711004	0	0.481354137750801
0.198706212108254	0.257300149041149	0	0	0.543993638850597
0	0.358328866572615	0.175442436637094	0	0.466228696790291
0.0298564381984919	0.227939935555604	0.2984674774425	0.443736148803405	0
0.205695066432469	0.228395128374548	0.223055593477452	0	0.342854211715531
0	0.0491458979488475	0.314353643974941	0.636500458076211	0
0	0.268297981369205	0.168655104582725	0	0.563046914048071
0	0.326993253720885	0.309931395948946	0.058151106765278	0.304924243564891
0	0.627151552314062	0.0482753328801879	0.311242794860434	0.013330319945316
0.340891034336161	0.075193851209182	0.135094834881045	0.448820279573612	0
0	0.375713253474872	0	0	0.624286746525128
0.0697872978403463	0.147348183889464	0.39330268036995	0.0472741768235064	0.342287661076734
