SBS7d	SBS10b	SBS13	SBS28
0.488229273285568	0.245649948822927	0.266120777891505	0
0.51024811218986	0.245954692556634	0.243797195253506	0
0.510531594784353	0	0.248746238716148	0.240722166499498
0.501968503937008	0.24507874015748	0.252952755905512	0
0.684782608695652	0	0.315217391304348	0
0.507433102081269	0.248761149653122	0.24380574826561	0
0.507055503292568	0.246472248353716	0.246472248353716	0
0.497398543184183	0.250780437044745	0.251821019771072	0
0.489151873767258	0.248520710059172	0.26232741617357	0
0.501469147894221	0.248775710088149	0.24975514201763	0
0.508146639511202	0.247454175152749	0.244399185336049	0
0.5	0.25147347740668	0.24852652259332	0
0.670886075949367	0	0.329113924050633	0
0.484515484515485	0.251748251748252	0.263736263736264	0
0.682242990654206	0	0.317757009345794	0
0.505641025641026	0	0.256410256410256	0.237948717948718
0.501984126984127	0.249007936507937	0.249007936507937	0
0.673652694610778	0	0.326347305389222	0
0.507820646506778	0.245046923879041	0.247132429614181	0
0.673868312757202	0	0.326131687242798	0
0.667649950835792	0	0.332350049164208	0
0.673773987206823	0	0.326226012793177	0
0.506937033084312	0.244397011739594	0.248665955176094	0
0.66734693877551	0.33265306122449	0	0
0.496070726915521	0.24950884086444	0.254420432220039	0
0.662538699690402	0	0.337461300309598	0
0.501429933269781	0.244041944709247	0.254528122020972	0
0.675268817204301	0	0.324731182795699	0
0.673295454545455	0	0.326704545454545	0
0.501522842639594	0.246700507614213	0.251776649746193	0
0.665989847715736	0	0.334010152284264	0
0.677093844601413	0	0.322906155398587	0
0.505208333333333	0.24375	0.251041666666667	0
0.666666666666667	0	0.333333333333333	0
0.504451038575668	0.243323442136499	0.252225519287834	0
0.669035532994924	0	0.330964467005076	0
0.499506416584403	0.248766041461007	0.25172754195459	0
0.675572519083969	0	0.324427480916031	0
0.668662674650699	0.331337325349301	0	0
0.496907216494845	0.248453608247423	0.254639175257732	0
0.671336206896552	0	0.328663793103448	0
0.506109979633401	0.25152749490835	0.242362525458248	0
0.667324777887463	0	0.332675222112537	0
0.50383877159309	0.247600767754319	0.248560460652591	0
0.677811550151976	0	0.322188449848024	0
0.505365853658537	0.246829268292683	0.24780487804878	0
0.671175858480749	0	0.328824141519251	0
0.506694129763131	0	0.255406797116375	0.237899073120494
0.651685393258427	0	0.348314606741573	0
0.496565260058881	0.253189401373896	0.250245338567223	0
0.68159688412853	0	0.31840311587147	0
0.677290836653386	0	0.322709163346614	0
0.676500508646999	0	0.323499491353001	0
0.667302192564347	0.332697807435653	0	0
0.508771929824561	0	0.257997936016512	0.233230134158927
0.502970297029703	0.252475247524752	0.244554455445545	0
0.672815533980582	0	0.327184466019417	0
0.681451612903226	0	0.318548387096774	0
0.662525879917184	0	0.337474120082816	0
0.482758620689655	0.246168582375479	0.271072796934866	0
0.675813008130081	0	0.324186991869919	0
0.659206510681587	0	0.340793489318413	0
0.496725912067353	0.249766136576239	0.253507951356408	0
0.48993288590604	0.254074784276127	0.255992329817833	0
0.681996086105675	0	0.318003913894325	0
0.510416666666667	0.242424242424242	0.247159090909091	0
0.499481865284974	0.247668393782383	0.252849740932643	0
0.498483316481294	0.250758341759353	0.250758341759353	0
0.494082840236686	0.243589743589744	0.26232741617357	0
0.68063872255489	0	0.31936127744511	0
0.681043129388164	0	0.318956870611836	0
0.670318725099602	0	0.329681274900398	0
0.681724845995893	0	0.318275154004107	0
0.659512195121951	0	0.340487804878049	0
0.658057851239669	0	0.341942148760331	0
0.5020366598778	0.244399185336049	0.253564154786151	0
0.660243407707911	0.339756592292089	0	0
0.504577822990844	0.243133265513733	0.252288911495422	0
0.669314796425025	0	0.330685203574975	0
0.501841620626151	0.247697974217311	0.250460405156538	0
0.669087136929461	0	0.330912863070539	0
0.49169110459433	0.251221896383187	0.257086999022483	0
0.483807654563297	0.245338567222767	0.270853778213935	0
0.676323676323676	0	0.323676323676324	0
0.677451971688574	0	0.322548028311426	0
0.683838383838384	0	0.316161616161616	0
0.49507874015748	0.244094488188976	0.260826771653543	0
0.665692007797271	0	0.334307992202729	0
0.504390243902439	0.249756097560976	0.245853658536585	0
0.673828125	0	0.326171875	0
0.659019812304484	0	0.340980187695516	0
0.672531769305963	0	0.327468230694037	0
0.669537136706136	0	0.330462863293864	0
0.67305751765893	0	0.32694248234107	0
0.509125840537944	0.243996157540826	0.24687800192123	0
0.675876726886291	0	0.324123273113709	0
1	0	0	0
0.672413793103448	0	0.327586206896552	0
0.678536102868447	0	0.321463897131553	0
0.669404517453799	0	0.330595482546201	0
