"SBS7d"	"SBS10b"	"SBS13"	"SBS17b"	"SBS28"
0.163768838059993	0.191049929141286	0.210746035252025	0.243971826402384	0.190463371144313
0.21354171423229	0.151581975569176	0.237996120964142	0.223773884158746	0.173106305075646
0.224390716309831	0.187348284389187	0.197768032146555	0.190989801779767	0.19950316537466
0.223102171788031	0.12924153321983	0.231450842580895	0.244505180265895	0.171700272145349
0.199606590304372	0.188525971547973	0.212792652430954	0.190469231942674	0.208605553774027
0.188421607188437	0.204291436677783	0.215541300642882	0.248758056743419	0.14298759874748
0.182287054182624	0.225467919121683	0.217193882484086	0.181962592742431	0.193088551469176
0.18076201475003	0.18708302732114	0.225684590913435	0.194349543271587	0.212120823743808
0.17394231314646	0.223308702706136	0.194248888069675	0.222272824045877	0.186227272031852
0.195356340760421	0.175132420686225	0.175718845757482	0.16057200805727	0.293220384738602
0.2207387385228	0.221342389438927	0.193070617201169	0.183373099421297	0.181475155415807
0.233134478188171	0.176755778269023	0.202936899505337	0.174656105779063	0.212516738258406
0.189005733857967	0.182126730309423	0.223715531249242	0.180652682129265	0.224499322454102
0.213358589442697	0.19709044444154	0.15984951210105	0.197722722270656	0.231978731744057
0.164811669065573	0.185703383216444	0.241078788374527	0.234453848860284	0.173952310483172
0.196520666533845	0.22722909321643	0.18512174700842	0.216855666379502	0.174272826861802
0.220777276552764	0.17596642290761	0.204800182855998	0.21464419747759	0.183811920206038
0.212242112787602	0.179898306904495	0.212000352223497	0.169119204575412	0.226740023508994
0.209864784007065	0.195591335620217	0.174514879310521	0.222142778556968	0.197886222505228
0.192580653439007	0.237984583025143	0.179435140927627	0.146976328819977	0.243023293788247
0.220476549715466	0.247061330757196	0.162440627245404	0.180767876515653	0.189253615766282
0.157979538631389	0.259836113061423	0.179188730314324	0.223056647089731	0.179938970903133
0.187245023600246	0.265792754804237	0.212850422082098	0.19829365896623	0.135818140547189
0.219861390555772	0.199264845925864	0.188869831548825	0.174257251614891	0.217746680354647
0.233432232364724	0.180446457042671	0.21085037044698	0.204634342773581	0.170636597372044
0.17887542986482	0.252152056056796	0.185477328246252	0.199568816706206	0.183926369125926
0.242266183755222	0.177311591382899	0.193339296152692	0.211422944418749	0.175659984290438
0.208282445603778	0.226405588918984	0.173904847423383	0.224748702141316	0.166658415912539
0.194740912487568	0.165861922443927	0.203665080143555	0.240650869633746	0.195081215291204
0.216521619794348	0.186734652006803	0.245968458403442	0.178436012002796	0.172339257792611
0.188991937590201	0.206220152797039	0.200715892511221	0.18904083451864	0.215031182582899
0.146380354222395	0.228899852411984	0.181420387403584	0.183523213417873	0.259776192544164
0.220102657949685	0.232483316229824	0.186816873136368	0.205197037063495	0.155400115620628
0.216975925232743	0.191194360392953	0.162765382542819	0.184863287911397	0.244201043920088
0.215455033776617	0.195542226813955	0.180822404089527	0.206505904688066	0.201674430631835
0.198614073555115	0.214055174425994	0.184406531625436	0.276905609012158	0.126018611381297
0.239814285814344	0.146621862444187	0.210092517899943	0.220224955390983	0.183246378450543
0.227642467773146	0.17762878490558	0.17379457267229	0.237972872175359	0.182961302473624
0.22552648648658	0.18380332677535	0.173846320740399	0.175099439675096	0.241724426322575
0.208040907836002	0.213569660910741	0.230873928131235	0.166995872604186	0.180519630517836
0.164716552604723	0.210346669314844	0.206030727098655	0.178365663547362	0.240540387434416
0.191327339162331	0.188037795440777	0.191178896684967	0.204260021802901	0.225195946909024
0.201758549088678	0.21649158723739	0.205448593663289	0.212972154686514	0.163329115324129
0.239912234628583	0.14050198169173	0.211969628814148	0.183695080414595	0.223921074450943
0.177847601685476	0.220371183170121	0.219521961498405	0.189959124352376	0.192300129293622
0.208400983000981	0.201636176545603	0.225598275492079	0.209114450093139	0.155250114868198
0.231636018169611	0.239529846007744	0.188485567104311	0.210546016011945	0.129802552706389
0.206893333659697	0.225416839906522	0.219864216047286	0.145317869976593	0.202507740409903
0.202898287606754	0.173938971816734	0.215589473452628	0.199019751580954	0.208553515542929
0.176171236057494	0.235210665633639	0.189003163866879	0.238080941299656	0.161533993142331
0.184890040028131	0.195365002199447	0.221431950700761	0.16210053407637	0.236212472995291
0.188866113851139	0.159130292910949	0.218389812005517	0.240835372068301	0.192778409164094
0.203635174898819	0.221074025765722	0.173386025593989	0.186372987197188	0.215531786544282
0.245322899962911	0.179359859860625	0.18210795330815	0.167372660720694	0.22583662614762
0.187655777635009	0.150760510667354	0.199478836574766	0.198057515203772	0.264047359919098
0.216720407955634	0.167728000141201	0.150363893655876	0.220357575089879	0.24483012315741
0.182829797396484	0.20081546807873	0.205593826538336	0.190356544887593	0.220404363098857
0.228700807609085	0.211956771642558	0.201840942005458	0.197247330571844	0.160254148171055
0.179600983987793	0.181858229754718	0.207924815883953	0.224500246590062	0.206115723783474
0.171408949263278	0.216094223103134	0.230246349790904	0.170635607722843	0.211614870119841
0.166522349640749	0.193381137375236	0.190597189281855	0.243491559444336	0.206007764257824
0.235209586620378	0.235613600573082	0.162370954044955	0.163113507405266	0.203692351356319
0.202540651193567	0.192357582874219	0.223765518519857	0.236359633929992	0.144976613482365
0.178807497942289	0.208301043145401	0.209217080568764	0.200566594381502	0.203107783962044
0.17092815946478	0.197124294295019	0.202702489921278	0.207416833055881	0.221828223263042
0.193489278634015	0.232086285295986	0.221304022974377	0.209392701549798	0.143727711545824
0.242314524811132	0.19730026314183	0.184647304325276	0.174068388921906	0.201669518799855
0.232584915268957	0.186771579496443	0.16799326702602	0.184606466327937	0.228043771880643
0.180207742174076	0.196718944679283	0.179167034967884	0.211972568206398	0.23193370997236
0.244367948122489	0.204519219072232	0.180672752747732	0.215332165173327	0.15510791488422
0.203605306358649	0.179816445328682	0.219401059490953	0.172358142304775	0.224819046516941
0.204475008324565	0.193138164404812	0.160905699908626	0.215538761644264	0.225942365717732
0.203004627431002	0.195946646431606	0.222748014978308	0.216575989999017	0.161724721160066
0.203745149163206	0.183332275528411	0.217889694525746	0.203414408684193	0.191618472098444
0.219812641568055	0.209325567174055	0.199662796836341	0.216362689704521	0.154836304717026
0.159635002411559	0.233065814445435	0.216893448946907	0.17548045613136	0.214925278064739
0.192950506310389	0.200418442974248	0.200274912140336	0.213427344672979	0.192928793902048
0.200327794296126	0.168264682726216	0.213428322143468	0.216919541482719	0.201059659351471
0.222998262030144	0.173561966584049	0.219064311255311	0.157292185085441	0.227083275045056
0.245198558749379	0.19705834907573	0.182264929991941	0.177249229578409	0.198228932604541
0.203701783006679	0.170490310491466	0.243277821407959	0.221524999085273	0.161005086008623
0.230863964058607	0.17253877374422	0.186322012800659	0.170418494459834	0.23985675493668
0.192272127244118	0.186526009573733	0.13777992176312	0.241682275383016	0.241739666036013
0.207350367016417	0.187698184020254	0.200391243470753	0.227748077515123	0.176812127977453
