 	Denovo A	Denovo B	Denovo C
SBS1	0.05683710778604312	0.05683691136622504	0.05683831814464768
SBS2	0.6639346410571733	0.6639346925303435	0.6639344190285974
SBS3	0.27519289283751425	0.2751917187656505	0.27519923836552274
SBS4	0.11348345794266046	0.1134828510727327	0.11348717065623082
SBS5	0.41571020606771214	0.415709135805588	0.4157158826057098
SBS6	0.1452841024493282	0.14528371404327722	0.1452863773567421
SBS7a	0.9881186255338908	0.988118716881668	0.9881181289093309
SBS7b	0.8111091297842855	0.8111089881315078	0.8111099580126236
SBS7c	0.1231757428866368	0.12317520352439437	0.12317862910363564
SBS7d	0.12475411261477165	0.12475358031043515	0.12475676992484885
SBS8	0.08703929752683437	0.08703841695857228	0.08704430802746077
SBS9	0.1372874685018869	0.13728646291213753	0.1372926184163059
SBS10a	0.023694536444456515	0.023694383817396414	0.0236955520613662
SBS10b	0.3223247635832067	0.322324548979147	0.3223260563037189
SBS11	0.6366965059041675	0.6366962531490961	0.6366979705503861
SBS12	0.07474452494379069	0.07474373326500972	0.07474847032066134
SBS13	0.023266416855642902	0.023266258703140474	0.023267270976940924
SBS14	0.029266170855419604	0.02926589423085657	0.029268015041774342
SBS15	0.12180758340889508	0.1218072852800226	0.12180933223339552
SBS16	0.0833001802928881	0.083299635462311	0.08330295120407394
SBS17a	0.023016922014233998	0.023016541210534647	0.023018972664942572
SBS17b	0.010427547389283642	0.010427284493530253	0.010428889598200097
SBS18	0.11938903383750699	0.11938857146483772	0.1193918907251923
SBS19	0.4391610507486776	0.4391607071225361	0.4391630918269851
SBS20	0.09058400325063398	0.09058363848097883	0.09058631009745821
SBS21	0.042719017382738866	0.04271847197964185	0.04272167558963813
SBS22	0.027821818412123722	0.027821161294659724	0.027825280734366853
SBS23	0.4139178624493989	0.4139174840833575	0.4139200681925296
SBS24	0.1086251922011715	0.10862464567747021	0.10862840156476128
SBS25	0.20636361002274461	0.20636250931535394	0.2063694569429515
SBS26	0.06113164234114765	0.06113087019080843	0.061135497811207196
SBS27	0.07806057389386845	0.07806013853281235	0.0780628794024556
SBS28	0.027496354126621325	0.02749603835821135	0.027497929559908818
SBS29	0.058330065829017785	0.058329605012994556	0.05833294983271109
SBS30	0.7666810815711915	0.7666808416614673	0.7666824644899295
SBS31	0.4120687340492223	0.412068217201523	0.4120716721837814
SBS32	0.36841963527373967	0.36841912716015535	0.3684225488485995
SBS33	0.04995983009360161	0.04995939818466466	0.04996203420950207
SBS34	0.036928153202542724	0.03692772316260107	0.036930390161597826
SBS35	0.22224269430912558	0.22224208475653628	0.22224626751298682
SBS36	0.07379281080424605	0.07379246763395342	0.07379498143315089
SBS37	0.08826251449955635	0.08826157155451209	0.08826721544920546
SBS38	0.045392312222476305	0.045392170034797674	0.045393443035084746
SBS39	0.11411224622045546	0.11411131206347014	0.11411719374700291
SBS40	0.4479065867250074	0.44790554232671986	0.4479122634145698
SBS41	0.14146103435062662	0.14146021195042313	0.14146528952950077
SBS42	0.28996415495391525	0.28996352743824017	0.28996772311693375
SBS43	0.016039993739064284	0.016039385018148278	0.016042788996860957
SBS44	0.08067996061966942	0.08067931120802396	0.08068361476432195
SBS45	0.027505580117939465	0.02750538535325997	0.027507089990379763
SBS46	0.18160116964557438	0.18160038696563285	0.18160519008298737
SBS47	0.2355472496693075	0.23554670532016564	0.23555009212217293
SBS48	0.0029432908652158307	0.002943143893653133	0.00294434969929247
SBS49	0.008189576215122285	0.00818948254625751	0.008190442902369699
SBS50	0.47242355634068534	0.472423195067574	0.472425539602106
SBS51	0.10489658188821815	0.10489587870760919	0.10490022128711651
SBS52	0.018354033695317185	0.01835378189389536	0.018355534599347023
SBS53	0.06520152515194266	0.06520126904051393	0.06520313283501011
SBS54	0.022504166947362347	0.02250363647755993	0.022506884243100322
SBS55	0.05696528664498279	0.056964775760563136	0.05696754268687876
SBS56	0.014660106948569007	0.014659854264579497	0.014661668678853212
SBS57	0.19122628032898104	0.19122569637318076	0.19122941366840074
SBS58	0.33211806463811766	0.3321175278675512	0.33212097945771146
SBS59	0.00898187265346384	0.008981714363814008	0.00898282022444763
SBS60	0.014245356605882442	0.014245036472347539	0.014246656681365044
SBS84	0.22057758393998195	0.22057705918842252	0.22058053342696182
SBS85	0.12407728442023791	0.12407646935787264	0.12408143098420843
