 	Denovo A	Denovo B	Denovo C	Denovo D
SBS1	0.05396092820307252	0.2162788724099166	0.04828841510133042	0.22520494395274826
SBS2	0.6611168394949611	0.42505641173115793	0.6468908271505727	0.3640840534841925
SBS3	0.3041046836937358	0.7769786938520403	0.23122026711113697	0.7544004413624842
SBS4	0.12150756992744072	0.5014131811274788	0.09174953842608502	0.4880593812187064
SBS5	0.4453302773665251	0.7860412490756028	0.36919339580391797	0.7482337077495844
SBS6	0.15401412003300607	0.32826373228362105	0.12409537216065758	0.4126476168607731
SBS7a	0.977867522686682	0.5115224684225546	0.9917165956776632	0.5211154176005474
SBS7b	0.8193424531885474	0.48536092824350363	0.7888604134364423	0.47832756523551234
SBS7c	0.17479579211568852	0.36399137800252435	0.0806745720957106	0.25980434220883586
SBS7d	0.1725929588646551	0.27575858170265777	0.08151466997640178	0.24834286394048488
SBS8	0.10897067229001334	0.560798453509816	0.05607660043351226	0.5357061423070495
SBS9	0.16953536197040653	0.5454159391607055	0.10040358741026245	0.5251523566582428
SBS10a	0.028764500199991994	0.15322222546693387	0.015848876805425682	0.13183320223415163
SBS10b	0.31367536684939035	0.21737378142925978	0.3059465257374798	0.3743316117402917
SBS11	0.6559447083854494	0.4025750769106252	0.6111658355558535	0.4878801494469013
SBS12	0.10404788382875729	0.4339219056134669	0.04460576484564538	0.33552584338558944
SBS13	0.021838978553670008	0.15236840969507603	0.018388178846659886	0.26809890526536373
SBS14	0.033723758194875275	0.2860691381997762	0.01773349728426865	0.3240019519520805
SBS15	0.13044453175235982	0.30126447186965066	0.10381569028352677	0.38949968810993774
SBS16	0.09806884158074491	0.3413570372379109	0.06283246921525432	0.286927297878413
SBS17a	0.02797420929387806	0.24988625256111485	0.014133697319012928	0.1358135820567673
SBS17b	0.017630878417297935	0.1019250554494816	0.0024014148558084703	0.17958924405234966
SBS18	0.12697291900401675	0.47003422693922614	0.1012345390353927	0.3863070793046439
SBS19	0.4725442018300712	0.41668751674794036	0.38617742195467086	0.36879426521783554
SBS20	0.10218211540785416	0.37739159158860003	0.07109449745777041	0.4362019079782249
SBS21	0.06832373623128252	0.2667177400638818	0.018236252364051575	0.256995077813275
SBS22	0.03798105038824173	0.22427233045750927	0.014841459570658633	0.30446513946056264
SBS23	0.446746506490175	0.39262493891495087	0.3654683589108838	0.43148834027504424
SBS24	0.11305968663883204	0.4031823661984977	0.09000893943083743	0.3831529845370225
SBS25	0.22890621904624797	0.6466745017157712	0.16888720944048874	0.6885648341952624
SBS26	0.08451138392351087	0.4252096566226	0.035403343393423437	0.3333733430559326
SBS27	0.08472590809460212	0.14275351022966953	0.06710484311484377	0.24691700582662257
SBS28	0.04150906617844852	0.10479297900992202	0.014404191074406714	0.20180822177061386
SBS29	0.05836540097623033	0.42217071081417235	0.04453639339008508	0.3422907583185312
SBS30	0.7719620168618905	0.570670128316714	0.7438631468509267	0.5702850249487402
SBS31	0.44560875997608507	0.5113311293988251	0.35883133480241236	0.44441527404527914
SBS32	0.3913432538270345	0.42201225591147773	0.3334818062552114	0.4652553420038623
SBS33	0.05878921892218314	0.24536047845422837	0.03805520808843976	0.19904343062477814
SBS34	0.059523385367486914	0.2223333454101124	0.015458882652090056	0.23568446011533795
SBS35	0.23897107262012507	0.49523011306096987	0.1901261146631157	0.5175026133753313
SBS36	0.08031160146159477	0.35159821234995703	0.059491389526564076	0.3083020034856807
SBS37	0.12045632886307633	0.5122398549780433	0.0537788008122998	0.40272741837099324
SBS38	0.051057115726482194	0.30699951453777574	0.033482706941063034	0.27460805682200684
SBS39	0.1259078216424474	0.5536576795819192	0.089883794520361	0.533171158536207
SBS40	0.47740165075734375	0.8400107656758254	0.40159390308800735	0.8011446824138407
SBS41	0.18628728260362104	0.47944568919149533	0.0974015349158599	0.48536010337301616
SBS42	0.3184830916305279	0.44657909501911996	0.253576972892406	0.5635032588066424
SBS43	0.021202896783621306	0.18265105739798404	0.006688494105509535	0.29096713104476923
SBS44	0.10409068732321825	0.4361275940891918	0.05079841925052153	0.5237513476971497
SBS45	0.031961119673024396	0.30882839169475584	0.01599741944433175	0.32147696075885523
SBS46	0.20224070744697242	0.5461882631581866	0.15263578998198124	0.41125175433145267
SBS47	0.24997259409328776	0.3488876809745389	0.2150160965107002	0.4167602359815499
SBS48	0.0031376499074277087	0.03572979257387654	0.0012705978498289694	0.04328603426573463
SBS49	0.009535449150061659	0.1155126607326542	0.003430782813314548	0.15625486944604772
SBS50	0.4683734265520181	0.4435143916135189	0.47023543839108606	0.4348217699353204
SBS51	0.11699327989221264	0.3423694858821842	0.08247988775458004	0.42316166024815494
SBS52	0.023528957769601178	0.17192194250593273	0.009949719767462284	0.16981150453202698
SBS53	0.07291536168016322	0.30386635961601194	0.048873818512985334	0.23548727651560852
SBS54	0.027977670955611766	0.2948379772341141	0.012210770117348502	0.21958692165118765
SBS55	0.06473109096839003	0.20108435559251447	0.043688619777108695	0.3242878763065906
SBS56	0.021801805040020827	0.20837795134319181	0.004457127360419699	0.19420080278489227
SBS57	0.2248039635293939	0.46625088138145043	0.15459465229063973	0.35417275546861693
SBS58	0.34885952409352416	0.4382962168464859	0.29615624004088925	0.4377996951871421
SBS59	0.00861022373718745	0.1308327845953302	0.005793369723193886	0.0938052622747989
SBS60	0.019057121988176884	0.04180265337426148	0.007675884988008863	0.19428336262601476
SBS84	0.2390867026808714	0.35832829170321134	0.19249232027867058	0.4445696728367554
SBS85	0.1682486269537964	0.4467494499923852	0.08082439665591135	0.396862064054333
