 	Denovo A	Denovo B	Denovo C	Denovo D
SBS1	9.454660929331116e-05	0.01249337884453161	0.012479778268164265	9.539900002841772e-05
SBS2	0.0016968914846152705	0.861246652277032	0.8611847796853831	0.0002927711364634211
SBS3	0.06873441545120318	0.06058781203053942	0.0608318659847219	0.06563241145706356
SBS4	0.013256910878669093	0.0246029668592469	0.02463941518726409	0.012445132215992083
SBS5	0.030163200276321578	0.17181916844484624	0.17212578503483422	0.02910559846982863
SBS6	0.0002586818382077638	0.05059475933262281	0.05073671039836236	0.00024131524046888675
SBS7a	0.001222450792288221	0.548860932276506	0.548953012039492	0.00024098641838521395
SBS7b	0.00120910178773459	0.027517279846922094	0.027714630430239584	0.0010822651903116265
SBS7c	0.010168955490710063	0.06004628867843076	0.06017938785803789	0.010223605970817617
SBS7d	0.004168501292738269	0.003538565001508176	0.0035412599199424744	0.004246053390848936
SBS8	0.01222377289003651	0.038077725129802675	0.03815098351667745	0.011839991738654465
SBS9	0.1572317901616972	0.04122290453765609	0.04164411778452426	0.15872224936943669
SBS10a	0.00022769254188736987	0.0020596842955131756	0.00212423440857179	0.0002351538596087055
SBS10b	0.0005596941383553267	0.049630300530849714	0.05078829970291432	0.0005229368954262625
SBS11	0.0001990323062259769	0.03540769712952563	0.0355729677178761	9.766496153851278e-05
SBS12	0.004691897207349638	0.031378813475386735	0.03129257397238194	0.0048883082610367
SBS13	0.0010253862469880026	0.014552010200521659	0.01450888500958114	0.0009629810449192089
SBS14	0.000154870535605367	0.013338367064480106	0.013364769030260404	0.00021007601403855158
SBS15	0.0016095434804858089	0.08509980213723467	0.08520679058316394	0.001441124191428833
SBS16	0.013907300424887414	0.02674221745862715	0.026846900576484645	0.013967350653349309
SBS17a	0.0011904619998512889	0.00290911671078542	0.00292577075731415	0.0011876948177276248
SBS17b	0.003398005504037016	0.005060425159217563	0.005302453048979028	0.0034680360489177664
SBS18	0.0014234043138534602	0.05604151388748291	0.056160220354993906	0.001301954324084087
SBS19	0.0034522861006701655	0.13197596194343042	0.13202700633355957	0.0031256280419372784
SBS20	0.0038365546342116197	0.03304426388682036	0.033129567367872426	0.0038723484323510693
SBS21	0.0004139343398520401	0.013967246336366479	0.013857423231671051	0.00045176511233802064
SBS22	0.01845140220994046	0.009253234313130188	0.009136572701745949	0.018556429463453483
SBS23	0.00014035127600198205	0.05146231995348127	0.0516331345304476	6.554311913631317e-05
SBS24	0.01074387334414939	0.01728748152540671	0.017400863976872794	0.010443108332913953
SBS25	0.009422185841169828	0.09371273403611136	0.09396221431176865	0.008477897261578549
SBS26	0.0065448878199626526	0.021735931058810998	0.02172836581908011	0.00683772914499392
SBS27	0.0012233550877601695	0.05141005722695502	0.05140962632591817	0.00108161677586871
SBS28	0.027480762158717753	0.030472619774738474	0.031829867918136245	0.027765874523852374
SBS29	0.006607173842044234	0.03420237228994538	0.03423796328542561	0.0063237265493979455
SBS30	0.0018696449512858315	0.34613694009170437	0.34623985719516837	0.0012269111218378148
SBS31	0.010235387032734411	0.036487897345262144	0.03658383883702321	0.010053223755373986
SBS32	0.0014908525574958142	0.10660447664019856	0.10672613325748126	0.0012402279735848065
SBS33	0.0024310166175338654	0.04732303634790147	0.04674081985783729	0.002397446887053012
SBS34	0.0023361709104502415	0.005383091265639739	0.005227177915446468	0.002402473684839257
SBS35	0.02322595505179359	0.021579276171469486	0.021716410691525634	0.02289989367560563
SBS36	0.0025150993716346326	0.03912306808317256	0.0391933548063651	0.002418022423435806
SBS37	0.015977907185079743	0.031299671810272045	0.031485662796186475	0.01621036614839233
SBS38	0.003030122451638695	0.01693799996774281	0.016992288481060824	0.002983285026024629
SBS39	0.08739531657762378	0.035827245925009965	0.035911700064844454	0.0822820562235197
SBS40	0.03895879661686563	0.2557381604980289	0.2560204780176396	0.03765720014614282
SBS41	0.02045763254775479	0.07596564298843811	0.07643534776014604	0.020315621225886593
SBS42	0.0071773987835296316	0.032471592705209606	0.032743383708979446	0.006896386860654524
SBS43	0.022177129215490532	0.021651826948339892	0.02357660506381254	0.02085277802817065
SBS44	0.0013447415367235926	0.015489633561020955	0.015606198448732345	0.0014850070322723896
SBS45	0.0005564264432748045	0.009301580220151262	0.009372745714117281	0.0005827202761100603
SBS46	0.0003397770713114978	0.096684399157841	0.09658785390224756	0.0003534502083991642
SBS47	0.0024692740529553836	0.031730385804463856	0.03185169810304378	0.0022719601575693638
SBS48	0.00020756777112429514	0.000796826842602183	0.0008144732250260356	0.00024135746186426665
SBS49	0.000259947312348463	0.0008468217610597684	0.0008546668282365388	0.0002990588086579926
SBS50	0.0361846661774593	0.0825035913839467	0.08276315633849984	0.03254453416017444
SBS51	0.015855273942731896	0.01972173973299518	0.020505745343461945	0.015561804114423872
SBS52	0.002411759293319049	0.006226485067207577	0.006344693251644884	0.002366497574076365
SBS53	0.005143912194095823	0.01900835852491789	0.019077303146242897	0.005102466231656666
SBS54	0.014829105066774262	0.008857714406016681	0.008840396913515125	0.014830023172472395
SBS55	0.005036331164609775	0.02538019497759947	0.027514874225735175	0.005055226796394918
SBS56	0.011967064130230187	0.003653422815950713	0.003788673649121499	0.012108408056427655
SBS57	0.0052685303553042795	0.04569214554342149	0.0463914643356681	0.004794748396701132
SBS58	0.00478570413197732	0.02437883299149768	0.02470258844241513	0.004525360925365818
SBS59	0.002662413167849653	0.000795747229070165	0.0007844225478026434	0.0026178228561565264
SBS60	0.004711642633195012	0.027590573535003715	0.030139946383803573	0.004765060663528442
SBS84	0.015793143163255752	0.0074595336401565016	0.007623505401083586	0.014523533711084946
SBS85	0.018574775752041917	0.02184235806716872	0.02185186393731431	0.018577353555875087
