9.090917563355900566e-02 9.090899621197055802e-02 9.090904003580334292e-02 9.090910974330287941e-02 9.090916497812324970e-02 9.090916425423190006e-02 9.090899126874507630e-02 9.090899024201630485e-02 9.090913512159529142e-02 9.090906390338764076e-02 9.090916860726483417e-02
9.090919714653140915e-02 9.090898907394637241e-02 9.090907013906704415e-02 9.090908534843925026e-02 9.090916235879453744e-02 9.090917744977210224e-02 9.090898474162985299e-02 9.090898971322741717e-02 9.090911995241048038e-02 9.090905225025983083e-02 9.090917182592178625e-02
9.090919905306654725e-02 9.090899047140039990e-02 9.090906065888691712e-02 9.090908592852901815e-02 9.090916453730872593e-02 9.090916062163023614e-02 9.090898858915327785e-02 9.090899121456838539e-02 9.090913619717083671e-02 9.090905164463457255e-02 9.090917108365109689e-02
9.090918398193989503e-02 9.090899585877014466e-02 9.090906579187217618e-02 9.090909686133606671e-02 9.090915783675138084e-02 9.090917301884593460e-02 9.090899183706692421e-02 9.090898558158611031e-02 9.090912788869971728e-02 9.090904266226612629e-02 9.090917868086562104e-02
9.090918835870405446e-02 9.090899283357468941e-02 9.090905337344416803e-02 9.090910624989217981e-02 9.090915709761905605e-02 9.090917897900790967e-02 9.090899336388320873e-02 9.090897823055346660e-02 9.090911792888381471e-02 9.090906239203316863e-02 9.090917119240438105e-02
9.090921097872341206e-02 9.090898391320126337e-02 9.090904990934010887e-02 9.090909646227221530e-02 9.090916175567551050e-02 9.090916927144210291e-02 9.090899758567905220e-02 9.090899314528862185e-02 9.090909947314038120e-02 9.090906372223928056e-02 9.090917378299809282e-02
9.090919177375079985e-02 9.090898824074732099e-02 9.090906129383470591e-02 9.090909399624619303e-02 9.090916561950984631e-02 9.090917117868331510e-02 9.090900022666992264e-02 9.090898795309421132e-02 9.090911963360141790e-02 9.090904901183449738e-02 9.090917107202772796e-02
9.090917023806981134e-02 9.090899735541302373e-02 9.090906456985863027e-02 9.090909887527411082e-02 9.090917452024672996e-02 9.090915744090426187e-02 9.090899100870795946e-02 9.090899281825741418e-02 9.090913664270722228e-02 9.090904697472577956e-02 9.090916955583507042e-02
9.090918466389834307e-02 9.090898602754343694e-02 9.090905183058997641e-02 9.090910120358026980e-02 9.090915889805674388e-02 9.090916818540514810e-02 9.090899036903968278e-02 9.090899634787480421e-02 9.090914205739181186e-02 9.090905053800925339e-02 9.090916987861059895e-02
9.090919092386194611e-02 9.090898929580928933e-02 9.090905383069271262e-02 9.090910282556152744e-02 9.090916175658844689e-02 9.090918479186023415e-02 9.090898469991631758e-02 9.090898851505639644e-02 9.090910732560560092e-02 9.090907277148471688e-02 9.090916326356288102e-02
9.090918749120845133e-02 9.090899364187013387e-02 9.090906929478786980e-02 9.090911060739789717e-02 9.090914891907435347e-02 9.090916831743529880e-02 9.090898115092209408e-02 9.090899417647287095e-02 9.090912987362384512e-02 9.090904763090512652e-02 9.090916889630205888e-02
9.090919664137211975e-02 9.090900070849590453e-02 9.090906025146250347e-02 9.090909731143484440e-02 9.090916264330271834e-02 9.090916554002870242e-02 9.090899274094051130e-02 9.090898586965472095e-02 9.090911734466322613e-02 9.090905697412780817e-02 9.090916397451692665e-02
9.090918020406052458e-02 9.090899449167973156e-02 9.090905316557003346e-02 9.090909829426077615e-02 9.090913704684565333e-02 9.090918563354521975e-02 9.090899997867844806e-02 9.090898079771907170e-02 9.090911822378373863e-02 9.090907515627352775e-02 9.090917700758331665e-02
9.090919295064917027e-02 9.090898968177082984e-02 9.090906652154442935e-02 9.090908040430861758e-02 9.090916424125274065e-02 9.090916328013881609e-02 9.090898760237395293e-02 9.090900361950449149e-02 9.090911835523486639e-02 9.090905767577746321e-02 9.090917566744467770e-02
9.090919098339625415e-02 9.090898822663025236e-02 9.090903251702538157e-02 9.090910243335072194e-02 9.090915633555904374e-02 9.090918693728686217e-02 9.090898660229385086e-02 9.090898335179006806e-02 9.090912515310613229e-02 9.090907745478096769e-02 9.090917000478032639e-02
9.090919149194795490e-02 9.090899848396624683e-02 9.090906357164500740e-02 9.090909049943238229e-02 9.090914991510924692e-02 9.090917358547244420e-02 9.090897934446962037e-02 9.090900311839836268e-02 9.090912556778023290e-02 9.090904634237741144e-02 9.090917807940104844e-02
9.090919561065334553e-02 9.090900062533711912e-02 9.090906254349800930e-02 9.090909796777517371e-02 9.090915913194341780e-02 9.090915999274075399e-02 9.090899279741249117e-02 9.090899388621574706e-02 9.090912747847537667e-02 9.090904008329581121e-02 9.090916988265280996e-02
9.090918977617822028e-02 9.090898225228917495e-02 9.090906628477525564e-02 9.090910000316800021e-02 9.090917511804563755e-02 9.090915126767307175e-02 9.090899005334095173e-02 9.090899839544382133e-02 9.090912896815679656e-02 9.090905279914912596e-02 9.090916508178001343e-02
9.090919807770099503e-02 9.090896965293587817e-02 9.090906083306206364e-02 9.090911851891528284e-02 9.090916001258722567e-02 9.090915409942380843e-02 9.090897990570934173e-02 9.090899794378737298e-02 9.090913185815055475e-02 9.090906328904622968e-02 9.090916580868120545e-02
9.090918515583425175e-02 9.090899143022679318e-02 9.090905327044601636e-02 9.090909667036269071e-02 9.090916549947747338e-02 9.090916208274220367e-02 9.090899149286205128e-02 9.090898159130395006e-02 9.090912472138015787e-02 9.090905697656276319e-02 9.090919110880160692e-02
9.090918339191610131e-02 9.090899312275795008e-02 9.090905347044639373e-02 9.090911088671942142e-02 9.090916401812004777e-02 9.090916311084559776e-02 9.090899444612118852e-02 9.090898464027662162e-02 9.090911404419205200e-02 9.090905426503208264e-02 9.090918460357265418e-02
