4.574239962694932049e-01 0.000000000000000000e+00 1.872785631015053964e-01 1.141355305109351403e-01 2.411619101180663138e-01 0.000000000000000000e+00
4.497378890716486333e-01 0.000000000000000000e+00 1.919211598263118601e-01 6.987990789463155439e-02 2.884610432074080077e-01 0.000000000000000000e+00
4.300137453803436483e-01 0.000000000000000000e+00 2.040675949038878167e-01 1.513208896192786423e-01 2.145977700964897539e-01 0.000000000000000000e+00
4.437999420965546560e-01 0.000000000000000000e+00 1.696750696972463834e-01 9.543001201905447484e-02 2.910949761871444164e-01 0.000000000000000000e+00
4.628368424044847496e-01 0.000000000000000000e+00 1.647747102645093220e-01 1.172881922403392202e-01 2.551002550906668054e-01 0.000000000000000000e+00
5.080881531975564025e-01 0.000000000000000000e+00 1.268458906381372819e-01 1.034567428932371691e-01 2.616092132710690632e-01 0.000000000000000000e+00
4.191958801220570519e-01 0.000000000000000000e+00 1.638120040759094009e-01 1.111756827017324895e-01 3.058164331003011549e-01 0.000000000000000000e+00
4.331136014011430779e-01 0.000000000000000000e+00 1.368087613285222659e-01 1.317646642028232618e-01 2.983129730675113667e-01 0.000000000000000000e+00
4.647360585547841705e-01 0.000000000000000000e+00 1.516464050871356162e-01 1.281060648255144263e-01 2.555114715325658148e-01 0.000000000000000000e+00
4.539086902206835861e-01 0.000000000000000000e+00 1.762795377416872811e-01 1.029970568245234946e-01 2.668147152131055688e-01 0.000000000000000000e+00
4.135186389515032035e-01 0.000000000000000000e+00 1.886715219951609068e-01 1.020087396499791133e-01 2.958010994033568042e-01 0.000000000000000000e+00
4.627647200753497447e-01 0.000000000000000000e+00 1.544953921461820201e-01 1.332731339012867833e-01 2.494667538771814796e-01 0.000000000000000000e+00
4.630169089272915262e-01 0.000000000000000000e+00 1.910815748338594577e-01 8.726174808231337843e-02 2.586397681565355544e-01 0.000000000000000000e+00
4.379337276516664379e-01 0.000000000000000000e+00 1.940914611732742767e-01 1.259080798988891359e-01 2.420667312761702050e-01 0.000000000000000000e+00
4.266632708718502420e-01 0.000000000000000000e+00 1.771737404213607481e-01 1.071587077599816945e-01 2.890042809468073570e-01 0.000000000000000000e+00
4.887754700606577463e-01 0.000000000000000000e+00 1.773064026375192614e-01 8.626820555307128380e-02 2.476499217487516946e-01 0.000000000000000000e+00
4.611020398631918704e-01 0.000000000000000000e+00 1.426646598697917656e-01 1.036078411288837847e-01 2.926254591381324821e-01 0.000000000000000000e+00
4.271759974224074718e-01 0.000000000000000000e+00 1.586927314081162110e-01 1.434852466180287223e-01 2.706460245514475393e-01 0.000000000000000000e+00
4.735212147255445925e-01 0.000000000000000000e+00 1.505316164428723291e-01 1.352042163520785489e-01 2.407429524795044740e-01 0.000000000000000000e+00
4.574263956527648278e-01 0.000000000000000000e+00 1.725024746697631783e-01 1.140636061827523667e-01 2.560075234947198353e-01 0.000000000000000000e+00
4.216471290806113603e-01 0.000000000000000000e+00 1.936476198648484082e-01 1.035130525115082606e-01 2.811921985430319570e-01 0.000000000000000000e+00
