1.793193106086061472e-01 0.000000000000000000e+00 2.015424812485818451e-01 2.031279391420492964e-01 6.689105146463401874e-02 3.161936003363419179e-02 5.502837460085361482e-02 0.000000000000000000e+00 1.521180876755845457e-01 1.103533952260564305e-01
1.728922634817853521e-01 0.000000000000000000e+00 1.964157726516699010e-01 2.281741587949311922e-01 5.591186528736036276e-02 3.900825842360487739e-02 5.727035892864741629e-02 0.000000000000000000e+00 1.441298598828762434e-01 1.061974625491247659e-01
1.464180669595183393e-01 5.042117737552991377e-03 1.903926858914188613e-01 2.066909851870276649e-01 6.352964189060746059e-02 2.891268041002997488e-02 7.386010979493898287e-02 0.000000000000000000e+00 1.888931445610052828e-01 9.626056756790053737e-02
1.843817658036239204e-01 0.000000000000000000e+00 1.983206918097802918e-01 1.767028316689317757e-01 7.909173203151823039e-02 1.977842655141496056e-02 5.283995551182324446e-02 0.000000000000000000e+00 1.910366057421712116e-01 9.784799088073639628e-02
1.467155488309770939e-01 0.000000000000000000e+00 2.236076418200524385e-01 1.838160689053803531e-01 9.129488386545120404e-02 6.746043641704327354e-02 3.476230791423980809e-02 0.000000000000000000e+00 1.675406894165086813e-01 8.480242283034711281e-02
1.365772950732581925e-01 3.427553909471041296e-03 1.924658330396726291e-01 1.956104336746251615e-01 1.051977186035978062e-01 5.221666764567261393e-02 5.851426498944690968e-02 0.000000000000000000e+00 1.941898832025130972e-01 6.180034986174243183e-02
1.597430258326438257e-01 1.020649181450545119e-03 1.860897560216571711e-01 2.177162389382019947e-01 7.441734818761817916e-02 3.556817825052015908e-02 6.741749041979698542e-02 0.000000000000000000e+00 1.520179983534697410e-01 1.060093148146414588e-01
1.823829927404740092e-01 0.000000000000000000e+00 2.120216112639164152e-01 2.185278839180021804e-01 5.325377820752146690e-02 2.066022084603827760e-02 6.432066561382036862e-02 0.000000000000000000e+00 1.735660582112479311e-01 7.526678919897927811e-02
1.371120347868677036e-01 0.000000000000000000e+00 1.756143861502327541e-01 2.147846980109845427e-01 7.326610788600204649e-02 2.940335023173252377e-02 6.176714655991533132e-02 0.000000000000000000e+00 1.780745177852196826e-01 1.299777585890455611e-01
1.583493392739100947e-01 0.000000000000000000e+00 2.047856076261762859e-01 2.075451593140300310e-01 8.622506650175443266e-02 2.938001136696909415e-03 6.283810931068135874e-02 0.000000000000000000e+00 1.711892982457928203e-01 1.061294185909581328e-01
1.542849327656735936e-01 0.000000000000000000e+00 2.148116656833648219e-01 1.640819346957915759e-01 8.375039711262455278e-02 3.624789451957934755e-02 5.575304285589948589e-02 0.000000000000000000e+00 1.637611798298072852e-01 1.273089525372593789e-01
1.420598026088898957e-01 1.856709529793571000e-03 2.136629210504254750e-01 1.842590038930390917e-01 9.378809677421014179e-02 3.799721031563926821e-02 4.364992428259806961e-02 0.000000000000000000e+00 1.602376175590285168e-01 1.224887139863759244e-01
1.541272863220956302e-01 0.000000000000000000e+00 2.032755335598908641e-01 2.002040400063225256e-01 1.806651923250320382e-02 4.703880018002708913e-02 7.481924363975485381e-02 0.000000000000000000e+00 1.578810947119953512e-01 1.445874823474104509e-01
2.037970945214323537e-01 1.162656106050384162e-03 1.739846963464196372e-01 2.115539374199927325e-01 6.830731650178151204e-02 3.116783542937375667e-02 6.840231108012366501e-02 0.000000000000000000e+00 1.232937104726490873e-01 1.183304421221767211e-01
1.437069894220175947e-01 1.339411743135764717e-03 2.146367558580001556e-01 2.212281131139811619e-01 6.289662283617791783e-02 4.573413272857974193e-02 2.739017951787179814e-02 0.000000000000000000e+00 1.671314785477263087e-01 1.159363162325096341e-01
1.585521987715138303e-01 0.000000000000000000e+00 2.197755944955963880e-01 1.951976260463342827e-01 5.984869683330230894e-02 6.347948351458433669e-02 3.241989447008573888e-02 0.000000000000000000e+00 1.678700826039465077e-01 1.028564232646367038e-01
1.714702919925180369e-01 0.000000000000000000e+00 1.866749275028686539e-01 2.328957760388530307e-01 6.203572637584878202e-02 2.898584842187746854e-02 3.081633449905616523e-02 0.000000000000000000e+00 1.856112997279366905e-01 1.015097954410411618e-01
1.544596390581026712e-01 0.000000000000000000e+00 1.974361224919419788e-01 1.995440386201337013e-01 7.368169041280427101e-02 2.583044416985272665e-02 7.033130279305296884e-02 0.000000000000000000e+00 1.644371363395930041e-01 1.142796261145187925e-01
1.696563312059332640e-01 0.000000000000000000e+00 2.009674164550983300e-01 2.074734582039552411e-01 7.924583328547184224e-02 3.896281737231904047e-02 7.195214724088699887e-02 0.000000000000000000e+00 1.545378668938687805e-01 7.720412934246664860e-02
1.761493302426927754e-01 0.000000000000000000e+00 1.941538710064812379e-01 2.177933842401980902e-01 7.760898113468718551e-02 6.340665168647469097e-02 1.909859975041264951e-02 0.000000000000000000e+00 1.336070482968156337e-01 1.181821336422376467e-01
1.700759715471204248e-01 0.000000000000000000e+00 1.873147071505801009e-01 2.438426263735016808e-01 3.749981427654773547e-02 4.284224577007994528e-02 4.502395832406848319e-02 0.000000000000000000e+00 1.588411332804888498e-01 1.145595432776128492e-01
