	SBS3	SBS4	SBS5	SBS8	SBS9	SBS12	SBS25	SBS26	SBS29	SBS35	SBS37	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS44	SBS46	SBS89	SBS92	SBS93	SBS94	SBS95	SBS96	SBS98	SBS99
Sample1	0.0	0.0	0.0	0.0	0.0	0.0	0.06455675798317928	0.0	0.0	0.0	0.0	0.13904149612004035	0.0	0.0	0.15286054764374782	0.1243899348795741	0.0	0.07634322559038612	0.1268151837367037	0.0	0.0	0.21141625660139324	0.0	0.0	0.0	0.10457659744497545
Sample2	0.0	0.16040664797280735	0.30341096863071104	0.0	0.0	0.0	0.0	0.005715083102145047	0.0	0.0	0.0	0.063621247964408	0.0	0.0	0.0	0.0	0.10750608081354446	0.25240615228915664	0.0	0.0	0.0	0.04435785518615689	0.0	0.0	0.0	0.06257596404107076
Sample3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04161481309572167	0.09011551058135049	0.0	0.0	0.0	0.09092772067667973	0.21472247852766735	0.0	0.0	0.02756481126206611	0.038120072798167454	0.0	0.0	0.35901318650731495	0.0	0.09088534618700464	0.047036060364027674	0.0
Sample4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10562767496115394	0.218556847580744	0.0	0.0	0.03989342598693875	0.0	0.0	0.0	0.3223616985237778	0.1247421117935213	0.14415097271259353	0.014034717520070033	0.0	0.030632550921200614	0.0
Sample5	0.0	0.0	0.0	0.0	0.0	0.27160454332169204	0.0	0.0	0.0	0.14871508339110961	0.004809966023303365	0.0	0.29029757458211886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0940562223763078	0.0	0.1905166103054685	0.0	0.0
Sample6	0.23837321644871448	0.0	0.0	0.0	0.0	0.21797309415379784	0.0	0.0	0.0	0.0	0.0	0.0257521728507087	0.053853922514787565	0.0	0.21174525747212988	0.0	0.0	0.0	0.0	0.15250879463187778	0.0	0.0	0.0	0.016861894075238658	0.0	0.08293164785274504
Sample7	0.01812917123215897	0.0	0.36604735277795913	0.0	0.0	0.0	0.0	0.0	0.0	0.23620196597536453	0.0	0.05946473092065692	0.0	0.0	0.20121319002339372	0.0	0.0	0.0	0.0	0.0	0.03294409504600665	0.08599949402446007	0.0	0.0	0.0	0.0
Sample8	0.0	0.11837872965428675	0.04208925687260243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833014132399753	0.0	0.48126920557484726	0.05051205615430861	0.0	0.0	0.11186468825202303	0.05046356072600789	0.0	0.05240447333177361	0.0	0.0	0.0	0.009716616194175043
Sample9	0.0	0.0	0.12424766956071827	0.0	0.0	0.0	0.0	0.0	0.0	0.18419120889043142	0.10879581304296493	0.0	0.0	0.0	0.0	0.0	0.10314971851078066	0.0	0.0	0.4750293115981508	0.0	0.004586278396953771	0.0	0.0	0.0	0.0
Sample10	0.0	0.03751418575658236	0.0	0.0	0.0	0.041751608229502475	0.05859289558748527	0.0	0.0	0.0	0.0	0.09752521186266036	0.0	0.18760175029632128	0.0	0.0	0.11815311815499503	0.04582700302313651	0.0	0.2904854709784413	0.0	0.12254875611087533	0.0	0.0	0.0	0.0
Sample11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1994995783102892	0.0	0.02489050245094702	0.0	0.31249464007633876	0.0	0.0	0.09253490428883714	0.0	0.0	0.28173860091991937	0.026195459414881387	0.0	0.0	0.0	0.06264631453878712	0.0
Sample12	0.06497144250194867	0.05546926899210732	0.0	0.0	0.0	0.0	0.23903556283915395	0.0	0.0	0.0	0.07793674340163052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38045706971914517	0.0	0.18212991254601443	0.0	0.0
Sample13	0.0	0.0	0.20955367278027917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20939074837140104	0.0	0.0	0.0	0.0	0.0	0.0	0.2490448527505591	0.07501118932780665	0.223718217178227	0.0	0.0	0.03328131959172707	0.0
Sample14	0.10449931739548138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03360074673732828	0.0	0.0	0.05665440912068172	0.12522412517618206	0.13165148778470095	0.0	0.0	0.37718080141596	0.005463238220573799	0.16572587414909187	0.0	0.0	0.0	0.0
Sample15	0.0	0.0	0.0	0.0	0.0	0.0	0.3152502615696505	0.0	0.0	0.0	0.0	0.0	0.295336145495054	0.11473834335352984	0.1760794554902876	0.0	0.09859579409147817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample16	0.0	0.0	0.0	0.0	0.0	0.0	0.11870972697762627	0.0	0.0	0.0	0.10431005153884954	0.0	0.16674861237241678	0.0	0.4107685981752238	0.0	0.0019339367437144102	0.0	0.0	0.19752907419216925	0.0	0.0	0.0	0.0	0.0	0.0
