4.830893991400781462e-01 0.000000000000000000e+00 1.413266816785447300e-01 3.755839191813771238e-01
4.473085026287756394e-01 0.000000000000000000e+00 1.565841807931604157e-01 3.961073165780640282e-01
4.788506366404985948e-01 0.000000000000000000e+00 1.571590075640695305e-01 3.639903557954318192e-01
4.834880297244170122e-01 0.000000000000000000e+00 1.479777786463269962e-01 3.685341916292559916e-01
4.482064618908117581e-01 0.000000000000000000e+00 1.352889785884825447e-01 4.165045595207057527e-01
4.639310455044116099e-01 0.000000000000000000e+00 1.735619740189076887e-01 3.625069804766806181e-01
4.807597460325793159e-01 0.000000000000000000e+00 1.812517594887191053e-01 3.379884944787016621e-01
4.822553578799064766e-01 0.000000000000000000e+00 1.395213093443195829e-01 3.782233327757738572e-01
4.878333913539340538e-01 0.000000000000000000e+00 1.338664627740163149e-01 3.783001458720497423e-01
4.898553984551728968e-01 0.000000000000000000e+00 1.678792808435911055e-01 3.422653207012360532e-01
4.571001731788910671e-01 0.000000000000000000e+00 1.985136981900870456e-01 3.443861286310219150e-01
4.460927465484576526e-01 0.000000000000000000e+00 1.361556591468866262e-01 4.177515943046557489e-01
4.330826553915290145e-01 0.000000000000000000e+00 1.991746340619720834e-01 3.677427105464990409e-01
4.177543173099671492e-01 0.000000000000000000e+00 1.745008161394059343e-01 4.077448665506269165e-01
4.526898114038359622e-01 0.000000000000000000e+00 1.790628611018316441e-01 3.682473274943324215e-01
4.812672609857991390e-01 0.000000000000000000e+00 1.616037621057306584e-01 3.571289769084700638e-01
4.665013106698369105e-01 0.000000000000000000e+00 1.652674120145198322e-01 3.682312773156432573e-01
4.688941178930229325e-01 0.000000000000000000e+00 1.490497267469950982e-01 3.820561553599818305e-01
4.550084061263247048e-01 0.000000000000000000e+00 1.355607993439636172e-01 4.094307945297117057e-01
4.214051376288824868e-01 0.000000000000000000e+00 1.786508640420243765e-01 3.999439983290931644e-01
4.202667069415700896e-01 0.000000000000000000e+00 1.773673593372930291e-01 4.023659337211369369e-01
