3.333354801042517912e-01 3.333321528523427446e-01 3.333323670434053532e-01
3.333354885128078648e-01 3.333320716480265844e-01 3.333324398391656063e-01
3.333354181848715569e-01 3.333321182375814096e-01 3.333324635775471445e-01
3.333356185499213864e-01 3.333318718115749757e-01 3.333325096385036934e-01
3.333352724570862735e-01 3.333321455277017953e-01 3.333325820152119867e-01
3.333352067771579441e-01 3.333322167834203431e-01 3.333325764394216573e-01
3.333356870726363885e-01 3.333319868746658088e-01 3.333323260526977472e-01
3.333355003993769272e-01 3.333320152207743248e-01 3.333324843798488035e-01
3.333353218608089974e-01 3.333324220582220554e-01 3.333322560809688362e-01
3.333354351839158403e-01 3.333318776344908474e-01 3.333326871815932568e-01
3.333354555868120461e-01 3.333319005316454087e-01 3.333326438815426562e-01
3.333352990277438366e-01 3.333319421088048462e-01 3.333327588634513727e-01
3.333353326066216815e-01 3.333322421102267730e-01 3.333324252831515455e-01
3.333357644216682902e-01 3.333318610108182978e-01 3.333323745675133565e-01
3.333354401792411603e-01 3.333319377221846125e-01 3.333326220985741717e-01
3.333353149148895467e-01 3.333321543016566357e-01 3.333325307834538731e-01
3.333357304687124545e-01 3.333318966155579544e-01 3.333323729157294801e-01
3.333353785367396682e-01 3.333321206825345384e-01 3.333325007807258489e-01
3.333354618107515766e-01 3.333319360294995093e-01 3.333326021597489697e-01
3.333355318380170074e-01 3.333320423525366061e-01 3.333324258094463866e-01
3.333356892978342478e-01 3.333317643899678662e-01 3.333325463121978305e-01
