1.428574005764846888e-01 1.428568562686908239e-01 1.428570534817656668e-01 1.428571981016980852e-01 1.428572654642624451e-01 1.428574210266723987e-01 1.428568050804258638e-01
1.428574053743852657e-01 1.428568296672152738e-01 1.428570634420024132e-01 1.428571759434287824e-01 1.428573073190622655e-01 1.428573939582951091e-01 1.428568242956108625e-01
1.428573861564338132e-01 1.428568375144304570e-01 1.428570602845495030e-01 1.428572505717738139e-01 1.428572628931947253e-01 1.428574027734921537e-01 1.428567998061256172e-01
1.428573836579080103e-01 1.428568327378351155e-01 1.428570248798624598e-01 1.428572220229300804e-01 1.428573046275662672e-01 1.428573990775902358e-01 1.428568329963078865e-01
1.428574030169258158e-01 1.428568508475403787e-01 1.428570331537033777e-01 1.428572085097198630e-01 1.428572894803248061e-01 1.428573900320959933e-01 1.428568249596898487e-01
1.428574463166867037e-01 1.428568091134309326e-01 1.428570071969878508e-01 1.428572054458299712e-01 1.428572884863446302e-01 1.428574010548690210e-01 1.428568423858508629e-01
1.428573504330377386e-01 1.428568327914824521e-01 1.428570244480142359e-01 1.428572108882495417e-01 1.428573244505587647e-01 1.428574244141978256e-01 1.428568325744594414e-01
1.428573586774797288e-01 1.428568484769615621e-01 1.428569921109628105e-01 1.428572547009754334e-01 1.428573074228718653e-01 1.428574002038066060e-01 1.428568384069419106e-01
1.428573939046656471e-01 1.428568233341092342e-01 1.428570193080547501e-01 1.428572223442137745e-01 1.428572909010575875e-01 1.428574412867095189e-01 1.428568089211894043e-01
1.428574038706707239e-01 1.428568504978071363e-01 1.428570400622337644e-01 1.428572110844138765e-01 1.428572796952042867e-01 1.428573837508400612e-01 1.428568310388302898e-01
1.428573420549084094e-01 1.428568498574520618e-01 1.428570510126986604e-01 1.428572202940130431e-01 1.428573260098891795e-01 1.428573804037055750e-01 1.428568303673329876e-01
1.428574084492788832e-01 1.428568119794416114e-01 1.428570159421477803e-01 1.428572253998037778e-01 1.428572963206707069e-01 1.428574096048453035e-01 1.428568323038119647e-01
1.428574067680319637e-01 1.428568230478123313e-01 1.428570657767003482e-01 1.428571757006029952e-01 1.428572909008492264e-01 1.428574245021512756e-01 1.428568133038518040e-01
1.428573774900770421e-01 1.428568390739926308e-01 1.428570569768301823e-01 1.428572027669331446e-01 1.428572796678990453e-01 1.428574137643691955e-01 1.428568302598986761e-01
1.428573940893072269e-01 1.428568090905101284e-01 1.428570529720623594e-01 1.428572267217169123e-01 1.428573276364722699e-01 1.428573639398607320e-01 1.428568255500703987e-01
1.428574406798006624e-01 1.428568344166798454e-01 1.428570660528725444e-01 1.428572025921880373e-01 1.428572893505096475e-01 1.428573621815301398e-01 1.428568047264191510e-01
1.428573904194800348e-01 1.428568334998166489e-01 1.428570176683441884e-01 1.428572046338701107e-01 1.428573153838681442e-01 1.428574079691341814e-01 1.428568304254867749e-01
1.428573687307323758e-01 1.428568346852951976e-01 1.428570192260051885e-01 1.428572521978039023e-01 1.428573004990601469e-01 1.428573860292996767e-01 1.428568386318036232e-01
1.428573833856391917e-01 1.428568294110409698e-01 1.428570193147650214e-01 1.428572325276590838e-01 1.428572821298040862e-01 1.428574250587539285e-01 1.428568281723376354e-01
1.428573928845743302e-01 1.428568159449621344e-01 1.428570358694189468e-01 1.428571983880398688e-01 1.428573039761961705e-01 1.428574061996641387e-01 1.428568467371444384e-01
1.428573770932843323e-01 1.428568158306553759e-01 1.428570629837686845e-01 1.428572021123330482e-01 1.428573178874743554e-01 1.428574006134148422e-01 1.428568234790693059e-01
