1.999996910797154637e-01 2.000003946995207171e-01 1.999995401518022131e-01 2.000003446272448915e-01 2.000000294417166591e-01
1.999997011029514826e-01 2.000003363602490536e-01 1.999996728358915121e-01 2.000002498744403168e-01 2.000000398264676904e-01
1.999998274641839324e-01 2.000002100094963875e-01 1.999997659877866818e-01 2.000001763794592713e-01 2.000000201590738380e-01
2.000000055413267142e-01 1.999999874188445326e-01 1.999999968869335398e-01 2.000000032034557063e-01 2.000000069494394794e-01
1.999999269433024585e-01 2.000001083882366471e-01 1.999999091753578428e-01 2.000000601589644877e-01 1.999999953341385084e-01
2.000000060317638495e-01 1.999999902216482994e-01 1.999999942623703064e-01 2.000000056422291117e-01 2.000000038419883774e-01
1.999999016050247602e-01 2.000001159698457098e-01 1.999999218034173021e-01 2.000000419553585040e-01 2.000000186663536961e-01
1.999999103020682067e-01 2.000000999120705170e-01 1.999998852524165760e-01 2.000000824350248174e-01 2.000000220984197441e-01
1.999998568988322345e-01 2.000001717706218485e-01 1.999998122713214088e-01 2.000001336193296675e-01 2.000000254398949795e-01
1.999995411176743176e-01 2.000005184908264233e-01 1.999995746476695146e-01 2.000002077233594411e-01 2.000001580204703033e-01
1.999999304190650251e-01 2.000000778088054654e-01 1.999999063382650044e-01 2.000000675411649220e-01 2.000000178926996386e-01
1.999999570752724054e-01 2.000000477923016273e-01 1.999999476976069002e-01 2.000000380033949976e-01 2.000000094314240418e-01
2.000000017842160083e-01 1.999999947294727742e-01 1.999999969986283044e-01 2.000000025428910200e-01 2.000000039447917821e-01
