2.126729084708549600e-01 0.000000000000000000e+00 1.097079452632637175e-01 4.644734388491915666e-01 1.581331973539664981e-01 5.501251006272309813e-02
1.967075444354456359e-01 0.000000000000000000e+00 1.496166299615604989e-01 5.079161367445953479e-01 1.105728566251704126e-01 3.518683223322812553e-02
2.378680151021986822e-01 0.000000000000000000e+00 1.705714941005243013e-01 5.079174852732259993e-01 7.720107512329765775e-02 6.441930400753559036e-03
2.017092724223128464e-01 0.000000000000000000e+00 1.152586181938195786e-01 4.851879910009219699e-01 1.104909790974315381e-01 8.735313928551420581e-02
2.230862845366601566e-01 0.000000000000000000e+00 1.406362969551600006e-01 5.927890378534733662e-01 4.348838065470658071e-02 0.000000000000000000e+00
2.026228670668364928e-01 0.000000000000000000e+00 1.518007207292104144e-01 4.727992020493360092e-01 1.287631466431393978e-01 4.401406351147769958e-02
2.137893477655522789e-01 0.000000000000000000e+00 1.819198820279198381e-01 4.239475852984351256e-01 1.093047806222440382e-01 7.103840428584867750e-02
2.318068163362094758e-01 0.000000000000000000e+00 1.513590841188896807e-01 4.898710037956313101e-01 9.030945198435562371e-02 3.665364376491377085e-02
2.096092765309797434e-01 0.000000000000000000e+00 1.228323452235216412e-01 5.174327516900856239e-01 7.625897188829219853e-02 7.386665466712079298e-02
2.430006978849464927e-01 0.000000000000000000e+00 1.501126157289458807e-01 4.568886373613639806e-01 1.238170767416699874e-01 2.618097228307372099e-02
2.118185744822001504e-01 0.000000000000000000e+00 1.884549507222004483e-01 4.429809637848775572e-01 1.234806414166476490e-01 3.326486959407420202e-02
1.892560764583823274e-01 0.000000000000000000e+00 1.377800624529196272e-01 5.562547745511101649e-01 9.572744107734131036e-02 2.098164546024643834e-02
1.646238308228240854e-01 0.000000000000000000e+00 1.815941267454553032e-01 4.689030170207945658e-01 1.417351225824124428e-01 4.314390282851374159e-02
1.373840434545051392e-01 0.000000000000000000e+00 1.454821738299592604e-01 4.830244193993549207e-01 1.714859609382318739e-01 6.262340237794883357e-02
2.010045706674610522e-01 0.000000000000000000e+00 1.633193439761860821e-01 5.079415282039390078e-01 1.277345571524139134e-01 0.000000000000000000e+00
2.671930757463079620e-01 0.000000000000000000e+00 1.799094133428376374e-01 4.944564224071398839e-01 5.844108850371454444e-02 0.000000000000000000e+00
2.190462887030113215e-01 0.000000000000000000e+00 1.814751690748477586e-01 4.815564057762208305e-01 5.941734638214669906e-02 5.850479006377335561e-02
2.225470831340421174e-01 0.000000000000000000e+00 1.278566022251761969e-01 5.201151736447785501e-01 9.338844709289523260e-02 3.609269390310787529e-02
1.730757771174392390e-01 0.000000000000000000e+00 1.109735577166022641e-01 5.461603623543557218e-01 1.271868922782547762e-01 4.260341053334815165e-02
1.292233005082064345e-01 0.000000000000000000e+00 1.894323406600346982e-01 5.029467749007182631e-01 1.540763894432988779e-01 2.432119448774168469e-02
1.685319400878065588e-01 0.000000000000000000e+00 1.811217931819354421e-01 5.449306751138287552e-01 5.855786887635969218e-02 4.685772274006946847e-02
