1.246184136468923703e-01 0.000000000000000000e+00 9.020572856894493174e-02 5.271982146567304461e-01 1.448134191674736448e-01 1.131642239599586347e-01
1.639722550556294567e-01 0.000000000000000000e+00 1.616878160276127574e-01 4.101694139776106418e-01 1.235449401460119029e-01 1.406255747931351718e-01
1.884465486837664239e-01 0.000000000000000000e+00 1.345459139966595219e-01 4.416447659891900024e-01 1.348756296472422012e-01 1.004871416831416980e-01
1.269920765080359004e-01 0.000000000000000000e+00 1.632927904379034290e-01 4.725515344205856727e-01 9.942354705742163790e-02 1.377400515760533461e-01
1.572753482086197974e-01 0.000000000000000000e+00 1.049123813960084056e-01 5.024866496760530543e-01 9.455023956855787559e-02 1.407753811507608532e-01
2.365529472248774079e-01 0.000000000000000000e+00 7.506086823126846552e-02 4.688179238515246539e-01 1.126016341266174725e-01 1.069666265657120002e-01
1.516521925991937136e-01 0.000000000000000000e+00 1.327993909243909143e-01 4.606485683519989660e-01 1.340414157471288281e-01 1.208584323772874947e-01
9.137528213877765815e-02 0.000000000000000000e+00 1.621804170868420270e-01 4.831744189654587074e-01 1.671098334053890411e-01 9.616004840353256644e-02
1.502206447562055014e-01 0.000000000000000000e+00 1.250951172533851796e-01 5.253762912743619173e-01 1.015862385540096530e-01 9.772170816203780419e-02
1.496925524938813035e-01 0.000000000000000000e+00 9.889200828086884554e-02 4.710612142411079173e-01 1.252944442412566861e-01 1.550597807428852892e-01
1.467086315017786524e-01 0.000000000000000000e+00 1.855375502158138901e-01 5.540710717687823417e-01 3.815287787610349701e-02 7.552986863752154945e-02
1.867576302530103982e-01 0.000000000000000000e+00 1.266857700238650797e-01 4.780074701865626996e-01 1.047127622219625326e-01 1.038363673145992622e-01
1.446618353555663150e-01 0.000000000000000000e+00 1.481901342925048548e-01 4.940662041375191160e-01 4.197942565437420837e-02 1.711024005600355335e-01
1.608373988476312910e-01 0.000000000000000000e+00 1.635803063560430648e-01 4.286931277352337144e-01 1.349715753868524215e-01 1.119175916742395915e-01
1.829369266123327953e-01 0.000000000000000000e+00 3.280712005160731776e-02 4.827222351221552299e-01 1.226203463113792747e-01 1.789133719025254310e-01
1.698106369570028529e-01 0.000000000000000000e+00 1.594704723697797089e-01 4.676845775243680392e-01 7.384924243523871557e-02 1.291850707136106280e-01
1.885573850974636700e-01 0.000000000000000000e+00 1.501265134314117289e-01 4.938585074344924442e-01 9.293645721703672202e-02 7.452113681959547653e-02
1.550397993872427160e-01 0.000000000000000000e+00 1.499744220682120432e-01 4.961876963389538764e-01 1.393764410495123007e-01 5.942164115607916769e-02
1.801153918843554913e-01 0.000000000000000000e+00 1.279940128500869634e-01 5.897790028204291657e-01 5.806450180222054447e-02 4.404709064290785597e-02
1.460990037601453684e-01 0.000000000000000000e+00 1.295510531879332516e-01 4.899499770919705788e-01 1.264733239800970299e-01 1.079266419798538962e-01
1.434611804685742009e-01 0.000000000000000000e+00 1.205521155220879159e-01 5.401470170653523972e-01 1.103453530906962493e-01 8.549433385328934765e-02
