3.408498141868646081e-02 9.659150185813135669e-01
2.590507319454585580e-02 9.740949268054541754e-01
9.831028147177797161e-01 1.689718528222029781e-02
1.004813528828553404e-01 8.995186471171446874e-01
2.042507982853418169e-01 7.957492017146582386e-01
2.939909933092732085e-03 9.970600900669072120e-01
9.917109847132248301e-01 8.289015286775117813e-03
6.369753401879320320e-03 9.936302465981207144e-01
6.837561711692212441e-02 9.316243828830778062e-01
5.563284384393752009e-03 9.944367156156062038e-01
9.907525478485580406e-01 9.247452151441902177e-03
9.920858309247636564e-01 7.914169075236281159e-03
2.699590312806211139e-04 9.997300409687194245e-01
2.167838047022989292e-03 9.978321619529770814e-01
3.931010899043475490e-03 9.960689891009565367e-01
5.366987860583902897e-03 9.946330121394160173e-01
1.138679037678927281e-01 8.861320962321073136e-01
6.829515870365086838e-03 9.931704841296348230e-01
9.891684770184716591e-01 1.083152298152823857e-02
5.730322409442125536e-02 9.426967759055786544e-01
9.171244703152379996e-02 9.082875529684761862e-01
