SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16
0.04053039986345781	0.0	0.07173013044572446	0.0	0.0	0.0	0.4131656047664862	0.371686278683634	0.0	0.0	0.0	0.0	0.0	0.09139196310303405	0.011495623137663526	0.0	0.0	0.0	0.0	0.0
0.0064002548204093864	0.1614291261835951	0.0	0.004831626854757974	0.010076285940926806	0.004139342085745136	0.21960406185914821	0.39108577227083013	0.011807426532686049	0.006550024276675769	0.0	0.0	0.0	0.08873320876220857	0.09534287041301688	0.0	0.0	0.0	0.0	0.0
0.01609066810896396	0.09668905430494269	0.05403293364539826	0.0	0.0	0.002956215597495952	0.28538608552369166	0.41023741125391594	0.0	0.021436430591945277	0.0	0.0	0.0	0.05877623656864837	0.05439496440499792	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.01638893101672348	0.0	0.023298912862149954	0.0	0.0	0.0	0.41568239653958544	0.4412639065844607	0.0	0.0	0.0	0.0	0.0	0.08930754508489086	0.014058307912189573	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.025179225856667663	0.0	0.3560211804582018	0.526552041555456	0.0	0.0	0.0	0.0	0.0	0.039299919060894646	0.052947633068779906	0.0	0.0	0.0	0.0	0.0
0.016129902766154256	0.0	0.055935337178157414	0.0	0.0	0.0	0.2909866415607934	0.542589311033021	0.0	0.0	0.0	0.031598222822511984	0.0	0.05243903093760518	0.01032155370175674	0.0	0.0	0.0	0.0	0.0
0.019246366834744344	0.0719875731761091	0.08258831015762921	0.0	0.0	0.0	0.28672167851911656	0.3930986595174616	0.0	0.0	0.0	0.0	0.0	0.1032381627654082	0.04311924902953093	0.0	0.0	0.0	0.0	0.0
0.0030635597778677455	0.0	0.0908835708280057	0.0	0.0	0.0	0.4596834758276875	0.3582554011762882	0.0	0.0	0.0	0.0	0.0	0.08811399239015083	0.0	0.0	0.0	0.0	0.0	0.0
0.025060663673913974	0.048237613047428414	0.050497179032157835	0.0	0.0	0.0	0.3726914721567097	0.3937526685198135	0.0	0.017686154565970866	0.0	0.0	0.0	0.09102512054891564	0.001049128455090005	0.0	0.0	0.0	0.0	0.0
0.02225700898490196	0.04780840538874812	0.035980550298308545	0.0	0.0	0.0	0.3227826895543818	0.5061954919411042	0.0	0.0	0.0	0.0	0.0	0.06342361151649487	0.00155224231606054	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.2571109667835118	0.0	0.0	0.0	0.6544756288396485	0.0	0.0	0.0	0.0	0.0	0.0	0.0884134043768397	0.0	0.0	0.0	0.0	0.0	0.0
0.015436272442006058	0.08634567556078875	0.04860214436670703	0.0	0.0	0.0	0.30455076148552424	0.41845664327074533	0.0	0.0	0.0	0.0	0.0	0.07550457807541479	0.0511039247988137	0.0	0.0	0.0	0.0	0.0
0.05941449656677234	0.0	0.16996174690724533	0.0	0.0	0.0	0.3097019084036874	0.37716908759067325	0.0	0.0	0.0	0.0	0.0	0.045281883228780156	0.03847087730284141	0.0	0.0	0.0	0.0	0.0
0.012190021841675407	0.04705226317433361	0.02304459579388515	0.0	0.025089255946041514	0.007757284891164081	0.3202683296081523	0.4720752883090372	0.0	0.0	0.0	0.0	0.0	0.09252296043571069	0.0	0.0	0.0	0.0	0.0	0.0
0.035751604521393546	0.0	0.06163366788105531	0.0	0.0	0.0	0.33639509414614716	0.4421249588255997	0.0	0.0	0.0	0.0	0.0	0.07710361983407166	0.046991054791732566	0.0	0.0	0.0	0.0	0.0
0.03804770138954518	0.047180955705180105	0.047977788746245816	0.0	0.0	0.0	0.2968791105788378	0.48086577395096064	0.0	0.0	0.0	0.0	0.0	0.07631200149779918	0.012736668131431192	0.0	0.0	0.0	0.0	0.0
0.07082345000884402	0.0	0.18027597515191748	0.0	0.0	0.0	0.7489005748392386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.02263258527035609	0.0	0.07162970721232888	0.0	0.0	0.0	0.383714960110528	0.3906497533632293	0.0	0.0	0.0	0.0	0.0	0.08652640753591173	0.044846586507645746	0.0	0.0	0.0	0.0	0.0
