Denovo A	Denovo B	Denovo C	Denovo D
0.0	9.708712293909326e-05	0.9594993363913893	0.0404035764856716
0.0	0.0	0.7393553473612879	0.26064465263871195
0.0	0.00016216371790005827	0.9730791884015219	0.026758647880578072
0.0	0.0005581953830034769	0.9508975466002447	0.048544258016751766
0.00032248364121601104	0.0028557685681645894	0.5718964537045746	0.42492529408604474
0.0	0.000442208651272013	0.9500761105138593	0.04948168083486879
4.8741666517128835e-05	1.866168519180088e-05	0.8103763868667666	0.18955620978152438
0.0004868768774168037	0.008534331654827029	0.5595619388513178	0.43141685261643836
0.0006007686512476801	0.00706087264160222	0.6202379203992396	0.37210043830791045
5.495780119882487e-05	3.201283756843682e-05	0.8686569607485046	0.13125606861272807
0.0007875013302531775	0.00011852028460532142	0.9087522784033397	0.0903416999818018
0.00028176933319006415	0.007727420915755021	0.5451962313549573	0.4467945783960976
0.0	0.0001653484100127524	0.9145898670605851	0.08524478452940218
0.0	0.0	0.6575397217681483	0.34246027823185166
2.655813525819149e-05	5.1130918757388345e-05	0.8557702880219186	0.14415202292406584
6.126873626393523e-06	0.0	0.6664130691225353	0.3335808040038385
0.00018550912718162413	0.0003656892095087832	0.9596354745650796	0.039813327098229996
0.0	0.00044419442155963873	0.8939430897581708	0.1056127158202696
0.0	0.0	0.7174750732304055	0.28252492676959445
