SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16
0.019358925011176246	0.04278361663308305	0.43382586206330154	0.1878286337954602	0.011690130253838998	0.014905018541536004	0.008637326707519438	0.05119413607651866	0.0	0.005942157113586963	0.0043380023440259905	0.16360307243031147	0.00839814818564674	0.007321741500888797	0.011845357632578893	0.006748750455898378	0.0037677145016628624	0.0030087634833910553	0.010407395317390208	0.004395247952184562
0.004549822823214427	0.24097927988081835	0.09348833859429652	0.054722929963690645	0.023781758231596856	0.0011295987656609644	0.002746881719909338	0.2828322155722525	0.03442748024137582	0.044016343678842135	0.0175248366359542	0.0664687300652284	0.013507438064439862	0.0020192145321589893	0.0036253127956339623	0.01176407444650458	0.00956474088494779	0.015260496455454589	0.05259632907935084	0.024994177568669174
0.009598697133791984	0.16554328740799656	0.28683189793527913	0.023623894931341493	0.04225132203697114	0.004924244029369278	0.007369558625761359	0.19786857368225705	0.025208713815477426	0.036038558654406805	0.013808223932524039	0.09693342771246695	0.0002623547327944194	0.004244941499080792	0.005335453221286856	0.004240538793317188	0.009698672919713042	0.010135649006810018	0.038010867137131074	0.0180711227922235
0.01676012409401671	0.0026348334578237165	0.03445618210442878	0.06207595382236306	0.18992119764113838	0.0008846133947784103	0.02152646391170984	0.0035981051774651466	0.00024313413862470264	0.000352062936517515	0.0003476525877715659	0.5669640911055815	0.09441423257016275	0.0019872747662098593	0.0022995992345144624	0.00026776673281108564	5.656544245949912e-06	0.0001580082456073534	0.0006945497612331322	0.00040849777299593534
0.028011157220216812	0.04463218429650507	0.2911805362316492	0.00475564743715805	0.1585645718088646	0.014809114243506727	0.010888485116463042	0.05854235296334902	0.00590539686573416	0.00972705305801735	0.1300065896154934	0.08437950310752902	0.05624187457652005	0.03768101555994825	0.008290159107162519	0.03587466411373003	0.0023001137147987557	0.0026322525395255795	0.00991448613664294	0.005662842287185353
0.010749352786345711	0.08686917518271083	0.22359408235103698	0.0041051665716438325	0.2013109917482349	0.008104518932942803	0.0021042011462920336	0.14194482785576823	0.01318955202025062	0.022574606801372615	0.09694679236414346	0.05280861140461157	0.021591750806327383	0.0020815618069818906	0.00606786514103668	0.06288055552151514	0.003951446164332747	0.005126521780724117	0.023167363877530822	0.010831055736197543
0.030988559658400392	0.0487098349983432	0.36784099644923995	0.016612247412728348	0.035467185917438596	0.022398126511508933	0.006791585368619393	0.08639619027723336	0.008728255146110166	0.005960580228223933	0.006032631997234934	0.30868486175400167	0.0042231976970549985	0.0032592347411530193	0.00853465089833973	0.007130649328841634	0.001664435708046105	0.005074330167757175	0.016725206828158236	0.008777238911566097
0.012397661532345389	0.14387050906100585	0.35067092481931095	0.01905691523078432	0.0018545927692838564	0.0038314882649995658	0.007608844807765265	0.1710484365227422	0.025261987114524754	0.0016875811030974265	0.06165550936546404	0.08828323431402878	0.007721423491900986	0.004720145103328625	0.0060876579096736695	0.026160896210451826	0.008914047974778114	0.008972484121941978	0.03520692688184777	0.014988733400724824
0.01838261378710866	0.024673827415196276	0.5053687509373	0.024702456046303015	0.028163254204765304	0.007632074533337929	0.015419070919266857	0.0309518015647818	0.0032225424772979933	0.005351883518033572	0.002391117158744967	0.07969311727517853	0.21805189570097047	0.0026088345089154883	0.020302545635694544	0.0026661435373197427	0.0007728595258401639	0.0019901254240207444	0.005405242175177709	0.002249843654746064
0.016984860716604613	0.10310039153263188	0.2849119161475607	0.012226957659823855	0.13352695129183945	0.030296613168453224	0.007464981963062202	0.11617193856053044	0.012925455099586992	0.02105884683568891	0.1001211554431913	0.061012152498310296	0.022551559400590823	0.0018267822962526037	0.00453499694779058	0.02430057041697532	0.007038691169171248	0.006090523759998191	0.02352640220752422	0.010328252884413193
0.031938787862455305	0.10770202309063555	0.3399316251811214	0.028656453569208824	0.028336904178406293	0.038149120450409794	0.011173596292995816	0.14070481175422134	0.01702730015436196	0.005163497112909085	0.03666627431745252	0.14206265438715154	0.006066391900273967	0.005739978785164718	0.0035688787683357545	0.008304141916643385	0.0050257558794080505	0.006748885698447976	0.023436708606956243	0.013596210093440444
0.002594152996534128	0.0034084137167792856	0.5367366200827922	0.0021047369500976592	0.003874969012276789	0.08703506052502116	0.025244521255607198	0.013717369990398772	0.0022071130188844137	0.0032887529283764814	0.05334206460519751	0.18368007178459225	0.0287162655044625	0.006868092263759884	0.011574339024188892	0.028798156118541557	0.0001865110594232559	0.0015992808306736393	0.0034368477307657264	0.0015866606016266892
0.015955084198054654	0.1314847930047547	0.41925830921500906	0.014809662914869945	0.03237947297701588	0.014746234197357566	0.012512321421554217	0.14694136091460008	0.01962638079706802	0.0041036684559263	0.010123511274559712	0.08047109379853686	0.026979214585498908	0.0045358892630593005	0.006600002224430748	0.0012365725000786745	0.005378603377024547	0.006829121966710997	0.0314606845889167	0.014568018324973198
0.01657245814192986	0.03583625310593874	0.3610344376754897	0.009291197897375685	0.1397911723512068	0.0170650240274434	0.009673385826341797	0.052427816917550496	0.005717707963292431	0.01317584609776318	0.11443839491304654	0.13304626040734638	0.0029592712084138308	0.0015092096013666783	0.03789914186693254	0.019283553173763533	0.004524994165626407	0.006036557873273693	0.013607251450061251	0.006110065335837115
0.011057721824842458	0.13594221649838611	0.11770461828973544	0.018258455542393602	0.17485987098244807	0.04322077500136667	0.0027572790941634263	0.1774662139384402	0.0210329273639953	0.0007488814476727349	0.09547457310092367	0.11042526436998423	0.00855951582619353	0.0010009497059945533	0.0026674179881543652	0.010577570264594013	0.008811079294891389	0.010121596395353075	0.03386254958471554	0.015450523485751795
