SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16
0.040569617029366296	0.0	0.07197185646475078	0.0	0.0	0.0	0.41525476026361563	0.3691525510503451	0.0	0.0	0.0	0.0	0.0	0.09129545599995846	0.011755759191963852	0.0	0.0	0.0	0.0	0.0
0.0065178616688848475	0.11379653842914596	0.0	0.003431602150824646	0.00891284016863931	0.0	0.27171786147877275	0.43584407433742695	0.010896826649459337	0.004658565762350091	0.0	0.0	0.0	0.07526496909938049	0.06895886025511562	0.0	0.0	0.0	0.0	0.0
0.009393650710116299	0.0416558040485052	0.05013164297067474	0.0	0.0	0.015943509217914667	0.3621226965239409	0.44256688712365194	0.0	0.02027582105824871	0.0	0.0	0.0	0.04654607715890215	0.011363911188045486	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.022285917774888003	0.0	0.023681197678419665	0.0	0.0	0.0	0.41930409715786876	0.43893229427596525	0.0	0.0	0.0	0.0	0.0	0.08559478803950622	0.01020170507335217	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.02506366417087555	0.0	0.3641835849875357	0.5302646197449641	0.0	0.0	0.0	0.0	0.0	0.035844589146707996	0.04464354194991667	0.0	0.0	0.0	0.0	0.0
0.01279288822831742	0.0	0.054571070585529645	0.0	0.0	0.0	0.27446173520893596	0.5698058170455003	0.0	0.0	0.0	0.030946271134354057	0.0	0.05174978235126476	0.0056724354460978435	0.0	0.0	0.0	0.0	0.0
0.018658170798083913	0.024660327557646484	0.07999033123681461	0.0	0.0	0.0	0.3641152582488348	0.40766925289992084	0.0	0.0	0.0	0.0	0.0	0.09343362381290884	0.011473035445790663	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.10781464154401982	0.0	0.0	0.0	0.4153753893150024	0.3846292002693827	0.0	0.0	0.0	0.0	0.0	0.09218076887159506	0.0	0.0	0.0	0.0	0.0	0.0
0.024880978402145613	0.0	0.05013753768014674	0.0	0.0	0.0	0.4689884541959397	0.3568343216552497	0.0	0.0177323847639386	0.0	0.0	0.0	0.08142632330257962	0.0	0.0	0.0	0.0	0.0	0.0
0.02107594085799945	0.013074413784646119	0.033979728151108196	0.0	0.0	0.0	0.37285336106139727	0.5071181179527202	0.0	0.0	0.0	0.0	0.0	0.05189843819212874	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.25710810385448346	0.0	0.0	0.0	0.6544575796657619	0.0	0.0	0.0	0.0	0.0	0.0	0.08843431647975453	0.0	0.0	0.0	0.0	0.0	0.0
0.014483236372933576	0.041400853415810984	0.04646312683560991	0.0	0.0	0.0	0.3725333489863719	0.4379218978878992	0.0	0.0	0.0	0.0	0.0	0.06336634431896053	0.023831192182413894	0.0	0.0	0.0	0.0	0.0
0.059410822679695996	0.0	0.16995408334966214	0.0	0.0	0.0	0.30968348513584476	0.3772381078601318	0.0	0.0	0.0	0.0	0.0	0.045275525027527214	0.03843797594713811	0.0	0.0	0.0	0.0	0.0
0.012389435662794365	0.0021292150511157105	0.02996866058572899	0.0	0.01375650434546744	0.007071087207207364	0.39067217421155453	0.46451563847266286	0.0	0.0	0.0	0.0	0.0	0.07949728446346874	0.0	0.0	0.0	0.0	0.0	0.0
0.03520055958183419	0.0	0.06053018543105902	0.0	0.0	0.0	0.323368784319688	0.46145792139958836	0.0	0.0	0.0	0.0	0.0	0.0766519117999051	0.042790637467925295	0.0	0.0	0.0	0.0	0.0
0.03620692324827629	0.008591209375221917	0.04532205038785244	0.0	0.0	0.0	0.3591357184909313	0.48621714926089127	0.0	0.0	0.0	0.0	0.0	0.06452694923682663	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.2182712198028375	0.0	0.0	0.0	0.7817287801971625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.022917388770463745	0.0	0.07230909375734376	0.0	0.0	0.0	0.4091030652662952	0.3738016212081114	0.0	0.0	0.0	0.0	0.0	0.08160162062095391	0.040267210376831994	0.0	0.0	0.0	0.0	0.0
