SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85
0.038068380395169306	0.09597587637220868	0.0	0.0	0.0033614180271107495	0.023276098508125218	0.14244530767685215	0.11679673298302971	0.013300879619768481	0.014762037560252565	0.0	0.0	0.0	0.10623300365687109	0.06859341453375427	0.0	0.013349959909965396	0.0	0.004085411943672871	0.0	0.009574193686707389	0.0	0.0	0.051401866615845705	0.0018087955420234476	0.0	0.001947379516238544	0.052844855909410716	0.0	0.0	0.0	0.0	0.0	0.0	0.08171172819051062	0.029211719636317753	0.027902663256909113	0.0	0.0038172362941453234	0.0	0.0	0.0	0.0	0.0	0.0024020758499230356	0.0	0.0	0.012783984982547819	0.0	0.0	0.008053721408639272	0.005946582358780811	0.0	0.007446555967122271	0.037279451919177316	0.000908263445951128	0.0	0.0	0.0	0.013579741194194877	0.0	0.0	0.0060516135122387895	0.0	0.005079049526535543	0.0	0.0
0.02456350263343396	0.08128495735434321	0.00847720470760543	0.00424299622138789	0.016154915180033137	0.023673484556157177	0.10334916953259787	0.08554107651568188	0.012490782672150551	0.017704623824017378	0.0013750202775849635	0.004926913553129092	0.0003622411433000748	0.06673757084614088	0.05843699079236606	0.002168157653167657	0.0	0.0010033020679537062	0.012657972449864613	0.004010231903867968	0.004562605300295747	0.0033850697800110953	0.00719664640751639	0.052093804191077196	0.007224036176359034	0.0029455317786030847	0.0007106274593108504	0.051965960673335275	0.0037995709034430885	0.007899042688703256	0.0027580976047515762	0.0031386721065185786	0.00113273695027386	0.001580176223139144	0.06277318100026756	0.034906206660352164	0.027415517035165822	0.005533840479255938	0.0039803801614078475	0.012460160403879076	0.004353541745439437	0.0024529524706034225	0.0	0.007073945599105221	0.013783082721528481	0.005179820391784272	0.02137344459034258	0.0003166108325301103	0.004986592574261287	0.0	0.010721351179303245	0.01062333349131073	0.0033015057744543385	0.002108303509702173	0.02113898660115673	0.004646004866784497	0.003109269611457759	0.0038713498237720363	0.004519212909843883	0.0031496264069815426	0.0	0.009262412903298172	0.014384393219684015	0.0	0.0	0.018868270144270432	0.00415301076393554
0.026912970379672843	0.08110903889919456	0.008529215471871798	0.003038777451161538	0.015157947834652352	0.02389242890218899	0.10905649375269937	0.08896995488817147	0.010142758692832692	0.02207297325921621	0.0	0.004646070585369922	0.0	0.06461061760288452	0.05906372931390732	0.0027994088610090377	0.005902443373084864	0.0	0.01157814482409662	0.0009092928791967358	0.004700068665458174	0.006526852764657804	0.0024285027850215663	0.05016881848718617	0.0033927211719237413	0.00749739724187515	0.0038739731505851613	0.05005149165514044	0.003828294898031406	0.008898075698471375	0.0023368667978111084	0.0	0.0	0.0	0.06249337193090691	0.03307728242297863	0.026179498706444187	0.008091629815307616	0.0029936559356429546	0.010060308396434941	0.0	0.0032776719670223236	3.0133423977828686e-05	0.004733254228067137	0.012602054369422987	0.006768659152072279	0.020073539408679515	0.005752792585800965	0.002120582215596176	0.0	0.010789634545792267	0.007325270692150164	0.0	0.001947995337752401	0.023384330382328757	0.004323767879009561	0.0	0.011578630530312486	0.00026091793737006665	0.015963528255088864	0.0	0.007115303318470115	0.01305099808025692	0.0	0.005082165302123711	0.01609082815170326	0.0027368647419140717
0.057138634554681524	0.038949119267591946	0.0	0.0	0.007846790085162288	0.004811502835098258	0.15237694762140325	0.1588639226204958	0.0	0.0	0.0	0.0	0.0	0.10201859040258401	0.06222048872822919	0.0	0.0	0.0	0.0	0.011519705159702834	0.0018220668891056435	0.0	0.0	0.06398438178764919	0.0	0.0	0.012877389368449213	0.06870446914491443	0.0	0.01172186936871484	0.0	0.0	0.0	0.0	0.08406541617489466	0.050291518927603	0.002379695339822681	0.0	0.0	0.0	0.0	0.0	0.00744081432059183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021696998624226468	0.0	0.0	0.013993658264399238	0.006071780721451109	0.0	0.0	0.05877578054695987	0.00042845924626863554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.03439673178508314	0.09274750811329671	0.0	0.0	0.01631877157064149	0.021854914325189614	0.14471879052683664	0.12007829541401233	0.0	0.026956975378169146	0.0	0.0	0.0	0.10017646176824842	0.07939743228266258	0.0	0.004611057144679406	0.0	0.0	0.0017261064240908764	0.0	0.0	0.0	0.05304971785951915	0.0	0.006156622901419199	0.0	0.0588686823523985	0.0	0.0	0.004302415699442906	0.0	0.0	0.0	0.07661862770939404	0.03443613098522163	0.026668148289267155	0.0	0.0	0.0	0.0	0.0025290234040867042	0.0	0.00790217681089411	0.005568232653695311	0.0	0.010207673283297056	0.0	0.0	0.0	0.006271757275544486	0.00784970330994954	0.0	0.0	0.01430900209001721	0.0	0.0	0.008120780655897424	0.010742551270175586	0.0	0.0	0.0040557466470573286	0.006598908353943166	0.0	0.002894664663190092	0.004499543004036208	0.005366846048642829
0.018464368581227405	0.08477541489250509	0.0	0.0	0.01086039299783006	0.01647259534166321	0.14004211912877265	0.1294392104282891	0.003336217521140217	0.02837986863319695	0.0	0.0	0.0	0.08468163109565954	0.08590270140084677	0.0004537169969320221	0.002556013881446515	0.0	0.0	0.0	0.0	0.0	0.0	0.06845986881728434	0.0	0.0007892052132750558	0.0	0.07473225062594724	0.0	0.0	0.0	0.0	0.0	0.0	0.07952859048840581	0.04621996282646655	0.029155187664608513	0.009295570268520424	0.0	0.005877818686205616	0.0	0.0	0.0	0.0	0.004361365556322056	0.0	0.018054768362839025	0.0	0.0	0.0	0.006907101117957234	0.0	0.0	0.0	0.024244936966650532	0.0	0.0	0.0	0.009409505165420922	0.0	0.0	0.0	0.0037852734470727794	0.0	0.0	0.013814343893514396	0.0
0.02745122708493494	0.06782523373229114	0.0001330917681359674	0.0	0.01246866381104695	0.024616885314109018	0.12824824500282292	0.1230431700987575	0.003543139729753004	0.009197946865565817	0.0	0.01189324012470806	0.0	0.08330328426663026	0.07247164064855086	0.0012720667764778812	0.0	0.0	0.005459773564917349	0.0010815096220359657	0.0005088889799126365	0.0	0.0	0.06233957631143108	0.003431758349815844	0.0	0.0	0.06400255890768256	0.0	0.0	0.0	0.0	0.0024540417962807433	0.0	0.07801475512425404	0.04129286907922631	0.017734585018206416	0.008224503143066709	0.0	0.002725571796900083	0.0	0.010479058099765319	0.014768146976665565	0.0	0.010645082929560045	0.0	0.012816279575511898	0.0	0.0	0.006805971390973302	0.01135254636547981	0.0	0.0	0.005303102452070087	0.02001947920403832	0.0	0.0	0.013166131979010986	0.009441094113691605	0.0	0.0	0.0	0.010701412976960728	0.0	0.0	0.021763467018758424	0.0
0.029798597665390426	0.08195239208874489	0.011004707801279458	0.0035221852880409164	0.0152132945724454	0.023854962020622764	0.10844686241558392	0.08885717893394512	0.016194232023864243	0.010443922861710201	0.0	0.007407155404747616	0.0	0.07568281204714046	0.059713066937192756	0.0	0.003747171360570601	0.0	0.01143101212028574	0.0	0.004421782870355651	0.016388049228805632	0.003026169138026019	0.049985073214529274	0.0015450603479934316	0.006322417473390511	0.005474974024827764	0.051895971590976406	0.0007486145329405751	0.006899508062290822	0.0	0.0013868199115746993	0.0032629667123900644	0.0	0.06120333526090932	0.035714077497267155	0.024489173060191143	0.0050652196415432345	0.0	0.01247625040166752	0.0	0.003513692411033773	0.0006385072824631823	0.014994283972591498	0.014050612848454118	0.00609859211720188	0.02098472320264626	0.004920356050922414	0.0	0.0	0.010265468689396769	0.006583228975908335	0.0	0.0	0.021992789254426975	0.003083227317433915	0.0	0.00487765279176069	0.0	0.011080864635257355	0.0	0.008270170157641353	0.012708095269645135	0.0	0.0020216477119298203	0.0161845378465966	0.00015653295344634485
0.0324851293768565	0.09971516423189196	0.004088520034227493	0.0	0.003036862237204748	0.011860074660506007	0.15503626060722123	0.1293163988397322	0.0	0.014150283259540954	0.0	0.0	0.0	0.10900315349225981	0.061590366282440766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056219567926714495	0.0	0.017204435350758402	0.006331527699802336	0.047210595368022155	0.0	0.0028837902575886217	0.0	0.003718334755502539	0.0	0.0	0.08389357973924699	0.037473657566694143	0.022672160061602276	0.0	0.0	0.004721846420397983	0.0	0.002192010761175311	0.004476426712559843	0.0	0.007003891793743895	0.0	0.003797451638811065	0.0	0.0	0.009501952951989611	0.008832367002350915	0.0	0.0	0.028353483630772273	0.0035189364482677158	0.0	0.002936184096750274	0.0007690924844146982	0.0	0.0	0.0	0.001622989123264816	0.0	0.0	0.006986389100104657	0.01739711608758333	0.0
0.03259593453495573	0.09655309067784941	0.008485667650493444	0.002054939395683906	0.01406933769384226	0.023615380579469006	0.12823688106283834	0.10233592139709442	0.0017924151979206993	0.025819460319776985	0.0	0.0	0.006060693164446724	0.08796476495121502	0.06380988171080375	0.0	0.009628721214906136	0.0	0.010938964278604512	0.0	0.011949874621566997	0.002175493806680298	0.0008745134074790653	0.05278744108440105	0.0027963397323522636	0.0	0.0	0.05472637354999795	0.0	0.005710980428681744	0.0	0.0	0.0	0.0	0.07107302832842319	0.03662092509850378	0.02287867389885451	0.0	0.0	0.009660715110824026	0.0	0.0	0.00015417922889150558	0.011095387995526503	0.011956879445887044	0.0	0.018806678892622653	0.0	0.0	0.0018050361644047447	0.013600604864649498	0.0039003927762965938	0.0	0.0	0.01690844372134891	0.004308667798571567	0.0	0.0011653252831312557	0.0	0.005034944927458974	0.0	0.0034909999780306012	0.00971094444385561	0.0	0.0	0.012242072494546211	0.0006030290871130162
