De novo A	De novo B	De novo C	De novo D
0.4671039193923374	0.15120160444381156	0.24435963139723332	0.13733484476661764
0.7895147488983542	0.039950580026257454	0.10239471699553258	0.06813995407985564
0.44342225321882106	0.14870789110816796	0.258861599876045	0.14900825579696594
0.6576761823257388	0.050759975976050344	0.22632284888734505	0.06524099281086584
0.4713954484062781	0.21294993087482647	0.13279092912909582	0.1828636915897996
0.5701216246335583	0.08157260926942986	0.2504041189523747	0.09790164714463725
0.747487442155828	0.04245250983781865	0.15800820718097652	0.0520518408253769
0.6808816454821242	0.09530125140016887	0.14825548971021368	0.07556161340749329
0.5614531681784416	0.1359647439335871	0.1854996753045621	0.1170824125834094
0.5287851837153774	0.12064403924380869	0.223020725892706	0.12755005114810783
0.664169611377342	0.06059190118774006	0.19590573709861506	0.07933275033630297
0.4417351188399755	0.161037912202734	0.2347470065831618	0.16247996237412873
0.5504875970238076	0.12395332359394376	0.20803800668053407	0.11752107270171451
0.5956980961650346	0.11299829499991745	0.17804695816148194	0.11325665067356608
0.632841225510238	0.07039649191072762	0.21272343586348838	0.08403884671554597
0.6456382881108442	0.05159379163312899	0.22278836670901778	0.079979553547009
0.5258028679673463	0.18687903598905206	0.10571391863241672	0.181604177411185
0.5902479980533649	0.13561088228667717	0.145375668322545	0.12876545133741296
0.5277567965998224	0.12927806064433436	0.2251852400823652	0.11777990267347796
0.5285535190359933	0.14555713686401645	0.19742543684554903	0.12846390725444104
0.4394951431577327	0.11704080508776138	0.32429199148607574	0.11917206026843012
0.6491901637940964	0.06811972810129685	0.23881298919849722	0.04387711890610944
0.6896365950007117	0.09242195486366492	0.1235944412873868	0.09434700884823646
0.7696649690128986	0.04842355326625415	0.11481116863873235	0.06710030908211487
0.5518820625822793	0.09846448395707387	0.247282302136033	0.10237115132461384
0.7205957122153483	0.09314907747649975	0.10114405394134376	0.0851111563668081
0.5574302034433168	0.09838584790263016	0.2519044353844692	0.09227951326958385
0.6042437823242524	0.07934871532798556	0.22660563810821083	0.08980186423955125
0.8306827343514763	0.0	0.1680670155566297	0.0012502500918939675
0.6405036775672936	0.022631613756909325	0.3028056455193917	0.03405906315640534
0.7200516919643736	0.054535366049510724	0.15224702677757473	0.07316591520854097
0.5732052139304129	0.12381203204483768	0.18820963330624807	0.11477312071850129
0.9353870958125988	0.003897682917055774	0.02925239150881988	0.03146282976152545
0.5850663249224262	0.10540180673599962	0.20547870824874737	0.10405316009282685
0.5564206592703411	0.04556015258705525	0.3698531907037155	0.02816599743888818
0.7273128528087097	0.03389501786690735	0.18522216276680467	0.05356996655757831
0.4843075758004996	0.14289223077610422	0.2169177678050439	0.1558824256183523
0.4866030439870616	0.13641767338393576	0.23697782379915666	0.14000145882984605
0.5180886454741069	0.1276379723264069	0.23795733181796275	0.1163160503815234
0.4569669231070314	0.14444336166757035	0.24994966311197353	0.14864005211342474
0.41804141217932106	0.16933724493372043	0.23196183991942199	0.18065950296753647
0.660568199901193	0.010875947763639197	0.28473524869155564	0.04382060364361214
0.5668181208384475	0.11357745283350267	0.21233466489133815	0.10726976143671171
0.5241115010872656	0.17014615055840232	0.15159190713087387	0.1541504412234582
0.8031404486132172	0.02063392583779043	0.1376180630682451	0.03860756248074733
0.43949689306116474	0.135557110931325	0.29485567333596996	0.13009032267154044
0.5225555662710304	0.0964017025331696	0.2735875708464421	0.10745516034935794
0.6396146208452288	0.09942717227870505	0.1651178980299955	0.09584030884607085
0.5951792538293201	0.09220126978396728	0.21894170174795669	0.09367777463875593
0.6017286318013998	0.14652692577818582	0.1381243027648946	0.11362013965551969
0.5462792699945418	0.010936420622243781	0.40868191811319526	0.034102391270019135
0.6818125062464266	0.05998326352943219	0.17425795520475426	0.08394627501938681
0.7859239525628813	0.0	0.197459597818474	0.01661644961864466
0.5381880014448023	0.16853218676434392	0.12294934817284534	0.17033046361800855
0.534338581133052	0.14766278777717004	0.18916761618571898	0.12883101490405902
0.8369332436203198	0.03131131340540315	0.07890574210080184	0.05284970087347517
0.5289176622746757	0.09440707570568024	0.2851954686014436	0.09147979341820046
0.5973678031901832	0.08134032249551516	0.22489808380623744	0.09639379050806421
0.5814155406427721	0.08469345361916743	0.24603763958667474	0.0878533661513857
0.6866461395199667	0.003977853553838323	0.27786037157376037	0.031515635352434596
0.5773041104119152	0.08032768448616084	0.24639652493203015	0.09597168016989378
0.5749827169467533	0.12307829966769142	0.17559487662826198	0.1263441067572933
0.4378359648590752	0.16609630882428103	0.2258458758296025	0.17022185048704122
0.7650020642652915	0.0	0.23499793573470856	0.0
0.6080447428039505	0.0322173074179411	0.3227755485967425	0.03696240118136589
0.5759250309436033	0.0532113577981173	0.29759924167892304	0.07326436957935646
0.5079997302286593	0.13095175324577155	0.2286231176050141	0.1324253989205551
0.784709644939063	0.01856754893572407	0.1540335325972861	0.04268927352792672
0.5355170059685888	0.19096208873054757	0.1104341035527528	0.1630868017481109
0.5017970290886059	0.12826915955592594	0.25133391665914634	0.11859989469632169
