1.945462556492422723e-01 7.181877636558282353e-03 2.805068466398676907e-01 3.816368880013346621e-01 4.960365307652829514e-02 7.558682493923628287e-02 1.093765405723251018e-02 0.000000000000000000e+00
1.892371112060430016e-01 0.000000000000000000e+00 2.861680154501882178e-01 3.606451651733782460e-01 7.402638604605417394e-02 6.079276508748381047e-02 2.913055703685248771e-02 0.000000000000000000e+00
1.823692795655832977e-01 0.000000000000000000e+00 2.960396700267913794e-01 4.335454902919232412e-01 2.774217625842732501e-02 4.693238306237019347e-02 1.337100079490455631e-02 0.000000000000000000e+00
1.774982760718064601e-01 0.000000000000000000e+00 2.620739484162151745e-01 3.942763761094635888e-01 6.435324557655099087e-02 5.149920544363952718e-02 5.029894838232437659e-02 0.000000000000000000e+00
1.998395836826122318e-01 0.000000000000000000e+00 2.647646518497497325e-01 3.870360305744776630e-01 5.731635688335882939e-02 5.430967009326013312e-02 3.673370691654134768e-02 0.000000000000000000e+00
2.220056303946214560e-01 0.000000000000000000e+00 2.366975691312204200e-01 3.772748912547198574e-01 5.976666414575283054e-02 5.760298837360355168e-02 4.665225670008191911e-02 0.000000000000000000e+00
1.520009251777021120e-01 0.000000000000000000e+00 2.671564687481328693e-01 3.811968700075332173e-01 9.712417362505820773e-02 8.163998982121815906e-02 2.088157262035544165e-02 0.000000000000000000e+00
1.624204389911005353e-01 0.000000000000000000e+00 2.427103602442324815e-01 4.141252663739660722e-01 7.342876180304146183e-02 6.067234844715613945e-02 4.664282414050321957e-02 0.000000000000000000e+00
1.869275228557211732e-01 0.000000000000000000e+00 2.552902223349455268e-01 3.880619031834705579e-01 7.445481805739401215e-02 9.526553356846871601e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.022240685203740007e-01 0.000000000000000000e+00 2.744277239172332461e-01 3.958369631710403347e-01 4.359420717367281511e-02 4.251920363081861109e-02 4.139783358686088127e-02 0.000000000000000000e+00
1.459388115101533934e-01 0.000000000000000000e+00 2.823721652859559339e-01 3.859374129588555302e-01 9.427639416954985974e-02 5.344936534135664302e-02 3.802585073412854955e-02 0.000000000000000000e+00
1.910155026669815848e-01 0.000000000000000000e+00 2.518955541599419146e-01 4.023899512618193675e-01 5.995809021482517015e-02 5.780652629465740655e-02 3.693437540177450795e-02 0.000000000000000000e+00
1.925789596081939059e-01 0.000000000000000000e+00 2.869643183134216180e-01 3.488497224742905245e-01 7.386677497599933306e-02 8.915317168489855781e-02 8.587052943196050309e-03 0.000000000000000000e+00
1.697289197205479327e-01 0.000000000000000000e+00 2.831931777408344675e-01 3.846973347725725634e-01 5.790119931853215246e-02 7.008451868827578202e-02 3.439484975923709498e-02 0.000000000000000000e+00
1.847551603269479426e-01 0.000000000000000000e+00 2.799863282021003430e-01 4.006925159600744357e-01 7.164557244619886023e-02 3.312541594993830690e-02 2.979500711473999364e-02 0.000000000000000000e+00
2.188221891309265477e-01 0.000000000000000000e+00 2.785922577946286505e-01 3.934876629908458101e-01 5.079040080619764280e-02 3.475105646021050404e-02 2.355643281719088655e-02 0.000000000000000000e+00
1.894115799708106229e-01 0.000000000000000000e+00 2.500585647836075509e-01 3.692447762582597437e-01 9.365962844377341556e-02 7.563329761893120007e-02 2.199215292461764032e-02 0.000000000000000000e+00
1.749183470936003237e-01 0.000000000000000000e+00 2.610476752348359075e-01 4.218647015964118174e-01 4.840078604914610505e-02 3.895123564758190549e-02 5.481725437842394771e-02 0.000000000000000000e+00
1.860125938142921653e-01 0.000000000000000000e+00 2.551715382110688046e-01 4.020699743549215888e-01 5.229518628390486534e-02 7.143500828492288512e-02 3.301569905088972551e-02 0.000000000000000000e+00
1.807395480392103848e-01 0.000000000000000000e+00 2.665985328603597826e-01 3.755841307937768936e-01 7.040352929189287734e-02 6.372076802745330060e-02 4.295349098730669168e-02 0.000000000000000000e+00
1.673687539845159500e-01 0.000000000000000000e+00 2.854002839781491496e-01 3.744789232520528421e-01 8.935143776899064083e-02 6.770014320869385815e-02 1.570045780759749335e-02 0.000000000000000000e+00
