1.428573908837367790e-01 1.428568329740181608e-01 1.428570173840804924e-01 1.428572047153108260e-01 1.428573156829282820e-01 1.428574085077589373e-01 1.428568298521665503e-01
1.428573840989884602e-01 1.428568322209452235e-01 1.428570246102943975e-01 1.428572221396816611e-01 1.428573049004561168e-01 1.428573995958223042e-01 1.428568324338118090e-01
1.428574043570898511e-01 1.428568500124986485e-01 1.428570398309872425e-01 1.428572111772412334e-01 1.428572799298529483e-01 1.428573842263092530e-01 1.428568304660209065e-01
1.428573943734494922e-01 1.428568227875000041e-01 1.428570190346374058e-01 1.428572224682742864e-01 1.428572911583153304e-01 1.428574418753813802e-01 1.428568083024420732e-01
1.428574236764575678e-01 1.428567826737091317e-01 1.428570407700689160e-01 1.428572791334402348e-01 1.428572943304724230e-01 1.428573730102345729e-01 1.428568064056171816e-01
1.428573933376287297e-01 1.428568153795779783e-01 1.428570356384800955e-01 1.428571984516422422e-01 1.428573042425873851e-01 1.428574067373992174e-01 1.428568462126843519e-01
1.428574072474758927e-01 1.428568224972538436e-01 1.428570656040662745e-01 1.428571757298000011e-01 1.428572911561990788e-01 1.428574250693679937e-01 1.428568126958369711e-01
1.428574034967503847e-01 1.428568503618208307e-01 1.428570329100534997e-01 1.428572085980397144e-01 1.428572897255868390e-01 1.428573905282451428e-01 1.428568243795035886e-01
1.428573838290637943e-01 1.428568288777382622e-01 1.428570190409791107e-01 1.428572326534623960e-01 1.428572823561005956e-01 1.428574256308231816e-01 1.428568276118325209e-01
1.428574239050629524e-01 1.428568270300300813e-01 1.428570469626234685e-01 1.428571828011612199e-01 1.428573045488763793e-01 1.428573885213455796e-01 1.428568262309003467e-01
1.428574058581866257e-01 1.428568291307441562e-01 1.428570632601379176e-01 1.428571759614614411e-01 1.428573076074249881e-01 1.428573944551653763e-01 1.428568237268795782e-01
1.428573691465855056e-01 1.428568341762632143e-01 1.428570189471924379e-01 1.428572523714989606e-01 1.428573007660818295e-01 1.428573865215801986e-01 1.428568380707979091e-01
1.428573775342703300e-01 1.428568152605316499e-01 1.428570628078117133e-01 1.428572021860478325e-01 1.428573181850980034e-01 1.428574011242234321e-01 1.428568229020169833e-01
1.428573508112948864e-01 1.428568322769855625e-01 1.428570241875631308e-01 1.428572109761830911e-01 1.428573247611599761e-01 1.428574249818358455e-01 1.428568320049775908e-01
1.428573945510678844e-01 1.428568085163139101e-01 1.428570527680169955e-01 1.428572268539694545e-01 1.428573279564626652e-01 1.428573643771564039e-01 1.428568249770126031e-01
1.428574412336242883e-01 1.428568338940147120e-01 1.428570658677232597e-01 1.428572026645526793e-01 1.428572896026835681e-01 1.428573626190743351e-01 1.428568041183271575e-01
1.428574010542429662e-01 1.428568557972169917e-01 1.428570532702094498e-01 1.428571981755067666e-01 1.428572656610214431e-01 1.428574215871228348e-01 1.428568044546794646e-01
1.428574089394904212e-01 1.428568114160813085e-01 1.428570156749737197e-01 1.428572255169371363e-01 1.428572965716173315e-01 1.428574101424036347e-01 1.428568317384965314e-01
1.428573590744407207e-01 1.428568479758312582e-01 1.428569917978920745e-01 1.428572548816519072e-01 1.428573077101878142e-01 1.428574007121832523e-01 1.428568378478128342e-01
1.428573424272861769e-01 1.428568493629587821e-01 1.428570508109429094e-01 1.428572204028784043e-01 1.428573263281769645e-01 1.428573808733102357e-01 1.428568297944465826e-01
1.428573833410471394e-01 1.428568100715803535e-01 1.428570522076128835e-01 1.428572438815033652e-01 1.428572763900883558e-01 1.428574333024953402e-01 1.428568008056725347e-01
