Denovo A	Denovo B	Denovo C	Denovo D
0.7275783478063407	3.3174175466558293e-05	0.27238847801819277	0.0
0.6891381847035716	0.0	0.22422211187118096	0.08663970342524763
0.6922325928947797	0.0	0.2612220190280816	0.04654538807713868
0.6546760169898324	0.0	0.2773280451671363	0.06799593784303126
0.598020000228754	0.0	0.36243632280797855	0.03954367696326743
0.7010352860002201	0.0006125752521169223	0.298352138747663	0.0
0.6806978028609211	0.0	0.2362367309570605	0.08306546618201854
0.4858852118451652	0.0031030130332431708	0.4665434189421883	0.04446835617940339
0.4870123661165827	0.003368653172117265	0.4747995904162711	0.03481939029502893
0.6689740311134896	0.0	0.24778091305665984	0.08324505582985067
0.6286854491939955	0.0	0.28191359145271916	0.08940095935328544
0.45302845374125406	0.023216829376917467	0.4688868762643592	0.05486784061746919
0.7027998475885447	0.0	0.2127889518783711	0.0844112005330842
0.6747463801599543	0.0	0.2588238325845313	0.06642978725551442
0.7015553441275573	0.0	0.21590186013438617	0.08254279573805652
0.6065931162629976	0.0	0.3348485993956081	0.0585582843413942
0.6762768707694213	0.0	0.2575034337893441	0.0662196954412346
0.718165837154862	4.4935537305919866e-05	0.281789227307832	0.0
0.7055838938872481	0.0	0.21663523897551007	0.07778086713724174
