3.333354801042511806e-01 3.333321528523431332e-01 3.333323670434056307e-01
3.333354885128070322e-01 3.333320716480269730e-01 3.333324398391659948e-01
3.333354181848703912e-01 3.333321182375819092e-01 3.333324635775476441e-01
3.333356185499203872e-01 3.333318718115756973e-01 3.333325096385040265e-01
3.333352724570855519e-01 3.333321455277021839e-01 3.333325820152123198e-01
3.333352067771573890e-01 3.333322167834208427e-01 3.333325764394218793e-01
3.333356870726354448e-01 3.333319868746663639e-01 3.333323260526981913e-01
3.333355003993755949e-01 3.333320152207752129e-01 3.333324843798492476e-01
3.333353218608084423e-01 3.333324220582222774e-01 3.333322560809691693e-01
3.333354351839151186e-01 3.333318776344914025e-01 3.333326871815934234e-01
3.333354555868112135e-01 3.333319005316457972e-01 3.333326438815429338e-01
3.333352990277431704e-01 3.333319421088052903e-01 3.333327588634514838e-01
3.333353326066206268e-01 3.333322421102273281e-01 3.333324252831521006e-01
3.333357644216671800e-01 3.333318610108192415e-01 3.333323745675136340e-01
3.333354401792403832e-01 3.333319377221852786e-01 3.333326220985742827e-01
3.333353149148887695e-01 3.333321543016570798e-01 3.333325307834542062e-01
3.333357304687117884e-01 3.333318966155583429e-01 3.333323729157298687e-01
3.333353785367388911e-01 3.333321206825350935e-01 3.333325007807260709e-01
3.333354618107509659e-01 3.333319360294998424e-01 3.333326021597490807e-01
3.333355318380165078e-01 3.333320423525371057e-01 3.333324258094464421e-01
3.333356892978340258e-01 3.333317643899683103e-01 3.333325463121976084e-01
