2.000005265357850670e-01 1.999993630752260054e-01 1.999997226064542666e-01 2.000002229444383384e-01 2.000001648380964336e-01
2.000004932496627919e-01 1.999993212360241523e-01 1.999997152407172740e-01 2.000002970174478423e-01 2.000001732561479950e-01
2.000004939158469552e-01 1.999992966380942649e-01 1.999997216308891379e-01 2.000003185052997567e-01 2.000001693098698574e-01
2.000005536301598941e-01 1.999992999621987844e-01 1.999997729848608519e-01 2.000001766264555003e-01 2.000001967963249694e-01
2.000004729383198787e-01 1.999993445590815266e-01 1.999998033350938453e-01 2.000001916598826424e-01 2.000001875076221347e-01
2.000004171069439673e-01 1.999993247856020617e-01 1.999997437309975479e-01 2.000002682370287665e-01 2.000002461394276843e-01
2.000005440155300795e-01 1.999992782112316736e-01 1.999996972180258792e-01 2.000002855749286879e-01 2.000001949802837076e-01
2.000005299878418463e-01 1.999993388195011046e-01 1.999997526697966099e-01 2.000002495342946829e-01 2.000001289885657008e-01
2.000004377403938327e-01 1.999993661629602126e-01 1.999996456064923323e-01 2.000003424296597776e-01 2.000002080604937338e-01
2.000004931861344981e-01 1.999992542401653750e-01 1.999997602762256799e-01 2.000002688960401953e-01 2.000002234014343072e-01
2.000005096424040674e-01 1.999993144515584131e-01 1.999997983862440987e-01 2.000001793784697834e-01 2.000001981413236096e-01
2.000004537717583741e-01 1.999992849897435920e-01 1.999998093668635402e-01 2.000002261302330220e-01 2.000002257414014994e-01
2.000004814972432265e-01 1.999993898021475147e-01 1.999997418342710220e-01 2.000003027121048105e-01 2.000000841542334817e-01
2.000006259047992785e-01 1.999992737081292549e-01 1.999996877819693875e-01 2.000002381486922498e-01 2.000001744564098571e-01
2.000004748344722527e-01 1.999992675403555464e-01 1.999997830069328297e-01 2.000003324452697961e-01 2.000001421729694362e-01
2.000005035116047825e-01 1.999993639152348734e-01 1.999997885353457516e-01 2.000002250063145637e-01 2.000001190315001398e-01
2.000005423250416359e-01 1.999992315567761247e-01 1.999996823216228514e-01 2.000003677541320746e-01 2.000001760424272024e-01
2.000004882962479746e-01 1.999993170010581078e-01 1.999997292980192909e-01 2.000002704977852652e-01 2.000001949068894724e-01
2.000004994950027037e-01 1.999992935666207172e-01 1.999997568712497398e-01 2.000002400544824699e-01 2.000002100126442584e-01
2.000005180298945195e-01 1.999993057821090603e-01 1.999997244886429215e-01 2.000002725032953288e-01 2.000001791960581421e-01
2.000005477127256015e-01 1.999991816935526578e-01 1.999997322996865945e-01 2.000003761180765005e-01 2.000001621759585901e-01
