2.000005265357850393e-01 1.999993630752259777e-01 1.999997226064543776e-01 2.000002229444383106e-01 2.000001648380964059e-01
2.000004932496627919e-01 1.999993212360241523e-01 1.999997152407172740e-01 2.000002970174478423e-01 2.000001732561479117e-01
2.000004939158469830e-01 1.999992966380942927e-01 1.999997216308891657e-01 2.000003185052997845e-01 2.000001693098697464e-01
2.000005536301598386e-01 1.999992999621987844e-01 1.999997729848609351e-01 2.000001766264555003e-01 2.000001967963249694e-01
2.000004729383198232e-01 1.999993445590816099e-01 1.999998033350938453e-01 2.000001916598826424e-01 2.000001875076221347e-01
2.000004171069438563e-01 1.999993247856020895e-01 1.999997437309975756e-01 2.000002682370287943e-01 2.000002461394277120e-01
2.000005440155299685e-01 1.999992782112317014e-01 1.999996972180259069e-01 2.000002855749287156e-01 2.000001949802836798e-01
2.000005299878417631e-01 1.999993388195011879e-01 1.999997526697966099e-01 2.000002495342946829e-01 2.000001289885657008e-01
2.000004377403938327e-01 1.999993661629602126e-01 1.999996456064923323e-01 2.000003424296597776e-01 2.000002080604937338e-01
2.000004931861344704e-01 1.999992542401653473e-01 1.999997602762257076e-01 2.000002688960401676e-01 2.000002234014342795e-01
2.000005096424040674e-01 1.999993144515584131e-01 1.999997983862440987e-01 2.000001793784697834e-01 2.000001981413236096e-01
2.000004537717583741e-01 1.999992849897436753e-01 1.999998093668635402e-01 2.000002261302330220e-01 2.000002257414014994e-01
2.000004814972431433e-01 1.999993898021475702e-01 1.999997418342710220e-01 2.000003027121048105e-01 2.000000841542334817e-01
2.000006259047992785e-01 1.999992737081292549e-01 1.999996877819693875e-01 2.000002381486922498e-01 2.000001744564097739e-01
2.000004748344722527e-01 1.999992675403555464e-01 1.999997830069328297e-01 2.000003324452697961e-01 2.000001421729694362e-01
2.000005035116047825e-01 1.999993639152348734e-01 1.999997885353457516e-01 2.000002250063145637e-01 2.000001190315001398e-01
2.000005423250414693e-01 1.999992315567762358e-01 1.999996823216228792e-01 2.000003677541321023e-01 2.000001760424272024e-01
2.000004882962478914e-01 1.999993170010581356e-01 1.999997292980193186e-01 2.000002704977851542e-01 2.000001949068894447e-01
2.000004994950026760e-01 1.999992935666207727e-01 1.999997568712497953e-01 2.000002400544825254e-01 2.000002100126442584e-01
2.000005180298944918e-01 1.999993057821090880e-01 1.999997244886429493e-01 2.000002725032953010e-01 2.000001791960581143e-01
2.000005477127256293e-01 1.999991816935527411e-01 1.999997322996866222e-01 2.000003761180764728e-01 2.000001621759585624e-01
