1.949484294657136962e-01 6.822844269257383534e-03 2.813729666058515932e-01 3.845799774059754927e-01 4.893404697622533162e-02 7.427732552625504470e-02 9.064409750721449249e-03 0.000000000000000000e+00
1.893850839082917570e-01 0.000000000000000000e+00 2.873743542123025629e-01 3.635687475903031096e-01 7.302826454478099361e-02 5.972979535736754747e-02 2.691375438695404673e-02 0.000000000000000000e+00
1.825965212675967064e-01 0.000000000000000000e+00 2.970991506962047946e-01 4.364044163906766194e-01 2.674019779474658479e-02 4.581833413223772994e-02 1.134137971853738797e-02 0.000000000000000000e+00
1.777297641530601324e-01 0.000000000000000000e+00 2.632228304294950139e-01 3.971391111728628798e-01 6.337897770502598505e-02 5.046886701890239413e-02 4.806044952065361558e-02 0.000000000000000000e+00
2.001618642366073397e-01 0.000000000000000000e+00 2.659117236106545712e-01 3.900662060966289535e-01 5.619209563204836250e-02 5.319388352892910621e-02 3.447422689513176403e-02 0.000000000000000000e+00
2.221582014523042214e-01 0.000000000000000000e+00 2.378626526603570268e-01 3.801922342923615972e-01 5.876689238355119194e-02 5.651872957733392044e-02 4.450128963409215321e-02 0.000000000000000000e+00
1.522138527411510123e-01 0.000000000000000000e+00 2.683423094719621371e-01 3.842439942619723658e-01 9.597628282302572700e-02 8.047406734824361085e-02 1.874949335364507405e-02 0.000000000000000000e+00
1.626298305737900185e-01 0.000000000000000000e+00 2.438584826123115223e-01 4.172067690654810979e-01 7.219488759992070959e-02 5.962481027868513778e-02 4.448521986981161802e-02 0.000000000000000000e+00
1.868650494843169529e-01 0.000000000000000000e+00 2.564517044609941343e-01 3.909034378262178366e-01 7.261802248272920812e-02 9.316178574574192350e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.024957187022503602e-01 0.000000000000000000e+00 2.755212443344365880e-01 3.986862775067945841e-01 4.246051174359160435e-02 4.152439707086540838e-02 3.931185064206155905e-02 0.000000000000000000e+00
1.461580285266608215e-01 0.000000000000000000e+00 2.834574693464973483e-01 3.887327877914395491e-01 9.330296959554958136e-02 5.237977162682348059e-02 3.596897311302914985e-02 0.000000000000000000e+00
1.910523177788037152e-01 0.000000000000000000e+00 2.530644081774319765e-01 4.053996364384654938e-01 5.900264726756206807e-02 5.669818373308636861e-02 3.478280660465057211e-02 0.000000000000000000e+00
1.928696372455235009e-01 0.000000000000000000e+00 2.881385388851728235e-01 3.516671324999930404e-01 7.281328525811299468e-02 8.809575124642701760e-02 6.415654864770767817e-03 0.000000000000000000e+00
1.699123940260831300e-01 0.000000000000000000e+00 2.842397394174780989e-01 3.878092890497397693e-01 5.679835781845304910e-02 6.901937930002573218e-02 3.222084038822011637e-02 0.000000000000000000e+00
1.850539673021092957e-01 0.000000000000000000e+00 2.811267790373772613e-01 4.035473829791338951e-01 7.046027219947124942e-02 3.216359084116175715e-02 2.764800764074660730e-02 0.000000000000000000e+00
2.189732673606258617e-01 0.000000000000000000e+00 2.796237624727604398e-01 3.964214113634745296e-01 4.975973827563121704e-02 3.367442815707534509e-02 2.154739237043258593e-02 0.000000000000000000e+00
1.897109935520639168e-01 0.000000000000000000e+00 2.512636109628711423e-01 3.720990822316802005e-01 9.267592291200937860e-02 7.448981223380098105e-02 1.976057810757446062e-02 0.000000000000000000e+00
1.752540882512437781e-01 0.000000000000000000e+00 2.621173757331436427e-01 4.248727946727530735e-01 4.716712473435622638e-02 3.795232798156626675e-02 5.263628862693692234e-02 0.000000000000000000e+00
1.862811626594144676e-01 0.000000000000000000e+00 2.563044050147723629e-01 4.051748218205329377e-01 5.119016041152900376e-02 7.009549358761892057e-02 3.095395650613234906e-02 0.000000000000000000e+00
1.809089787473931177e-01 0.000000000000000000e+00 2.677299178335617036e-01 3.786107001904537306e-01 6.938732876502166913e-02 6.263201149587288574e-02 4.073106296769688633e-02 0.000000000000000000e+00
1.676284711749283229e-01 0.000000000000000000e+00 2.866234693323572169e-01 3.774547926260833353e-01 8.826340788694853057e-02 6.659935613399227405e-02 1.343050284569020404e-02 0.000000000000000000e+00
