9.665464605339054716e-01 3.345353946609456314e-02
9.568470405328349804e-01 4.315295946716502656e-02
9.937912042391781053e-01 6.208795760821931090e-03
1.000000000000000000e+00 0.000000000000000000e+00
9.845349123723754481e-01 1.546508762762447212e-02
1.000000000000000000e+00 0.000000000000000000e+00
9.851518187662414716e-01 1.484818123375850583e-02
1.000000000000000000e+00 0.000000000000000000e+00
9.700603081192558097e-01 2.993969188074415214e-02
1.000000000000000000e+00 0.000000000000000000e+00
9.886623938712332249e-01 1.133760612876680458e-02
9.988285211949785580e-01 1.171478805021465607e-03
9.863946157058238740e-01 1.360538429417622666e-02
9.843424785022748535e-01 1.565752149772512564e-02
9.607111496136515605e-01 3.928885038634850196e-02
1.000000000000000000e+00 0.000000000000000000e+00
9.995453043365448709e-01 4.546956634551036500e-04
9.934685522441054628e-01 6.531447755894643874e-03
9.950831387242287107e-01 4.916861275771339593e-03
9.790060179370475568e-01 2.099398206295250910e-02
1.000000000000000000e+00 0.000000000000000000e+00
