SBS1	SBS2	SBS3	SBS4
6.225617501650394098e-02	4.676695463240849171e-01	0.000000000000000000e+00	4.700742786594112044e-01
2.686156641875493967e-01	1.276053372130961372e-01	6.037789985993543551e-01	0.000000000000000000e+00
3.766453646776227737e-01	1.367336976797264014e-01	4.866209376426507416e-01	0.000000000000000000e+00
2.077064282568417131e-01	3.025965760864547383e-01	4.232803904236986381e-01	6.641660523300493835e-02
1.529297730926992838e-01	2.782329368625145460e-01	4.754420168019393711e-01	9.339527324284685461e-02
2.683720980633594322e-01	2.586189778524805027e-01	0.000000000000000000e+00	4.730089240841599540e-01
3.656929744899082846e-01	3.495096197400323068e-01	2.847974057700594641e-01	0.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.962907012350899372e-01	3.550026538089527395e-01	3.487066449559575454e-01	0.000000000000000000e+00
1.896779706049250835e-01	1.067771266984147149e-01	6.864149009102886723e-01	1.713000178637159518e-02
2.491734389400401539e-01	5.021462723607947320e-02	7.006119338238803174e-01	0.000000000000000000e+00
2.465031792809688482e-01	1.522958924781953605e-01	5.794467676765698849e-01	2.175416056426586475e-02
3.568547268393920113e-01	1.868561631255875044e-01	3.366018833792921994e-01	1.196872266557283820e-01
3.886737185802327521e-01	0.000000000000000000e+00	6.113262814197671924e-01	0.000000000000000000e+00
1.287403803347715869e-01	3.411096061507667976e-01	4.291030131513906554e-01	1.010470003630710711e-01
1.311632961088407372e-02	2.006624640096895118e-01	7.862212063794263850e-01	0.000000000000000000e+00
2.902595260032035940e-01	8.642696363772781054e-02	0.000000000000000000e+00	6.233135103590685677e-01
4.741945139288960415e-02	4.923388136232431100e-01	4.602417349838673344e-01	0.000000000000000000e+00
3.570390062571283107e-01	4.274542114465442744e-01	0.000000000000000000e+00	2.155067822963274704e-01
2.734566323568426438e-01	1.781112730452383275e-01	5.484320945979189732e-01	0.000000000000000000e+00
7.534789927384027974e-02	5.538253176995088234e-01	9.659058228278641356e-02	2.742362007438645111e-01
1.704875784332624822e-01	1.882648241840085279e-01	4.419521989269221129e-01	1.992953984558069325e-01
2.887557874643572053e-01	2.374378896335247457e-01	3.573891134019936966e-01	1.164172095001243246e-01
9.944438582369044544e-02	1.061767319788514963e-01	7.943788821974580028e-01	0.000000000000000000e+00
2.495537978044982952e-01	2.239950712542295164e-01	3.222761490381705340e-01	2.041749819031015711e-01
7.692279727701925585e-02	4.908538987447468860e-01	1.512975787393563976e-01	2.809257252388773773e-01
1.909743125574927813e-01	3.316895259975345955e-01	1.279426253573097243e-02	4.645418989092416906e-01
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
2.221186625157488270e-01	9.794997461243998282e-02	6.799313628718112179e-01	0.000000000000000000e+00
2.965022266645625515e-01	1.214589418635268064e-01	0.000000000000000000e+00	5.820388314719107115e-01
2.368304072635687707e-01	2.386578508534282217e-01	4.194693126938606742e-01	1.050424291891423195e-01
9.172971094529708269e-02	9.954047556145843856e-02	8.087298134932444649e-01	0.000000000000000000e+00
3.667184065114774683e-01	2.520231930185283242e-01	0.000000000000000000e+00	3.812584004699943740e-01
0.000000000000000000e+00	3.803560231491481813e-01	0.000000000000000000e+00	6.196439768508518187e-01
0.000000000000000000e+00	2.843404449352071595e-01	7.156595550647927295e-01	0.000000000000000000e+00
5.795261905130113383e-02	2.234565371008845058e-01	7.185908438478143534e-01	0.000000000000000000e+00
2.109979912509116207e-01	2.548841324712263212e-01	5.341178762778621136e-01	0.000000000000000000e+00
5.932898706963785074e-02	3.911205340825809063e-01	3.607583575541843945e-01	1.887921212935969595e-01
0.000000000000000000e+00	3.143242188555402938e-01	0.000000000000000000e+00	6.856757811444597062e-01
1.077544478071414541e-01	1.912053799997446568e-01	7.010401721931139862e-01	0.000000000000000000e+00
1.996346268102804355e-01	2.656449548839168728e-01	5.347204183058027471e-01	0.000000000000000000e+00
3.309576319295554625e-01	1.115535222412087218e-01	2.900311136430157588e-01	2.674577321862199875e-01
2.896147090511275168e-01	2.032917377516701707e-01	4.311322128366161244e-01	7.596134036058621586e-02
9.078387541456973964e-02	2.654137189835596988e-01	0.000000000000000000e+00	6.438024056018705199e-01
3.009703432057624362e-01	2.056384997431108252e-01	4.255632327169607265e-01	6.782792433416595657e-02
3.348586498055327043e-01	5.869898602545491062e-02	6.064423641690123157e-01	0.000000000000000000e+00
2.538310143833500954e-01	3.641796788013325625e-01	3.819893068153173421e-01	0.000000000000000000e+00
1.718684315621289982e-01	1.253985529350605532e-01	2.304495623047035091e-01	4.722834531981068840e-01
3.184121683771571343e-01	2.514988390430941689e-01	2.111316979647219483e-01	2.189572946150267485e-01
2.354673712689918930e-01	3.182618161387429367e-01	4.462708125922651980e-01	0.000000000000000000e+00
1.342289875112695208e-01	2.997949374162557912e-01	4.203669369944734169e-01	1.456091380780012989e-01
2.776899507409668622e-01	2.517001510368923611e-01	3.351157505244778401e-01	1.354941476976629089e-01
3.769884560873180135e-01	1.113360812159434193e-01	5.116754626967386921e-01	0.000000000000000000e+00
5.689686440930309397e-01	0.000000000000000000e+00	4.310313559069691158e-01	0.000000000000000000e+00
2.677149318310996229e-01	9.831794652845182725e-02	0.000000000000000000e+00	6.339671216404485499e-01
1.623577098971157873e-01	2.413972582834918723e-01	3.320073618845564845e-01	2.642376699348358282e-01
4.220066273762211884e-01	1.831043290835291937e-01	0.000000000000000000e+00	3.948890435402495069e-01
2.045101338975773009e-01	1.623162429666363538e-01	2.498427035326880596e-01	3.833309196030981747e-01
2.223477556259201571e-01	3.019987773388134455e-02	7.474523666401984290e-01	0.000000000000000000e+00
7.491287774047467041e-02	3.826317554408625865e-01	2.118395677635359353e-01	3.306157990551268355e-01
0.000000000000000000e+00	3.971043277062765720e-01	6.028956722937234280e-01	0.000000000000000000e+00
3.158152012381604812e-01	1.999914034193921164e-01	4.841933953424474302e-01	0.000000000000000000e+00
3.146881378075391811e-01	1.996005035790598126e-01	2.888658841162136115e-01	1.968454744971873394e-01
1.396440711054106887e-01	3.233836653194323008e-01	5.369722635751570383e-01	0.000000000000000000e+00
3.498914343991789133e-01	2.360332006004722538e-01	4.140753650003487496e-01	0.000000000000000000e+00
1.404476588624749556e-01	3.231038716750040951e-01	0.000000000000000000e+00	5.364484694625210048e-01
2.814317158730075263e-01	2.349180345407067272e-01	4.836502495862857187e-01	0.000000000000000000e+00
2.370910156168888616e-01	2.229158674331802037e-01	3.035701132147730630e-01	2.364230037351578162e-01
3.599536265436130145e-01	1.218354344594194671e-01	5.182109389969675739e-01	0.000000000000000000e+00
2.137681253717386709e-01	3.785985596543186560e-01	1.663393515648887433e-01	2.412939634090539298e-01
2.015013858825218940e-01	2.804245547412032025e-01	2.514385833448597452e-01	2.666354760314152972e-01
3.487817215698774120e-01	1.557181302623624197e-01	4.955001481677602793e-01	0.000000000000000000e+00
1.370189890830349200e-01	2.637862960320068728e-01	5.991947148849581239e-01	0.000000000000000000e+00
0.000000000000000000e+00	3.376584968735801273e-01	6.623415031264200392e-01	0.000000000000000000e+00
2.565033322687907957e-01	0.000000000000000000e+00	7.434966677312092598e-01	0.000000000000000000e+00
0.000000000000000000e+00	4.952635868191154755e-01	5.047364131808844689e-01	0.000000000000000000e+00
1.963281221064445137e-01	1.972476429883440741e-01	6.064242349052114678e-01	0.000000000000000000e+00
2.210536439614902982e-01	1.815448707763207548e-01	0.000000000000000000e+00	5.974014852621890581e-01
3.677066514198239489e-01	2.949394640077340202e-01	1.571565436303714869e-01	1.801973409420704331e-01
0.000000000000000000e+00	4.953669863398196260e-01	5.046330136601804295e-01	0.000000000000000000e+00
3.318859001150997745e-01	5.716311492754738016e-02	3.436270340520639066e-01	2.673239509052889873e-01
4.256272722604083625e-01	2.783279439313057213e-01	2.960447838082859717e-01	0.000000000000000000e+00
2.176278407984835461e-01	2.486075690522580039e-01	5.337645901492584777e-01	0.000000000000000000e+00
5.198375591084811731e-01	0.000000000000000000e+00	1.913282412676980404e-01	2.888341996238208420e-01
1.779050943916110072e-01	9.771449995522156484e-02	7.243804056531674140e-01	0.000000000000000000e+00
3.446348931503370183e-01	2.618739270656608165e-01	1.663595721093013569e-01	2.271316076747007251e-01
2.759387371027698932e-01	1.115231692457747392e-01	5.304310606162494501e-01	8.210703303520607010e-02
1.879982616904005976e-01	2.998302167956519160e-01	5.121715215139474031e-01	0.000000000000000000e+00
1.701728546372468509e-01	2.147277363103802517e-01	6.150994090523729252e-01	0.000000000000000000e+00
2.471321427167595952e-01	1.729934853809149964e-01	5.798743719023254917e-01	0.000000000000000000e+00
2.672420504071266745e-01	2.041875291117199176e-01	5.285704204811533247e-01	0.000000000000000000e+00
4.269453163756190550e-01	8.338807596737309036e-02	4.896666076570078685e-01	0.000000000000000000e+00
4.168646898885069452e-01	1.289769828987627209e-01	4.092503537519466272e-01	4.490797346078373442e-02
1.821256649855106513e-16	8.015821000803253771e-01	1.984178999196744009e-01	0.000000000000000000e+00
2.905443654552813948e-01	2.618355412071464716e-01	4.476200933375720226e-01	0.000000000000000000e+00
0.000000000000000000e+00	2.559498738860008227e-01	5.732958841311303066e-01	1.707542419828686209e-01
1.666488512943383737e-01	2.221914766673083741e-01	6.111596720383531967e-01	0.000000000000000000e+00
2.742866170114696689e-01	2.881305598685312552e-01	4.375828231199990759e-01	0.000000000000000000e+00
3.843685869964655333e-01	0.000000000000000000e+00	6.156314130035343002e-01	0.000000000000000000e+00
0.000000000000000000e+00	1.684968073650505715e-01	8.315031926349494285e-01	0.000000000000000000e+00
