	SBS1	SBS2	SBS3	SBS4
Sample1	0.20337203291723224	0.34686917492051855	0.12826347185013143	0.3214953203121178
Sample2	0.2893493352311508	0.18163740685630855	0.34760852844705437	0.18140472946548622
Sample3	0.3205776525677377	0.1957733870019456	0.28750763090108555	0.1961413295292311
Sample4	0.22678266959418983	0.2705409055235223	0.19326761989843738	0.3094088049838505
Sample5	0.2139407807518852	0.2764168003701771	0.2665694536221578	0.24307296525577998
Sample6	0.2551187794022568	0.2470805099636556	0.21073990248534943	0.2870608081487382
Sample7	0.3129023630030598	0.2754424316856882	0.2712294388279194	0.1404257664833327
Sample8	0.2226828913215356	0.2629469789200205	0.44727254157456836	0.06709758818387562
Sample9	0.369126434599866	0.40220290968593614	0.1371328496872434	0.09153780602695451
Sample10	0.2593962604581908	0.21345788535621837	0.30955970746726336	0.21758614671832738
Sample11	0.2619168464181322	0.14943472081432396	0.3877368675685177	0.20091156519902606
Sample12	0.27093448354206695	0.21463113400895076	0.29578005998647894	0.21865432246250352
Sample13	0.31615464727448656	0.2080720550485558	0.21094930401782844	0.26482399365912923
Sample14	0.35708903678120735	0.1942327363010266	0.3529456283343284	0.09573259858343765
Sample15	0.210642576293265	0.31670009556626444	0.27151153373775916	0.2011457944027113
Sample16	0.2101171254654306	0.28398216773052315	0.3682820308821064	0.13761867592193985
Sample17	0.2871428412355364	0.18396597695840233	0.14609459472184153	0.3827965870842197
Sample18	0.17597573247473963	0.3868945718454735	0.2553388439181027	0.18179085176168425
Sample19	0.29441323100651046	0.25219616374262416	0.20800602999096163	0.24538457525990368
Sample20	0.3173913438451035	0.23583452201258126	0.23506253612504285	0.21171159801727238
Sample21	0.15784142682647687	0.3989670283453089	0.14281224538541795	0.3003792994427963
Sample22	0.2131491796671204	0.24554928565229908	0.2245826766086077	0.3167188580719728
Sample23	0.30909196897116276	0.2537462285647753	0.1821522776945754	0.25500952476948674
Sample24	0.2259581394909678	0.24731962573165603	0.26434821333106895	0.2623740214463073
Sample25	0.26606021849555056	0.24228961203080146	0.23473057677833417	0.2569195926953138
Sample26	0.23184612332320279	0.3966627624307939	0.11453354795718444	0.25695756628881883
Sample27	0.23219412846773038	0.2771251669402436	0.17266780361954576	0.3180129009724803
Sample28	0.24801674948379546	0.2151423198205413	0.20986638876701966	0.32697454192864345
Sample29	0.27147111428070037	0.23913917050082947	0.2804653253103411	0.20892438990812903
Sample30	0.3140808735608524	0.210607544357915	0.10932266559620388	0.3659889164850287
Sample31	0.2469675997035396	0.2132910078966288	0.1968714097921199	0.3428699826077117
Sample32	0.21044781279941316	0.2572652441633095	0.28059858809705485	0.25168835494022257
Sample33	0.3007516892833775	0.23454086647913286	0.13971412266282243	0.3249933215746672
Sample34	0.2184170922985578	0.2697758571019637	0.20298113745636878	0.30882591314310964
Sample35	0.17523502982648612	0.3131923692873505	0.2496284331493369	0.26194416773682644
Sample36	0.042712233937003595	0.31210019349259244	0.45430135289571705	0.19088621967468683
Sample37	0.24985657022624838	0.27424691252381606	0.3760077271213159	0.09988879012861958
Sample38	0.17069638878635704	0.3112628537831953	0.26236694455624743	0.25567381287420016
Sample39	0.18375550443853128	0.27664864043236187	0.15725539416184878	0.3823404609672581
Sample40	0.235237218941997	0.2431376965428822	0.35371497062410023	0.1679101138910206
Sample41	0.2543679653929881	0.27798989714996347	0.28796706288401364	0.17967507457303483
Sample42	0.28762454445881636	0.18478987583484754	0.1961089862624485	0.3314765934438876
Sample43	0.27913531358803756	0.2539975535799684	0.22612410923915421	0.24074302359283978
Sample44	0.21187316746560064	0.2592006202430135	0.15174547993096069	0.3771807323604252
Sample45	0.3051379439262081	0.22872002528506563	0.24516045251572782	0.22098157827299852
Sample46	0.3044431323003615	0.21196115003723154	0.22246966819978484	0.26112604946262225
