"SBS1"	"SBS2"	"SBS3"	"SBS4"	"sum"
"1"	0.192116259962257	0.380661005843007	0.064169724331639	0.363053009863097	1
"2"	0.277751348412856	0.196417878668828	0.30134400777371	0.224486765144606	1
"3"	0.336089045583097	0.216556164768327	0.248912296016063	0.198442493632514	1
"4"	0.239617470515577	0.292276328679141	0.231197456008276	0.236908744797006	1
"5"	0.226483810664429	0.265999715305443	0.24205293413781	0.265463539892318	1
"6"	0.27027976069201	0.257147520063633	0.088569097007114	0.384003622237243	1
"7"	0.306873490117768	0.303063744601164	0.177394763312721	0.212668001968347	1
"8"	0.241953326471545	0.193303538559672	0.455547717302527	0.109195417666256	1
"9"	0.308106354577669	0.348499389623783	0.251656941901271	0.0917373138972758	1
"10"	0.242268639015959	0.197544457364037	0.285441590370038	0.274745313249966	1
"11"	0.268579970604616	0.146681693953658	0.393466745465275	0.191271589976451	1
"12"	0.265176355858245	0.208659748591919	0.283306749155843	0.242857146393992	1
"13"	0.327652202298765	0.22043151229906	0.225095002179407	0.226821283222768	1
"14"	0.366482827252336	0.161934706142804	0.413926950563984	0.0576555160408747	1
"15"	0.205440376763579	0.306369912847214	0.234305665900739	0.253884044488468	1
"16"	0.222356707081887	0.257664076527912	0.372499849023834	0.147479367366367	1
"17"	0.267866680768317	0.182148753768851	0.150860261454769	0.399124304008063	1
"18"	0.16057819596055	0.405966531841614	0.265565530122252	0.167889742075584	1
"19"	0.284431375871327	0.290045388957735	0.134236693835162	0.291286541335776	1
"20"	0.28597738573113	0.237981456643424	0.232161019352421	0.243880138273025	1
"21"	0.179724657127229	0.38236533590634	0.162193675569186	0.275716331397245	1
"22"	0.230521418635851	0.220263694001692	0.25897243507317	0.290242452289287	1
"23"	0.286003312254801	0.263947951247738	0.206458281564009	0.243590454933452	1
"24"	0.241805890877051	0.224158470363392	0.339131441561828	0.194904197197728	1
"25"	0.260300347532285	0.236816283822974	0.218428131445869	0.284455237198872	1
"26"	0.164270990917492	0.38845851539348	0.170321260621962	0.276949233067066	1
"27"	0.220138865819114	0.288622922986887	0.163185091176506	0.328053120017493	1
"28"	0.23987149200271	0.167460482900907	0.137928960034434	0.454739065061949	1
"29"	0.26330616778679	0.199701473758133	0.279088503231736	0.257903855223341	1
"30"	0.289307098094123	0.194214019220929	0.140127513010048	0.376351369674899	1
"31"	0.255438916973952	0.254599940913302	0.203652955055267	0.28630818705748	1
"32"	0.225320017420373	0.205102675708588	0.343643037575325	0.225934269295715	1
"33"	0.293564414842079	0.249909243964646	0.144487563719487	0.312038777473788	1
"34"	0.199887964599357	0.268518051411863	0.178475108140292	0.353118875848488	1
"35"	0.148803722000555	0.289679890416089	0.345481524348622	0.216034863234733	1
"36"	0.182925563456655	0.263402733126926	0.379654559858244	0.174017143558176	1
"37"	0.280100852451028	0.287405210767485	0.384118380331731	0.0483755564497558	1
"38"	0.166376162595242	0.332641020031867	0.22332757029848	0.277655247074412	1
"39"	0.159297444984606	0.270416069163051	0.13833567101614	0.431950814836203	1
"40"	0.222494472359023	0.241977266760754	0.33284133594046	0.202686924939762	1
"41"	0.256523567045986	0.278731677536348	0.303713936232398	0.161030819185267	1
"42"	0.301278122840314	0.18978677502775	0.211057313908654	0.297877788223281	1
"43"	0.286967013140445	0.233727796873916	0.23178042043607	0.247524769549569	1
"44"	0.180600591026439	0.256885082809078	0.123197553891387	0.439316772273096	1
"45"	0.294192911837165	0.233576625136862	0.248577687687332	0.223652775338641	1
"46"	0.308424557343283	0.189035694546492	0.258694276730083	0.243845471380142	1
"47"	0.283850470746983	0.359269639647539	0.226348090197922	0.130531799407555	1
"48"	0.220629155942514	0.193127731780954	0.203601146649507	0.382641965627025	1
"49"	0.291497348650802	0.256944484747163	0.175320489541619	0.276237677060416	1
"50"	0.261681429325899	0.307748235899027	0.261943475079387	0.168626859695688	1
"51"	0.211732813463747	0.278226064408939	0.234762484124966	0.275278638002347	1
"52"	0.272191651932313	0.251448699864357	0.207070640311482	0.269289007891847	1
"53"	0.362854275336773	0.204424295892104	0.334259776367306	0.0984616524038174	1
"54"	0.416329282481412	0.153457901974353	0.186642573121976	0.243570242422259	1
"55"	0.261393357493028	0.208599703357605	0.166122839397804	0.363884099751563	1
"56"	0.212837211845808	0.250045191180882	0.238172826073413	0.298944770899897	1
"57"	0.355367029382503	0.219117458703748	0.113657267846199	0.311858244067549	1
"58"	0.234941135113499	0.206036521923784	0.202083499808341	0.356938843154376	1
"59"	0.263793647671091	0.1536240514265	0.379783758596409	0.202798542306001	1
"60"	0.198739778239954	0.29137843414654	0.189946947716354	0.319934839897152	1
"61"	0.165978329402506	0.330423861169403	0.305081105397829	0.198516704030262	1
"62"	0.306399840193986	0.253888906944432	0.272931716993813	0.166779535867768	1
"63"	0.274105552277924	0.226818725647784	0.199567145546378	0.299508576527915	1
"64"	0.228591494080008	0.32918798847131	0.321107849375685	0.121112668072997	1
"65"	0.314698037730974	0.269480396556989	0.236958439842229	0.178863125869809	1
