SBS1	SBS2	SBS3	SBS4
3.439655025624415718e-01	6.560344974375583726e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.722757020021373098e-01	5.277242979978626902e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.426952617735633533e-01	6.573047382264366467e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.803789342992071720e-01	4.196210657007927725e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.267770528287476273e-01	3.732229471712524282e-01	0.000000000000000000e+00	0.000000000000000000e+00
7.125698205380778250e-01	2.874301794619222861e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.712324081430400158e-01	5.287675918569599842e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.377029518425753274e-01	4.622970481574247281e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.422191603410554284e-01	6.577808396589446271e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.230900493955673247e-01	5.769099506044327308e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.929375615791451004e-01	3.070624384208548441e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.298562798741713653e-01	3.701437201258286347e-01	0.000000000000000000e+00	0.000000000000000000e+00
2.789758967403968559e-01	7.210241032596030886e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.456617308286669799e-01	4.543382691713330201e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.796160726153123388e-01	4.203839273846875502e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.142266554489042019e-01	3.857733445510959092e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.415661463039509460e-01	4.584338536960490540e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.213572078292511014e-01	4.786427921707489541e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.809334145593143539e-01	4.190665854406857016e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.751629799895430217e-01	4.248370200104568672e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.076873120758966573e-01	3.923126879241033982e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.321215851608633862e-01	4.678784148391365583e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.454865154208959011e-01	5.545134845791040989e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.444224348369454347e-01	5.555775651630546763e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.007167868479033501e-01	5.992832131520967609e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.909870025083914236e-01	4.090129974916086320e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.648890822829922498e-01	5.351109177170078057e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.831299684610613765e-01	5.168700315389385125e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.157938867118365689e-01	4.842061132881634866e-01	0.000000000000000000e+00	0.000000000000000000e+00
7.689024171153187037e-01	2.310975828846812685e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.147976889708554049e-01	3.852023110291447061e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.099078909515854408e-01	6.900921090484145592e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.192351721685783961e-01	4.807648278314216594e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.433870180618736168e-01	4.566129819381264388e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.087125420686497757e-01	3.912874579313501133e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.272057299538077668e-01	4.727942700461921222e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.284989706031230861e-01	5.715010293968769695e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.704872996003435004e-01	4.295127003996564441e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.903140486283759758e-01	3.096859513716240242e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.803213026691552479e-01	3.196786973308447521e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.356231719000774438e-01	3.643768280999226672e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.685554151646191601e-01	4.314445848353808399e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.504219244778144837e-01	5.495780755221855163e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.689401712814468826e-01	5.310598287185531730e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.620874131325785727e-01	3.379125868674213717e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.826320452140475892e-01	6.173679547859524108e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.565020920625203149e-01	6.434979079374797406e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.216365284541841785e-01	4.783634715458158215e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.514972794166109749e-01	4.485027205833890251e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.083044575354471739e-01	4.916955424645527706e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.825660648125313479e-01	3.174339351874687631e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.306705503521050193e-01	6.693294496478949807e-01	0.000000000000000000e+00	0.000000000000000000e+00
8.593456623643458414e-01	1.406543376356541586e-01	0.000000000000000000e+00	0.000000000000000000e+00
9.758957458769323967e-02	9.024104254123068714e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.580020462317277108e-01	6.419979537682722892e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.654868778911397609e-01	6.345131221088601281e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.611710627844116450e-01	4.388289372155884105e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.440426716004657326e-01	5.559573283995342674e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.307568925615097299e-01	5.692431074384902701e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.956680357137924431e-01	6.043319642862076124e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.931956449635462647e-01	4.068043550364536798e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.572984406852942607e-01	6.427015593147057393e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.237594613037849234e-01	4.762405386962151876e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.441182691455206277e-01	6.558817308544795388e-01	0.000000000000000000e+00	0.000000000000000000e+00
7.083163707707839096e-01	2.916836292292161459e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.200245771326911237e-01	4.799754228673088763e-01	0.000000000000000000e+00	0.000000000000000000e+00
7.358264966575975841e-01	2.641735033424024159e-01	0.000000000000000000e+00	0.000000000000000000e+00
2.729828114105116166e-01	7.270171885894883834e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.472219226173068107e-01	5.527780773826932448e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.993203860632671742e-01	5.006796139367328813e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.598378589210846412e-01	5.401621410789154698e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.483171219131993346e-01	5.516828780868007209e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.394359349894519706e-01	4.605640650105479739e-01	0.000000000000000000e+00	0.000000000000000000e+00
2.567319063548308411e-01	7.432680936451692144e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.062079470164356665e-01	6.937920529835643890e-01	0.000000000000000000e+00	0.000000000000000000e+00
