"SBS1"	"SBS2"	"SBS3"	"SBS4"
"101"	0.273662911383796	0.354224244846506	0.36749464451246	0.00461819925723791
"102"	0.325712643487317	0.2761252567799	0.351097788067262	0.0470643116655204
"103"	0.244259004357437	0.344990365466164	0.369874120297464	0.0408765098789343
"104"	0.328399807842193	0.292949710867383	0.378650481290425	0
"105"	0.274174081456583	0.439480810045605	0.28047097221274	0.00587413628507222
"106"	0.299983464608853	0.287101555692386	0.412914979698761	0
"107"	0.269432722827258	0.332964962524462	0.389264863087408	0.00833745156087273
"108"	0.34997110003116	0.335288197446547	0.314740702522294	0
"109"	0.261605479281775	0.421099869523975	0.317294651194249	0
"110"	0.323577393684692	0.319077944133202	0.357344662182105	0
"111"	0.308137350350445	0.3635114681675	0.328351181482055	0
"112"	0.454714762822472	0.375932978406268	0.152149156636536	0.0172031021347236
"113"	0.477373608666099	0.211854836285486	0.245775717234185	0.0649958378142298
"114"	0.378677194747734	0.350206528177914	0.271116277074352	0
"115"	0.329881985087524	0.243471246931259	0.396213296421127	0.0304334715600906
"116"	0.334866936831863	0.445855969191428	0.219277093976709	0
"117"	0.27144740584478	0.289289711277719	0.439262882877501	0
"118"	0.358292591272366	0.322035282274855	0.319672126452779	0
"119"	0.388846673092963	0.286888345199195	0.324264981707842	0
"120"	0.404190990412706	0.222831097379751	0.345171778362388	0.0278061338451543
"121"	0.273760662918633	0.329372516594892	0.396866820486475	0
"122"	0.284170743667274	0.244937914422815	0.470891341909911	0
"123"	0.327658192688626	0.268814308461533	0.360680278781291	0.0428472200685504
"124"	0.314985456776658	0.341020348465491	0.339331330035993	0.00466286472185712
"125"	0.457223595323998	0.308026396022106	0.185534416498847	0.0492155921550491
"126"	0.304002092749669	0.290042540948741	0.405955366301591	0
"127"	0.351246863378351	0.35755170609682	0.29023770625942	0.00096372426540817
"128"	0.415978194534929	0.292386463894897	0.276922322606152	0.0147130189640217
"129"	0.464991682368557	0.285204788313235	0.23510680873365	0.0146967205845573
"130"	0.375345761917603	0.298242361556353	0.287949052690777	0.0384628238352669
"131"	0.366685229730619	0.421519730492063	0.0893343170272511	0.122460722750066
"132"	0.346800324700248	0.350195869614074	0.303003805685678	0
"133"	0.31819034362154	0.321939946425931	0.359869709952529	0
"134"	0.297095061364841	0.38344012118839	0.319464817446769	0
"135"	0.376649993552515	0.25639646805661	0.339736279702127	0.0272172586887484
"136"	0.261580653274843	0.268540624646839	0.469878722078317	0
"137"	0.399698574055301	0.374802052838159	0.22549937310654	0
"138"	0.312577229328377	0.450320513695245	0.237102256976378	0
"139"	0.372813498389012	0.335559281761672	0.291627219849315	0
"140"	0.319547493604126	0.440770241176853	0.239682265219021	0
"141"	0.284059776108235	0.334585141437168	0.381355082454597	0
"142"	0.350355005576335	0.380534355460687	0.269110638962978	0
"143"	0.382856789835516	0.32701608070047	0.290127129464014	0
"144"	0.313656892990424	0.285380075322176	0.4009630316874	0
"145"	0.246778512529194	0.451762889136788	0.301458598334018	0
"146"	0.282847509793751	0.3834826892544	0.333669800951849	0
"147"	0.349405771664671	0.28088978574973	0.369704442585599	0
"148"	0.367955346603685	0.269563456594965	0.36248119680135	0
"149"	0.285588776130017	0.447895277691153	0.262711737702448	0.00380420847638184
"150"	0.342666817318884	0.278872824363766	0.378460358317351	0
