"SBS1"	"SBS2"	"SBS3"	"SBS4"
"Sample1"	0.263519820111229	0.350927060531377	0.338932856554196	0.0466202628031985
"Sample2"	0.329847956570354	0.275551873727806	0.342901203514477	0.0516989661873622
"Sample3"	0.263754249665829	0.331758577486879	0.340047912245108	0.0644392606021843
"Sample4"	0.319987064456935	0.30437429384137	0.327472964543911	0.0481656771577841
"Sample5"	0.281041418310816	0.420609591803557	0.23852798533663	0.0598210045489968
"Sample6"	0.314107136025622	0.287414568988255	0.356897232634429	0.0415810623516944
"Sample7"	0.272363100241075	0.322323684321537	0.361464434402734	0.0438487810346544
"Sample8"	0.344796393969498	0.323047408544411	0.312066939013404	0.0200892584726874
"Sample9"	0.297145120840793	0.409708615028429	0.253127873072007	0.0400183910587707
"Sample10"	0.309259037377528	0.320041216901214	0.343900969184588	0.0267987765366696
"Sample11"	0.313131728756479	0.37496576222228	0.27805562073992	0.0338468882813207
"Sample12"	0.427408240298585	0.335816018213207	0.194183392019608	0.0425923494685994
"Sample13"	0.460265973214534	0.197452822370662	0.244598551582084	0.0976826528327202
"Sample14"	0.403409138112059	0.312431857101883	0.265384370242627	0.0187746345434311
"Sample15"	0.309447097662274	0.242766950649473	0.367293512954184	0.0804924387340691
"Sample16"	0.299768244448129	0.425737423634683	0.248818363468874	0.025675968448315
"Sample17"	0.269864961092316	0.297526684687934	0.384625601267821	0.0479827529519285
"Sample18"	0.30416015405871	0.319495917791636	0.316733589774722	0.059610338374932
"Sample19"	0.386209525863896	0.292950976592471	0.298705258345808	0.0221342391978253
"Sample20"	0.418317297987662	0.282267834101966	0.234049394039187	0.0653654738711847
"Sample21"	0.272656733387929	0.348416636108	0.352554722730263	0.0263719077738077
"Sample22"	0.3008776372767	0.250805772261156	0.41899115406923	0.0293254363929144
"Sample23"	0.348728011628046	0.280000520357785	0.31995017927846	0.0513212887357094
"Sample24"	0.298851426259392	0.357615766543682	0.290443158113091	0.0530896490838345
"Sample25"	0.451377541830143	0.306441948345958	0.190790648524902	0.0513898612989969
"Sample26"	0.281322842154996	0.288947774961292	0.405280377317935	0.0244490055657766
"Sample27"	0.347760942865796	0.348786503041005	0.260912044046164	0.0425405100470343
"Sample28"	0.413202399284517	0.314412347977354	0.23742650999361	0.0349587427445189
"Sample29"	0.479347914989212	0.269886039377019	0.213953808301636	0.036812237332132
"Sample30"	0.368508685778337	0.287867778167331	0.278262821380966	0.0653607146733662
"Sample31"	0.35017652876984	0.396925341643712	0.142089748928592	0.110808380657856
"Sample32"	0.35698570464574	0.350015584550779	0.272623154848184	0.0203755559552975
"Sample33"	0.313229891052558	0.341655685401136	0.299512018212014	0.0456024053342917
"Sample34"	0.299516952407038	0.403204144195106	0.27179644049547	0.0254824629023856
"Sample35"	0.438113340157767	0.255995969490422	0.239876879095001	0.0660138112568107
"Sample36"	0.261039143990904	0.293787282106002	0.416577277725568	0.0285962961775264
"Sample37"	0.363639676910759	0.374475060682843	0.236755443718993	0.0251298186874053
"Sample38"	0.31956009029652	0.421175503057036	0.229666153084831	0.0295982535616122
"Sample39"	0.335337451392259	0.31937460043286	0.309163019504115	0.0361249286707661
"Sample40"	0.333315965252234	0.419653159760611	0.189521888807526	0.0575089861796281
"Sample41"	0.282117077085302	0.315132859460011	0.3753930125106	0.0273570509440868
"Sample42"	0.348056247910309	0.352226477075955	0.26168047784414	0.0380367971695957
"Sample43"	0.356004211336968	0.311460263955619	0.295366073654796	0.0371694510526171
"Sample44"	0.312201549354971	0.298878026253425	0.371252204676657	0.0176682197149466
"Sample45"	0.275276834549283	0.408666185857479	0.276748965552091	0.0393080140411472
"Sample46"	0.309050288206083	0.352188172824499	0.319676377314536	0.0190851616548822
"Sample47"	0.32499173210894	0.345727953941847	0.29396074659294	0.0353195673562734
"Sample48"	0.374053937144869	0.279547477763347	0.316117076205929	0.0302815088858559
"Sample49"	0.317019682092001	0.427368455402533	0.20163534288598	0.0539765196194848
"Sample50"	0.353885176288438	0.307583599236481	0.309810547820558	0.028720676654523
"Sample51"	0.349115186635187	0.356735533730921	0.26551882687133	0.0286304527625614
"Sample52"	0.305550731043021	0.282852231367473	0.374750467238383	0.0368465703511225
"Sample53"	0.362931455953997	0.260873567279067	0.318195189558457	0.057999787208479
"Sample54"	0.256358096786254	0.441753864971249	0.241122689958656	0.0607653482838397
"Sample55"	0.340972664313748	0.322634386326904	0.272054692566323	0.0643382567930248
"Sample56"	0.296760878149168	0.31420230583167	0.301675655152121	0.0873611608670409
"Sample57"	0.367701124373453	0.355390076743881	0.206371430901546	0.0705373679811207
"Sample58"	0.311707322259881	0.330523788161122	0.316339117932991	0.0414297716460065
"Sample59"	0.420615170943949	0.230345900762197	0.317926422638003	0.0311125056558509
"Sample60"	0.410670194655724	0.340188794224676	0.21978039952672	0.0293606115928807
