	SBS1	SBS2	SBS3	SBS4
Sample1	0.3905902562546131	0.5554938798627871	0.05391586388259984	0.0
Sample2	0.46632484240938216	0.5336751575906179	0.0	0.0
Sample3	0.4621615533482823	0.5378384466517179	0.0	0.0
Sample4	0.5333029089602126	0.46669709103978746	0.0	0.0
Sample5	0.5358840222489094	0.46411597775109054	0.0	0.0
Sample6	0.5711671544004688	0.39730007434856784	0.0	0.03153277125096341
Sample7	0.512181917714311	0.4878180822856892	0.0	0.0
Sample8	0.5183831961068854	0.48161680389311456	0.0	0.0
Sample9	0.45030059844967074	0.5496994015503293	0.0	0.0
Sample10	0.43173263992357297	0.5224406095229412	0.04115083851856878	0.004675912034916907
Sample11	0.6141317010771341	0.385868298922866	0.0	0.0
Sample12	0.5717243288110399	0.42827567118896	0.0	0.0
Sample13	0.3844371172789637	0.6155628827210363	0.0	0.0
Sample14	0.5041507571978611	0.495849242802139	0.0	0.0
Sample15	0.5111590590620635	0.48884094093793656	0.0	0.0
Sample16	0.5174619377238447	0.4825380622761552	0.0	0.0
Sample17	0.5157924087325607	0.48420759126743934	0.0	0.0
Sample18	0.4990349543248359	0.500965045675164	0.0	0.0
Sample19	0.519920916570134	0.45667182442360454	0.0234072590062615	0.0
Sample20	0.5273655256992252	0.4726344743007747	0.0	0.0
Sample21	0.5391009159918866	0.46089908400811325	0.0	0.0
Sample22	0.47699579457413854	0.5230042054258613	0.0	0.0
Sample23	0.4913413853431812	0.5086586146568188	0.0	0.0
Sample24	0.483873642210265	0.505534594375459	0.0006265813017532339	0.00996518211252274
Sample25	0.4704768568212978	0.5295231431787021	0.0	0.0
Sample26	0.5377562904198852	0.46224370958011496	0.0	0.0
Sample27	0.4713538137714192	0.5286461862285807	0.0	0.0
Sample28	0.4965187698681395	0.5034812301318605	0.0	0.0
Sample29	0.49268030150765574	0.5073196984923443	0.0	0.0
Sample30	0.618272072433828	0.38172792756617197	0.0	0.0
Sample31	0.5178059407750188	0.4821940592249812	0.0	0.0
Sample32	0.4268783803305629	0.5731216196694372	0.0	0.0
Sample33	0.5007616017821277	0.49923839821787225	0.0	0.0
Sample34	0.4916681582943773	0.5083318417056225	0.0	0.0
Sample35	0.5416703365033432	0.4583296634966569	0.0	0.0
Sample36	0.47860467920930155	0.5213953207906985	0.0	0.0
Sample37	0.4739602029461407	0.5260397970538593	0.0	0.0
