"SBS1"	"SBS2"	"SBS3"	"SBS4"	"sum"
"1"	0.943144616371649	0.00872799593323057	0	0.0481273876951201	1
"2"	1	0	0	0	1
"3"	0.886130851943313	0	0.113869148056687	0	1
"4"	0.974590493765524	0.0109986744390144	0	0.0144108317954614	1
"5"	1	0	0	0	1
"6"	0.994973814831599	0.000209412091815091	0.00481677307658542	0	1
"7"	0.93648373010089	0.00311671650029761	0.0603995533988123	0	1
"8"	0.982991774241706	0.00254320743217326	0	0.0144650183261203	1
"9"	0.982433571484048	0	0.0175664285159525	0	1
"10"	0.971098339588537	0.0190149239973049	0.0098867364141586	0	1
"11"	0.984592194440829	0	0.0154078055591707	0	1
"12"	1	0	0	0	1
"13"	0.943016198183417	0	0.056802979420253	0.000180822396330199	1
"14"	0.995828007552814	0.000672205197128924	0	0.00349978725005719	1
"15"	0.99557701480125	0.00442298519874993	0	0	1
"16"	0.993930562960829	0	0	0.00606943703917076	1
"17"	0.983517465189124	0	0.0164825348108762	0	1
"18"	1	0	0	0	1
"19"	1	0	0	0	1
"20"	0.984939398083438	0	0.0150606019165624	0	1
"21"	0.888063103249046	0.0262368271122541	0.0857000696386994	0	1
"22"	0.997402524133132	0.0025974758668675	0	0	1
"23"	0.997549562629363	0	0	0.00245043737063696	1
"24"	0.975607884421195	0	0.0243921155788049	0	1
"25"	1	0	0	0	1
"26"	0.996255112044026	0.00374488795597382	0	0	1
"27"	0.997391859067583	0.00260814093241698	0	0	1
"28"	0.944069019123496	0	0.0291815931882313	0.0267493876882725	1
"29"	0.999008562708498	0.000991437291501518	0	0	1
"30"	0.975901454090301	0.00723383039998629	0.0168647155097128	0	1
"31"	0.976133620897802	0.0238663791021982	0	0	1
"32"	0.982657541993686	4.27114862558052e-05	0.00766093878203836	0.00963880773801975	1
"33"	0.999549925674594	0.000450074325405947	0	0	1
"34"	0.982825443815801	0	0.0171745561841992	0	1
"35"	0.868298897257076	0.00472976200340354	0.12697134073952	0	1
"36"	0.968639669483829	0	0.0313603305161709	0	1
"37"	0.999912045801835	0	0	8.79541981653803e-05	1
"38"	0.95277606859856	0	0.0472239314014399	0	1
"39"	0.998642916402414	0.00135708359758573	0	0	1
"40"	0.999160249745799	0.000839750254200614	0	0	1
"41"	0.928788406553059	0	0.0627651549292261	0.0084464385177152	1
"42"	1	0	0	0	1
"43"	0.997488457278802	0.00251154272119768	0	0	1
"44"	1	0	0	0	1
"45"	0.940586157264934	0.00162606548763824	0.0540026909241584	0.00378508632326945	1
"46"	0.996483440611111	0.00351655938888859	0	0	1
"47"	1	0	0	0	1
"48"	1	0	0	0	1
"49"	1	0	0	0	1
"50"	0.976715758229619	0.0011794627544494	0.021299143713257	0.000805635302675018	1
"51"	0.998338892901955	0	0.00166110709804518	0	1
"52"	0.918260895387707	0	0.0817391046122927	0	1
"53"	0.999854544634503	0.000145455365497043	0	0	1
"54"	0.893426706326454	0	0.0989001499063675	0.0076731437671784	1
"55"	1	0	0	0	1
"56"	0.962796806874505	0.000490903029784667	0	0.0367122900957107	1
"57"	1	0	0	0	1
"58"	0.996497265809625	0.00350273419037468	0	0	1
"59"	1	0	0	0	1
"60"	0.941051584801242	0.00077884102130192	0.0486235912764249	0.0095459829010316	1
"61"	1	0	0	0	1
"62"	1	0	0	0	1
"63"	1	0	0	0	1
"64"	0.990007893654833	0.0079177731673329	0.0020743331778338	0	1
"65"	0.954839436368351	0	0.0451605636316486	0	1
"66"	1	0	0	0	1
"67"	0.991441582175368	5.69413738524371e-05	0	0.00850147645077932	1
"68"	0.965289443411408	0	0.0347105565885922	0	1
"69"	1	0	0	0	1
"70"	0.955018935285874	0.000396665851123504	0.0445843988630023	0	1
"71"	1	0	0	0	1
"72"	0.999697960677243	0	0	0.000302039322756435	1
"73"	0.931869178946428	0	0.0341754408630465	0.0339553801905252	1
"74"	0.996059248692137	0.00394075130786299	0	0	1
"75"	1	0	0	0	1
"76"	0.998098678574336	0.00190132142566429	0	0	1
"77"	0.948683194420532	0.00355650401104124	0.0477603015684267	0	1
"78"	0.984494871453048	0	0	0.0155051285469519	1
"79"	1	0	0	0	1
"80"	1	0	0	0	1
"81"	0.993585789337425	0.00272796798175034	0.0029538122346395	0.000732430446185419	1
"82"	1	0	0	0	1
"83"	1	0	0	0	1
"84"	0.991872614641193	0	0	0.00812738535880721	1
"85"	0.991737228313911	0.00780141948236438	0	0.000461352203724654	1
"86"	0.956008380595187	0	0.0166073791378949	0.0273842402669176	1
"87"	0.937322200434476	0	0.0626777995655237	0	1
"88"	0.94546309217863	0	0.0545369078213695	0	1
"89"	1	0	0	0	1
"90"	0.991448769604015	0.00855123039598534	0	0	1
"91"	1	0	0	0	1
"92"	1	0	0	0	1
"93"	1	0	0	0	1
"94"	0.994480739005078	0.0055192609949215	0	0	1
"95"	0.992807335528931	0.0071926644710688	0	0	1
"96"	0.918155469388215	0	0.0791118635789682	0.00273266703281666	1
"97"	0.993483915501018	0.00446701727757496	0.00204906722140664	0	1
"98"	1	0	0	0	1
"99"	0.913869119369143	0	0.0861308806308571	0	1
"100"	0.983264647602487	0	0.0167353523975127	0	1
