"SBS1"	"SBS2"	"SBS3"	"SBS4"	"sum"
"1"	0.402065514107837	0.566456044544692	0.0298052387920798	0.00167320255539158	1
"2"	0.477967821987463	0.522032178012537	0	0	1
"3"	0.463612871508608	0.532646746278044	0	0.00374038221334802	1
"4"	0.508491523382569	0.487312799771496	0	0.00419567684593494	1
"5"	0.524988998935465	0.475011001064535	0	0	1
"6"	0.580955578726922	0.361813545204597	0	0.0572308760684812	1
"7"	0.480491714180329	0.515261766740212	0	0.00424651907945904	1
"8"	0.484995493644896	0.464216527298517	0.0507879790565875	0	1
"9"	0.421405134399948	0.52604630969719	0.0525485559028622	0	1
"10"	0.435887873925003	0.563341800274206	0	0.00077032580079144	1
"11"	0.560111275679704	0.408949562831158	0	0.0309391614891378	1
"12"	0.53905748706098	0.45930551299195	0	0.00163699994706986	1
"13"	0.390815308778909	0.609184691221091	0	0	1
"14"	0.512181474738865	0.4617170700538	0.0261014552073351	0	1
"15"	0.529323199213358	0.470676800786642	0	0	1
"16"	0.521645248560341	0.478354751439659	0	0	1
"17"	0.498043786849327	0.464844266153551	0.0371119469971218	0	1
"18"	0.510315327342385	0.489684672657615	0	0	1
"19"	0.521444897109847	0.43845163043775	0.0401034724524032	0	1
"20"	0.527912674612599	0.465772877413062	0.00631444797433855	0	1
"21"	0.537256948863437	0.462743051136563	0	0	1
"22"	0.51113876587244	0.46120213057485	0.0276591035527101	0	1
"23"	0.448985210058406	0.551014789941594	0	0	1
"24"	0.469731784078457	0.50340450334064	0.0234596726749337	0.00340403990596987	1
"25"	0.441731385455734	0.520252459108272	0.00671155683908986	0.031304598596904	1
"26"	0.541381413341318	0.458618586658682	0	0	1
"27"	0.454287818556856	0.526904594538027	0	0.0188075869051178	1
"28"	0.500952571323897	0.496064170059862	0.00298325861624123	0	1
"29"	0.50298863402008	0.49701136597992	0	0	1
"30"	0.637601960156971	0.343257138164357	0.019140901678672	0	1
"31"	0.509195560505112	0.44226790582979	0.0485365336650987	0	1
"32"	0.427439739455616	0.558877103223596	0.0136831573207878	0	1
"33"	0.502305990742023	0.488158121222918	0	0.00953588803505915	1
"34"	0.519899395799693	0.480100604200307	0	0	1
"35"	0.54659309990803	0.45340690009197	0	0	1
"36"	0.506392259086738	0.493607740913262	0	0	1
"37"	0.437396114082832	0.562603885917168	0	0	1
"38"	0.508989592958747	0.458549180581227	0	0.0324612264600257	1
"39"	0.574833188921822	0.407384923644184	0.0177818874339941	0	1
"40"	0.56214629100356	0.43785370899644	0	0	1
"41"	0.552298096407539	0.420717129266053	0.0269847743264083	0	1
"42"	0.503478018121414	0.441963882153556	0.0545580997250304	0	1
"43"	0.450973189725147	0.506892485992665	0.0421343242821881	0	1
"44"	0.480862555795485	0.505400905117825	0	0.01373653908669	1
"45"	0.57228653134836	0.417781495680049	0.00993197297159083	0	1
"46"	0.444241560633517	0.548004961260928	0.00775347810555444	0	1
"47"	0.440052815436438	0.559947184563562	0	0	1
"48"	0.491774989008287	0.508225010991713	0	0	1
"49"	0.530128072077179	0.464677569616371	0.0051943583064497	0	1
"50"	0.500010051749068	0.499989948250932	0	0	1
"51"	0.55415390531814	0.44584609468186	0	0	1
"52"	0.437499400096655	0.549523151317038	0.012977448586307	0	1
"53"	0.604879211528361	0.395120788471639	0	0	1
"54"	0.402528112054044	0.597471887945956	0	0	1
"55"	0.395479919031173	0.525601358924199	0.0789187220446278	0	1
"56"	0.412048362979722	0.586569623970626	0	0.0013820130496526	1
"57"	0.54244163425908	0.45755836574092	0	0	1
"58"	0.463792693108787	0.514759017341411	0.00888032016509955	0.0125679693847027	1
"59"	0.446774421653747	0.485292183441039	0.0679333949052137	0	1
"60"	0.453269689300844	0.530644149104288	0.0144477135718982	0.00163844802296926	1
"61"	0.545919959281944	0.454080040718056	0	0	1
"62"	0.416533000709933	0.583466999290067	0	0	1
"63"	0.503553417662298	0.471221976972171	0.0252246053655301	0	1
"64"	0.437595273171566	0.562404726828434	0	0	1
"65"	0.499671965583968	0.393169228910684	0.0709586386902585	0.0362001668150892	1
"66"	0.502068613711937	0.497931386288063	0	0	1
"67"	0.614631563570137	0.385368436429862	0	0	1
"68"	0.365687346907218	0.609008952268567	0.0190723658947384	0.00623133492947611	1
"69"	0.447047335382297	0.51447078987973	0.0384213168446142	6.05578933595746e-05	1
"70"	0.477916577860264	0.506499943477426	0	0.0155834786623095	1
"71"	0.496221352187276	0.503778647812724	0	0	1
"72"	0.453075155859911	0.478731942297566	0.0681929018425231	0	1
"73"	0.49710887145117	0.490968531446453	0	0.011922597102377	1
"74"	0.406279654321433	0.579087964370166	0	0.014632381308401	1
"75"	0.411013814356208	0.588986185643792	0	0	1
"76"	0.429725467250584	0.569152779365889	0.00112175338352634	0	1
"77"	0.467082793245942	0.501644687347011	0.0312725194070465	0	1
"78"	0.46462338424401	0.510956890635656	0.0244197251203342	0	1
"79"	0.559107861103836	0.440892138896164	0	0	1
"80"	0.453059386396235	0.501429578360551	0.0455110352432141	0	1
"81"	0.416389574073267	0.516630358568252	0.0669800673584805	0	1
"82"	0.486256454526035	0.513743545473965	0	0	1
"83"	0.477093414800784	0.497829225712584	0.0250773594866321	0	1
"84"	0.450177591343866	0.445665737576806	0.104156671079328	0	1
"85"	0.586569838952939	0.413430161047061	0	0	1
"86"	0.40504540457856	0.59495459542144	0	0	1
"87"	0.503268567392686	0.452982652106695	0.043748780500619	0	1
"88"	0.575050267850842	0.403013198943124	0.0219365332060337	0	1
"89"	0.470617192209818	0.496603853864464	0.0327789539257182	0	1
"90"	0.528098642683707	0.468933636496722	0.00296772081957096	0	1
"91"	0.370429965309737	0.590477348109312	0.0390926865809514	0	1
"92"	0.510561402166761	0.489438597833239	0	0	1
"93"	0.543533088381305	0.456466911618695	0	0	1
