"SBS1"	"SBS2"	"SBS3"	"SBS4"
"Sample1"	0.38458673242665	0.543568961249363	0.0422059750418411	0.0296383312821467
"Sample2"	0.449406440733285	0.516779090940276	0.0231390800822863	0.0106753882441521
"Sample3"	0.441307920557621	0.526052325651273	0.0173993933471039	0.0152403604440016
"Sample4"	0.507528549021697	0.458268096883187	0.015292302323356	0.01891105177176
"Sample5"	0.516492449715208	0.453662499628183	0.0155674520835353	0.0142775985730733
"Sample6"	0.556649691130318	0.391300374946819	0.0176329765461606	0.0344169573767027
"Sample7"	0.482086935407597	0.474267826977065	0.020115008766819	0.0235302288485188
"Sample8"	0.497833185740665	0.467757288635102	0.020467862577505	0.0139416630467277
"Sample9"	0.439178134222064	0.537048169381957	0.0126243669412736	0.0111493294547054
"Sample10"	0.420818724009796	0.50728345055649	0.0433886647110331	0.0285091607226815
"Sample11"	0.582844103515832	0.379612795748435	0.0172698115125457	0.0202732892231875
"Sample12"	0.541119803453502	0.414498450328991	0.0234437512772852	0.0209379949402218
"Sample13"	0.370145816019721	0.597796012946946	0.014380966980635	0.0176772040526977
"Sample14"	0.493001478751707	0.48643595485742	0.0113492391408826	0.00921332724999097
"Sample15"	0.496641057125208	0.480421656750122	0.011919572021902	0.0110177141027684
"Sample16"	0.503708140797214	0.465842954518481	0.0147364915306434	0.0157124131536616
"Sample17"	0.503735664146388	0.47590326459799	0.011298743880831	0.00906232737479112
"Sample18"	0.487712820374835	0.485352656160749	0.0172105899291461	0.00972393353527036
"Sample19"	0.506246048172297	0.448762673090098	0.0310750323929528	0.0139162463446522
"Sample20"	0.509580900338069	0.464331055660495	0.0152967361005936	0.0107913079008422
"Sample21"	0.523037045180764	0.45254009050559	0.0137409776027929	0.0106818867108527
"Sample22"	0.465756831992704	0.512730009112588	0.0114933264642605	0.0100198324304473
"Sample23"	0.471235679360536	0.497654292027987	0.0186227522914014	0.0124872763200756
"Sample24"	0.467089154356819	0.492662162087725	0.0215498512102098	0.0186988323452463
"Sample25"	0.450782618925775	0.512104328400473	0.0152457943987367	0.021867258275015
"Sample26"	0.525312880451571	0.45448004376113	0.0103123310199757	0.00989474476732343
"Sample27"	0.455607447150522	0.507875788629567	0.015673942637071	0.0208428215828407
"Sample28"	0.461186651485663	0.487780428412618	0.0353635054357319	0.0156694146659866
"Sample29"	0.479990358923477	0.490448692590088	0.0154299628614966	0.0141309856249378
"Sample30"	0.603773092816056	0.376098165832844	0.010881139301275	0.00924760204982508
"Sample31"	0.503448581333202	0.472597894368294	0.0129956127925872	0.0109579115059168
"Sample32"	0.408059117416811	0.552838036450722	0.0230000173933514	0.016102828739116
"Sample33"	0.481122396029526	0.48846159944379	0.0159784068501783	0.0144375976765058
"Sample34"	0.47776846088517	0.496304099315086	0.0141979178495511	0.0117295219501925
"Sample35"	0.523512004496297	0.44416539446157	0.0202728907949867	0.0120497102471467
"Sample36"	0.46030507232677	0.505746681823077	0.015992403795288	0.0179558420548649
"Sample37"	0.45597218214247	0.512224419837738	0.0194684575221801	0.0123349404976118
"Sample38"	0.499003560695785	0.456626467194978	0.0173353135965926	0.0270346585126441
"Sample39"	0.560681253122202	0.385658770491475	0.0321004350655983	0.0215595413207248
"Sample40"	0.558566795044339	0.406009088637786	0.0200247297779414	0.0153993865399328
"Sample41"	0.496139435303244	0.476466666491701	0.0139110794310447	0.0134828187740105
"Sample42"	0.513678305182674	0.460717085384144	0.016007804668021	0.00959680476516123
"Sample43"	0.471732305412343	0.493922557584841	0.0186970452078709	0.0156480917949454
"Sample44"	0.442008452125743	0.528656735915656	0.0143055067744361	0.0150293051841648
"Sample45"	0.52769983924119	0.442104144870978	0.016770256019313	0.013425759868519
"Sample46"	0.418301882124394	0.547891790315231	0.0209184636837395	0.0128878638766349
"Sample47"	0.444233104901934	0.530279787427478	0.0118145701737357	0.0136725374968522
"Sample48"	0.479972656511817	0.497641913919975	0.0124385152651022	0.00994691430310545
"Sample49"	0.48215849495426	0.491479243804156	0.0141252937017516	0.0122369675398327
"Sample50"	0.462042554126363	0.504741731549524	0.0155889584968744	0.0176267558272388
"Sample51"	0.528308578066325	0.442698464508721	0.0180122604043488	0.010980697020605
"Sample52"	0.432187734084781	0.534706106838786	0.0181587928713918	0.0149473662050414
"Sample53"	0.557351465537206	0.412525720463135	0.0174367106732145	0.0126861033264447
"Sample54"	0.404748178044948	0.567376230562573	0.0135102556493612	0.0143653357431177
"Sample55"	0.434635860052118	0.520120275624551	0.0263711726613361	0.0188726916619947
"Sample56"	0.424860119213796	0.539433131935758	0.0175079544247313	0.0181987944257146
"Sample57"	0.48686209621883	0.49363897070965	0.0101507355256178	0.00934819754590237
"Sample58"	0.466624306064387	0.504318430607537	0.0137462386963365	0.0153110246317393
"Sample59"	0.459940444656636	0.51311920592236	0.0169294780338386	0.0100108713871654
"Sample60"	0.429514596427303	0.5440466341836	0.0142809702416299	0.0121577991474665
"Sample61"	0.5066046220366	0.470454313553615	0.0126603792588104	0.0102806851509746
