2.000005037387145024e-01 1.999993136253444548e-01 1.999997237381656301e-01 2.000002264087816228e-01 2.000002324889938177e-01
2.000004893536160289e-01 1.999993155571373471e-01 1.999997287449478689e-01 2.000002711420110213e-01 2.000001952022877061e-01
2.000005311234916150e-01 1.999993374201365359e-01 1.999997521703669456e-01 2.000002501251131048e-01 2.000001291608919096e-01
2.000005191483289757e-01 1.999993043142908045e-01 1.999997239198154364e-01 2.000002731472827200e-01 2.000001794702820912e-01
2.000005489017412097e-01 1.999991799549517280e-01 1.999997317419154041e-01 2.000003769845357104e-01 2.000001624168559200e-01
2.000005005630736965e-01 1.999992920740585045e-01 1.999997563737780926e-01 2.000002406378152964e-01 2.000002103512744378e-01
2.000005451786030231e-01 1.999992941543502212e-01 1.999998205472131863e-01 2.000001643532107465e-01 2.000001757666229618e-01
2.000005276674258758e-01 1.999993617255145795e-01 1.999997220429764744e-01 2.000002234787467414e-01 2.000001650853363011e-01
2.000004943075937847e-01 1.999993198017403773e-01 1.999997146535666959e-01 2.000002977106851432e-01 2.000001735264138880e-01
2.000005548168774239e-01 1.999992984859154388e-01 1.999997725129613046e-01 2.000001770713908944e-01 2.000001971128549105e-01
2.000005107456166442e-01 1.999993129940709491e-01 1.999997979589507313e-01 2.000001798372837147e-01 2.000001984640779884e-01
2.000004549197953729e-01 1.999993320319099210e-01 1.999997080030203878e-01 2.000003381737471553e-01 2.000001668715271907e-01
2.000004547459862114e-01 1.999992834918397078e-01 1.999998089656158939e-01 2.000002266847515642e-01 2.000002261118066504e-01
2.000004180042085911e-01 1.999993233808462223e-01 1.999997431893005273e-01 2.000002688659888450e-01 2.000002465596558421e-01
2.000004942556250498e-01 1.999992526690774208e-01 1.999997597684625150e-01 2.000002695359271165e-01 2.000002237709078423e-01
2.000005751656867559e-01 1.999992947900835760e-01 1.999997830161046042e-01 2.000002080458032905e-01 2.000001389823218290e-01
2.000005045872275400e-01 1.999993625609879366e-01 1.999997881043145964e-01 2.000002255641595283e-01 2.000001191833102876e-01
2.000005451868123452e-01 1.999992766930826782e-01 1.999996965790267756e-01 2.000002862508055423e-01 2.000001952902725477e-01
2.000004386900457731e-01 1.999993648275261438e-01 1.999996448667230864e-01 2.000003432206002574e-01 2.000002083951046283e-01
2.000003804699434506e-01 1.999993446255295682e-01 1.999997701026300367e-01 2.000002632885779230e-01 2.000002415133190492e-01
2.000004758658865400e-01 1.999992659878287449e-01 1.999997825504105098e-01 2.000003332192800409e-01 2.000001423765941089e-01
