2.000005037489147319e-01 1.999993635602114461e-01 1.999997884833090434e-01 2.000002251974888900e-01 2.000001190100759163e-01
2.000005098983705099e-01 1.999993140868445984e-01 1.999997983127900503e-01 2.000001795557451445e-01 2.000001981462496137e-01
2.000004571843693735e-01 1.999993149384564906e-01 1.999997913498034741e-01 2.000003385532636013e-01 2.000000979741071161e-01
2.000004885414226052e-01 1.999993166348417173e-01 1.999997292237254420e-01 2.000002707007367542e-01 2.000001948992735923e-01
2.000005267917427942e-01 1.999993627286358600e-01 1.999997225269102841e-01 2.000002231199451141e-01 2.000001648327659198e-01
2.000006261896333515e-01 1.999992733316348359e-01 1.999996876875540786e-01 2.000002383438536369e-01 2.000001744473241527e-01
2.000004173132622631e-01 1.999993244437251461e-01 1.999997436368060044e-01 2.000002684345504878e-01 2.000002461716561264e-01
2.000004379637909113e-01 1.999993658358715787e-01 1.999996454753715791e-01 2.000003426591547284e-01 2.000002080658111747e-01
2.000005182832512163e-01 1.999993054234636414e-01 1.999997244048823952e-01 2.000002727005459058e-01 2.000001791878569246e-01
2.000005302398518703e-01 1.999993384658166617e-01 1.999997526054100305e-01 2.000002497244363353e-01 2.000001289644851299e-01
2.000003798350944995e-01 1.999993456654975132e-01 1.999997705020199745e-01 2.000002628653964609e-01 2.000002411319916074e-01
2.000005442814298817e-01 1.999992778411123773e-01 1.999996970979535660e-01 2.000002857876511664e-01 2.000001949918530364e-01
2.000005442789391241e-01 1.999992952806897151e-01 1.999998208593710691e-01 2.000001640908580791e-01 2.000001754901420681e-01
2.000004593262269537e-01 1.999993419685322793e-01 1.999998159845608192e-01 2.000002427046755349e-01 2.000001400160044962e-01
2.000004934370366028e-01 1.999992538634170480e-01 1.999997601889596521e-01 2.000002690927782378e-01 2.000002234178085703e-01
2.000005742072013259e-01 1.999992959100130585e-01 1.999997834001957242e-01 2.000002077160602243e-01 2.000001387665296393e-01
2.000005028949393693e-01 1.999993147150801454e-01 1.999997242274874076e-01 2.000002260430220613e-01 2.000002321194710442e-01
2.000004541658821355e-01 1.999993330791718371e-01 1.999997085168773447e-01 2.000003376213212725e-01 2.000001666167473824e-01
2.000004934825231617e-01 1.999993208776439102e-01 1.999997151495264414e-01 2.000002972304270876e-01 2.000001732598792881e-01
2.000004997348750202e-01 1.999992932002327972e-01 1.999997567906999507e-01 2.000002402504932331e-01 2.000002100236990266e-01
2.000004539843124318e-01 1.999992846405996560e-01 1.999998092961793039e-01 2.000002263215290010e-01 2.000002257573795517e-01
