2.931097164313977155e-01 7.068902835686023955e-01
4.399510737975379504e-01 5.600489262024621606e-01
3.699330279178912328e-01 6.300669720821088227e-01
2.503068227501824006e-01 7.496931772498175439e-01
1.561807773637342300e-01 8.438192226362658532e-01
3.536042304479178888e-01 6.463957695520821112e-01
3.286688175793451849e-01 6.713311824206547040e-01
4.483151519725281364e-01 5.516848480274717526e-01
2.996856866759323168e-01 7.003143133240676832e-01
3.478037173120417935e-01 6.521962826879582620e-01
3.672659773059982480e-01 6.327340226940018075e-01
2.855215292046712761e-01 7.144784707953287795e-01
1.362109273236562224e-01 8.637890726763437499e-01
2.805415342559129943e-01 7.194584657440870057e-01
