SBS7a	SBS7d	SBS9	SBS10b	SBS13	SBS17b	SBS28	SBS40b	SBS41	SBS58	SBS93
0	0.329896907216495	0	0.164948453608247	0.195876288659794	0.309278350515464	0	0	0	0	0
0	0.314814814814815	0	0.12962962962963	0.194444444444444	0.185185185185185	0.175925925925926	0	0	0	0
0	0.326530612244898	0	0.255102040816327	0.153061224489796	0.26530612244898	0	0	0	0	0
0	0.19	0	0.25	0.19	0	0.37	0	0	0	0
0	0.223300970873786	0	0	0.223300970873786	0.194174757281553	0.359223300970874	0	0	0	0
0	0	0	0.226415094339623	0.433962264150943	0.339622641509434	0	0	0	0	0
0	0.212962962962963	0	0.148148148148148	0.342592592592593	0	0.296296296296296	0	0	0	0
0	0.191489361702128	0	0.180851063829787	0.223404255319149	0.202127659574468	0.202127659574468	0	0	0	0
0	0	0	0.341176470588235	0.258823529411765	0.4	0	0	0	0	0
0	0	0	0.285714285714286	0.25974025974026	0.220779220779221	0.233766233766234	0	0	0	0
0	0.26605504587156	0	0.211009174311927	0.201834862385321	0.165137614678899	0.155963302752294	0	0	0	0
0	0.258823529411765	0	0.188235294117647	0.188235294117647	0	0.364705882352941	0	0	0	0
0	0.223404255319149	0	0.223404255319149	0.180851063829787	0	0.372340425531915	0	0	0	0
0	0.191011235955056	0	0.168539325842697	0.224719101123595	0.224719101123595	0.191011235955056	0	0	0	0
0	0	0	0.305263157894737	0.263157894736842	0.263157894736842	0.168421052631579	0	0	0	0
0	0	0	0.386138613861386	0.207920792079208	0.168316831683168	0.237623762376238	0	0	0	0
0	0.269230769230769	0	0.215384615384615	0.130769230769231	0.246153846153846	0.138461538461538	0	0	0	0
0	0.254716981132075	0	0.283018867924528	0.150943396226415	0.160377358490566	0.150943396226415	0	0	0	0
0	0	0	0.376344086021505	0.311827956989247	0.311827956989247	0	0	0	0	0
0	0	0	0.333333333333333	0.252032520325203	0.227642276422764	0.186991869918699	0	0	0	0
0	0.266666666666667	0	0.238095238095238	0.180952380952381	0.314285714285714	0	0	0	0	0
0	0.237113402061856	0	0.206185567010309	0.185567010309278	0.216494845360825	0.154639175257732	0	0	0	0
0	0.212121212121212	0	0.196969696969697	0.21969696969697	0.21969696969697	0.151515151515152	0	0	0	0
0	0	0	0.309734513274336	0.327433628318584	0.36283185840708	0	0	0	0	0
0	0.27	0	0	0.24	0.19	0.3	0	0	0	0
0	0	0	0.272727272727273	0.193181818181818	0.261363636363636	0.272727272727273	0	0	0	0
0	0.440860215053763	0	0	0.247311827956989	0.172043010752688	0.139784946236559	0	0	0	0
0.149425287356322	0.195402298850575	0	0.114942528735632	0.206896551724138	0.183908045977011	0.149425287356322	0	0	0	0
0	0.266129032258065	0	0	0.201612903225806	0.258064516129032	0.274193548387097	0	0	0	0
0	0.264367816091954	0	0	0.218390804597701	0.149425287356322	0.367816091954023	0	0	0	0
0	0.207317073170732	0	0.170731707317073	0.268292682926829	0.170731707317073	0.182926829268293	0	0	0	0
0	0.244897959183673	0	0.163265306122449	0.224489795918367	0.153061224489796	0.214285714285714	0	0	0	0
0	0	0	0.247524752475248	0.207920792079208	0.188118811881188	0	0	0	0	0.356435643564356
0	0.198275862068966	0	0.241379310344828	0.206896551724138	0.146551724137931	0.206896551724138	0	0	0	0
0	0	0	0.316326530612245	0.244897959183673	0.163265306122449	0.275510204081633	0	0	0	0
0	0.330357142857143	0	0.223214285714286	0.205357142857143	0.241071428571429	0	0	0	0	0
0	0.333333333333333	0	0.119047619047619	0.19047619047619	0.130952380952381	0.226190476190476	0	0	0	0
0	0.32967032967033	0	0.131868131868132	0.230769230769231	0	0.307692307692308	0	0	0	0
0	0.164948453608247	0	0.268041237113402	0.185567010309278	0.164948453608247	0.216494845360825	0	0	0	0
0	0	0	0.319148936170213	0.202127659574468	0.297872340425532	0.180851063829787	0	0	0	0
0	0.262626262626263	0	0.282828282828283	0.202020202020202	0.252525252525253	0	0	0	0	0
0	0.188235294117647	0	0.235294117647059	0.2	0.211764705882353	0.164705882352941	0	0	0	0
0	0.297872340425532	0	0.234042553191489	0.138297872340426	0.159574468085106	0.170212765957447	0	0	0	0
0	0	0	0.184466019417476	0.213592233009709	0.252427184466019	0	0	0	0.349514563106796	0
0	0.190909090909091	0	0.127272727272727	0.263636363636364	0.145454545454545	0.272727272727273	0	0	0	0
0	0.344827586206897	0	0.137931034482759	0.181034482758621	0	0.336206896551724	0	0	0	0
0	0.241379310344828	0	0.146551724137931	0.172413793103448	0.198275862068966	0.241379310344828	0	0	0	0
0	0.169642857142857	0	0.1875	0.196428571428571	0.178571428571429	0.267857142857143	0	0	0	0
0	0	0	0.25	0.25	0.206521739130435	0.293478260869565	0	0	0	0
0	0.315789473684211	0	0.271929824561404	0	0.192982456140351	0.219298245614035	0	0	0	0
0	0	0	0.254545454545455	0.181818181818182	0.354545454545455	0.209090909090909	0	0	0	0
0	0	0	0.28	0.21	0.51	0	0	0	0	0
0	0	0	0.401960784313726	0	0.323529411764706	0.274509803921569	0	0	0	0
0	0	0	0.315217391304348	0.293478260869565	0.16304347826087	0.228260869565217	0	0	0	0
0	0.2109375	0	0.2734375	0.15625	0.359375	0	0	0	0	0
0	0.195121951219512	0	0.280487804878049	0.182926829268293	0.170731707317073	0.170731707317073	0	0	0	0
0	0.15	0	0.35	0.21	0.15	0.14	0	0	0	0
0	0.266129032258065	0	0.225806451612903	0.153225806451613	0.193548387096774	0.161290322580645	0	0	0	0
0	0.179245283018868	0	0.179245283018868	0.235849056603774	0.141509433962264	0.264150943396226	0	0	0	0
0	0.260869565217391	0	0	0.282608695652174	0.260869565217391	0.195652173913043	0	0	0	0
0	0	0	0.292682926829268	0	0.276422764227642	0	0	0.430894308943089	0	0
0	0.159663865546218	0	0.285714285714286	0.26890756302521	0.126050420168067	0.159663865546218	0	0	0	0
0	0.174311926605505	0	0.165137614678899	0.128440366972477	0.302752293577982	0	0	0	0	0.229357798165138
0	0	0	0.297029702970297	0.297029702970297	0.207920792079208	0.198019801980198	0	0	0	0
0	0.244444444444444	0	0.311111111111111	0.166666666666667	0.144444444444444	0.133333333333333	0	0	0	0
0	0	0	0.22680412371134	0.195876288659794	0.22680412371134	0.350515463917526	0	0	0	0
0	0.2	0	0.190909090909091	0.136363636363636	0.136363636363636	0.336363636363636	0	0	0	0
0	0.275862068965517	0	0.126436781609195	0.206896551724138	0.137931034482759	0.252873563218391	0	0	0	0
0	0	0	0.284210526315789	0.263157894736842	0.231578947368421	0.221052631578947	0	0	0	0
0	0	0	0.242990654205607	0.261682242990654	0.327102803738318	0.168224299065421	0	0	0	0
0	0.1875	0	0.1875	0.325	0.1125	0.1875	0	0	0	0
0	0.231481481481481	0	0.268518518518519	0.175925925925926	0.194444444444444	0.12962962962963	0	0	0	0
0	0.271844660194175	0	0.271844660194175	0	0.233009708737864	0.223300970873786	0	0	0	0
0	0.255555555555556	0	0.144444444444444	0.266666666666667	0	0.333333333333333	0	0	0	0
0	0.340659340659341	0	0.274725274725275	0	0	0.384615384615385	0	0	0	0
0	0	0	0.30188679245283	0.254716981132075	0.141509433962264	0.30188679245283	0	0	0	0
0	0	0	0.3	0.318181818181818	0.381818181818182	0	0	0	0	0
0	0.230769230769231	0	0.221153846153846	0.240384615384615	0	0.307692307692308	0	0	0	0
0	0	0.430379746835443	0.189873417721519	0.20253164556962	0.177215189873418	0	0	0	0	0
0	0	0	0.294117647058824	0.254901960784314	0	0.450980392156863	0	0	0	0
0	0	0	0.288288288288288	0.288288288288288	0.198198198198198	0.225225225225225	0	0	0	0
0	0	0	0.319148936170213	0.24468085106383	0.234042553191489	0.202127659574468	0	0	0	0
0	0.293103448275862	0	0.172413793103448	0.189655172413793	0.344827586206897	0	0	0	0	0
0	0	0	0.34020618556701	0.22680412371134	0	0.43298969072165	0	0	0	0
0	0	0	0.215909090909091	0.352272727272727	0.159090909090909	0.272727272727273	0	0	0	0
0	0.245283018867925	0	0.141509433962264	0.216981132075472	0.160377358490566	0.169811320754717	0.0660377358490566	0	0	0
0	0	0	0.208791208791209	0.307692307692308	0.241758241758242	0.241758241758242	0	0	0	0
0	0	0	0.355555555555556	0.177777777777778	0.233333333333333	0.233333333333333	0	0	0	0
0	0	0	0.278350515463918	0.319587628865979	0.185567010309278	0.216494845360825	0	0	0	0
0	0.2	0	0.266666666666667	0.191666666666667	0.341666666666667	0	0	0	0	0
0	0.227722772277228	0	0.148514851485149	0.207920792079208	0	0.415841584158416	0	0	0	0
0	0.197674418604651	0	0.186046511627907	0.232558139534884	0.174418604651163	0.209302325581395	0	0	0	0
0	0	0	0.211764705882353	0.282352941176471	0.188235294117647	0.317647058823529	0	0	0	0
0	0.192982456140351	0	0.166666666666667	0.219298245614035	0.192982456140351	0.228070175438596	0	0	0	0
0	0.357894736842105	0	0.126315789473684	0.157894736842105	0	0.357894736842105	0	0	0	0
0	0.181818181818182	0	0.242424242424242	0.202020202020202	0.141414141414141	0.232323232323232	0	0	0	0
0	0	0	0.357723577235772	0.333333333333333	0.308943089430894	0	0	0	0	0
0	0.271844660194175	0.194174757281553	0.135922330097087	0.184466019417476	0.213592233009709	0	0	0	0	0
0	0	0	0.151515151515152	0.141414141414141	0.333333333333333	0	0	0.373737373737374	0	0
0	0	0	0.288659793814433	0.175257731958763	0.144329896907216	0	0.391752577319588	0	0	0
