3.333354594238220892e-01 3.333320594934514047e-01 3.333324810827265616e-01
3.333353836053193908e-01 3.333321176719735712e-01 3.333324987227069824e-01
3.333355057660721266e-01 3.333320119490939537e-01 3.333324822848339752e-01
3.333355372874821088e-01 3.333320391494292156e-01 3.333324235630886201e-01
3.333356951423262493e-01 3.333317604954180169e-01 3.333325443622558448e-01
3.333354670814223097e-01 3.333319325650100362e-01 3.333326003535676541e-01
3.333354612937697303e-01 3.333318431751257083e-01 3.333326955311045059e-01
3.333354854224234165e-01 3.333321499208065086e-01 3.333323646567700194e-01
3.333354938518177102e-01 3.333320685185803267e-01 3.333324376296019631e-01
3.333356242120819601e-01 3.333318681892368240e-01 3.333325075986811603e-01
3.333354608525002649e-01 3.333318969762505968e-01 3.333326421712491938e-01
3.333353105299314278e-01 3.333322320055339683e-01 3.333324574645345484e-01
3.333353038967024617e-01 3.333319386663174955e-01 3.333327574369801538e-01
3.333352114153761980e-01 3.333322140249426191e-01 3.333325745596811274e-01
3.333354403963633694e-01 3.333318740275131864e-01 3.333326855761233887e-01
3.333355788135330400e-01 3.333318938409010612e-01 3.333325273455659543e-01
3.333353198232931192e-01 3.333321513744693099e-01 3.333325288022375155e-01
3.333356929062346041e-01 3.333319835398220188e-01 3.333323235539433216e-01
3.333353267900553973e-01 3.333324197982657222e-01 3.333322534116788805e-01
3.333351110996736755e-01 3.333322392505719267e-01 3.333326496497544533e-01
3.333354454061055461e-01 3.333319342600812307e-01 3.333326203338131677e-01
