3.333354594238233104e-01 3.333320594934506276e-01 3.333324810827261175e-01
3.333353836053202790e-01 3.333321176719729606e-01 3.333324987227067049e-01
3.333355057660729592e-01 3.333320119490934541e-01 3.333324822848335311e-01
3.333355372874828859e-01 3.333320391494283830e-01 3.333324235630886756e-01
3.333356951423270820e-01 3.333317604954175173e-01 3.333325443622553452e-01
3.333354670814231424e-01 3.333319325650095921e-01 3.333326003535672100e-01
3.333354612937703965e-01 3.333318431751251532e-01 3.333326955311045059e-01
3.333354854224242492e-01 3.333321499208061756e-01 3.333323646567696308e-01
3.333354938518183763e-01 3.333320685185798826e-01 3.333324376296016855e-01
3.333356242120825708e-01 3.333318681892368796e-01 3.333325075986805497e-01
3.333354608525010421e-01 3.333318969762500417e-01 3.333326421712489718e-01
3.333353105299319830e-01 3.333322320055335797e-01 3.333324574645343819e-01
3.333353038967034054e-01 3.333319386663171069e-01 3.333327574369795432e-01
3.333352114153767531e-01 3.333322140249424526e-01 3.333325745596807388e-01
3.333354403963640911e-01 3.333318740275125203e-01 3.333326855761232776e-01
3.333355788135342612e-01 3.333318938409002286e-01 3.333325273455654547e-01
3.333353198232936743e-01 3.333321513744690878e-01 3.333325288022373489e-01
3.333356929062353258e-01 3.333319835398213526e-01 3.333323235539432661e-01
3.333353267900560080e-01 3.333324197982654447e-01 3.333322534116786029e-01
3.333351110996744526e-01 3.333322392505714271e-01 3.333326496497540647e-01
3.333354454061063787e-01 3.333319342600810642e-01 3.333326203338125016e-01
