3.362771065278308824e-01 0.000000000000000000e+00 4.815772800861365527e-02 3.834010316995742351e-01 4.370750005172856570e-03 1.509036190046761806e-03 0.000000000000000000e+00 0.000000000000000000e+00 3.135004496065944835e-02 1.949343026081021835e-01
3.216772340012826747e-01 0.000000000000000000e+00 4.133204475503055031e-02 3.918285028924701763e-01 9.321452840439389126e-03 0.000000000000000000e+00 8.903005033955796801e-04 0.000000000000000000e+00 2.664899185867334805e-02 2.083014731487081994e-01
3.007206649345313676e-01 0.000000000000000000e+00 5.728418357284985329e-02 3.792959354672105210e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.285089994323907997e-02 2.298483160821691573e-01
3.205358957436678091e-01 0.000000000000000000e+00 4.032944663850414335e-02 3.864147859231482629e-01 8.005041030396347831e-03 0.000000000000000000e+00 5.129980790713222459e-03 0.000000000000000000e+00 2.928308662030366938e-02 2.103017632532666048e-01
3.329664891973592167e-01 0.000000000000000000e+00 4.271960266183678218e-02 3.954481658937987754e-01 6.405473723483962045e-03 0.000000000000000000e+00 1.273103931565875910e-03 0.000000000000000000e+00 2.708176668716030799e-02 1.941053979047951683e-01
3.303825444871771322e-01 0.000000000000000000e+00 3.676725624667184777e-02 3.877078183584172222e-01 7.154180377597262920e-03 0.000000000000000000e+00 4.969103078877199799e-03 0.000000000000000000e+00 2.040886584037278698e-02 2.126102316108865464e-01
3.093882178132913996e-01 0.000000000000000000e+00 3.490186178944910955e-02 3.962350073189486177e-01 1.395718911614769048e-02 0.000000000000000000e+00 1.853025136314485639e-03 0.000000000000000000e+00 3.258319579414018646e-02 2.110815030317085284e-01
3.071774883733590644e-01 0.000000000000000000e+00 3.427108838429820947e-02 3.980728430441765608e-01 7.493660148848390289e-03 0.000000000000000000e+00 2.665448093408294503e-03 0.000000000000000000e+00 3.185363565151868442e-02 2.184658363043907869e-01
3.208909824943867450e-01 0.000000000000000000e+00 4.044475223438007833e-02 4.034642477894242463e-01 8.930200360995389081e-03 1.544787225385825611e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.197290969190973317e-02 2.027521202035180437e-01
3.223922056930117463e-01 0.000000000000000000e+00 4.651299508445794900e-02 3.831283177104677362e-01 3.062331721327674842e-03 0.000000000000000000e+00 3.598209872455322179e-03 0.000000000000000000e+00 3.327136207430108489e-02 2.080345778439784132e-01
3.042966644421781774e-01 0.000000000000000000e+00 4.176907984145170061e-02 3.990816920226096798e-01 1.220819301354673578e-02 0.000000000000000000e+00 2.601952348636406894e-03 0.000000000000000000e+00 3.254950152766577370e-02 2.074929168039116867e-01
3.329741713868697439e-01 0.000000000000000000e+00 3.760514912261955778e-02 3.936190084393056954e-01 8.040195209582804217e-03 0.000000000000000000e+00 4.110411069975074792e-03 0.000000000000000000e+00 2.609084661047819664e-02 1.975602181611688657e-01
3.164913414619802690e-01 0.000000000000000000e+00 4.436670558717121376e-02 3.855080605681541206e-01 9.615637962738213598e-03 1.974575084085032888e-03 0.000000000000000000e+00 0.000000000000000000e+00 2.698793840504257191e-02 2.150557409308287149e-01
3.194362378885981513e-01 0.000000000000000000e+00 4.731273608277163090e-02 3.788403318801999431e-01 6.530158453003447570e-03 0.000000000000000000e+00 1.437004946276960408e-03 0.000000000000000000e+00 3.114943077159330886e-02 2.152940999775565523e-01
3.133412263083102944e-01 0.000000000000000000e+00 4.216059729263064298e-02 3.913112360495157871e-01 1.104981630716007739e-02 0.000000000000000000e+00 3.086327580631457665e-03 0.000000000000000000e+00 3.086483591095306317e-02 2.081859605507986877e-01
3.205152190805155010e-01 0.000000000000000000e+00 4.756998421675427691e-02 3.732388894574736882e-01 2.377568617506256241e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.042222485819196659e-02 2.258761137695582399e-01
3.289109070767777254e-01 0.000000000000000000e+00 3.504912644947782291e-02 3.920699501746670590e-01 1.250840165221598320e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.307621326964185760e-02 1.983854013772194114e-01
3.146445193642825600e-01 0.000000000000000000e+00 4.146127330916495740e-02 4.105589768291744157e-01 5.253793703908286351e-03 0.000000000000000000e+00 6.482446434418460621e-03 0.000000000000000000e+00 2.407570442270054109e-02 1.975232859363507953e-01
3.241627734068853184e-01 0.000000000000000000e+00 4.259577869493000324e-02 3.720204807092105104e-01 4.019569819315990666e-03 0.000000000000000000e+00 2.185655054560829268e-03 0.000000000000000000e+00 2.594101294486962639e-02 2.290747293702279364e-01
3.157224722270407513e-01 0.000000000000000000e+00 4.050848493245803872e-02 3.846673255177211481e-01 9.237102978551230137e-03 0.000000000000000000e+00 5.413120345214072170e-03 0.000000000000000000e+00 2.638659473606544750e-02 2.180648992629493910e-01
3.107761278393579851e-01 0.000000000000000000e+00 4.177892300130209985e-02 3.913043098734256264e-01 1.189724207753461126e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.636507538772101672e-02 2.178783218206586658e-01
