1.111112316505051961e-01 1.111109620775838219e-01 1.111110404557237169e-01 1.111111711207298791e-01 1.111112317738240929e-01 1.111112694562815251e-01 1.111109741432185494e-01 1.111109351078924945e-01 1.111111842142407380e-01
1.111112276858577941e-01 1.111109532615566359e-01 1.111110619529939864e-01 1.111111491576069615e-01 1.111112403467131582e-01 1.111112837228937361e-01 1.111109721501706143e-01 1.111109124434451895e-01 1.111111992787619379e-01
1.111112420103447379e-01 1.111109594085857577e-01 1.111110635542598146e-01 1.111111761376933765e-01 1.111112299867305642e-01 1.111112698949619781e-01 1.111109802986919165e-01 1.111109249786248476e-01 1.111111537301070207e-01
1.111112524324698869e-01 1.111109479514507392e-01 1.111110706288080813e-01 1.111111459843489996e-01 1.111112307239497526e-01 1.111112797959413201e-01 1.111109850419879086e-01 1.111109288065307288e-01 1.111111586345125690e-01
1.111112618644187200e-01 1.111109297853897782e-01 1.111110511212750201e-01 1.111111731253080770e-01 1.111112209488500646e-01 1.111112745381004907e-01 1.111109440211080213e-01 1.111109518274204233e-01 1.111111927681292799e-01
1.111112516019775315e-01 1.111109395301986130e-01 1.111110756953540418e-01 1.111111561418669652e-01 1.111112419737312756e-01 1.111112469693731064e-01 1.111109684702938499e-01 1.111109452691511623e-01 1.111111743480535929e-01
1.111112443727879928e-01 1.111109585780970382e-01 1.111110805708715177e-01 1.111111355831684022e-01 1.111112267631719358e-01 1.111112822294170327e-01 1.111109597724875692e-01 1.111109447880561790e-01 1.111111673419424017e-01
1.111112522195636942e-01 1.111109641180651336e-01 1.111110743504934023e-01 1.111111435176810741e-01 1.111112053670385846e-01 1.111112865199149063e-01 1.111109542927310040e-01 1.111109513132384485e-01 1.111111683012736689e-01
1.111112417344094078e-01 1.111109441483706939e-01 1.111110824497231198e-01 1.111111432318842573e-01 1.111112372404930021e-01 1.111112729600918780e-01 1.111109668885782303e-01 1.111109519035282239e-01 1.111111594429212562e-01
1.111112856437104085e-01 1.111109454583646960e-01 1.111110556063742566e-01 1.111111521086373954e-01 1.111112256698181117e-01 1.111112800800034550e-01 1.111109845552761127e-01 1.111109394757558710e-01 1.111111314020596513e-01
1.111112608093482168e-01 1.111109671274322502e-01 1.111110710410731228e-01 1.111111521839523580e-01 1.111112258507247486e-01 1.111112708887904144e-01 1.111109728518547279e-01 1.111109255685085589e-01 1.111111536783155329e-01
1.111112744902372496e-01 1.111109523497517265e-01 1.111110799805456462e-01 1.111111446655383833e-01 1.111112163940819186e-01 1.111112519086821515e-01 1.111109573561224750e-01 1.111109615339352791e-01 1.111111613211051702e-01
1.111112194522052427e-01 1.111109617588809939e-01 1.111110757462713677e-01 1.111111544132306478e-01 1.111112412985609949e-01 1.111112578907405418e-01 1.111109698194291950e-01 1.111109360843037103e-01 1.111111835363772227e-01
1.111112623951315270e-01 1.111109499045906390e-01 1.111110855829808980e-01 1.111111314832308322e-01 1.111112246676074639e-01 1.111112895613825258e-01 1.111109635245197957e-01 1.111109320578540643e-01 1.111111608227022957e-01
1.111112507261057536e-01 1.111109563075374923e-01 1.111110582458878643e-01 1.111111466062701530e-01 1.111112384543493370e-01 1.111112742090409750e-01 1.111109696484438164e-01 1.111109200738415875e-01 1.111111857285228821e-01
1.111112587562376464e-01 1.111109421927255203e-01 1.111110569171094020e-01 1.111111575325669926e-01 1.111112258752711968e-01 1.111112772670555110e-01 1.111109715474912635e-01 1.111109569220989635e-01 1.111111529894434624e-01
1.111112573072869369e-01 1.111109531409640722e-01 1.111110802162960237e-01 1.111111285722302527e-01 1.111112306202353267e-01 1.111112675005237610e-01 1.111109681894778545e-01 1.111109534171889068e-01 1.111111610357968932e-01
1.111112472822853303e-01 1.111109568732624731e-01 1.111110629878497985e-01 1.111111564394483137e-01 1.111112332265999092e-01 1.111112720971813850e-01 1.111109755565439228e-01 1.111109233830140236e-01 1.111111721538149133e-01
1.111112568890087193e-01 1.111109501656074167e-01 1.111110559875213427e-01 1.111111656663772151e-01 1.111112592805596072e-01 1.111112535398113277e-01 1.111109630471965176e-01 1.111109471114272440e-01 1.111111483124906374e-01
1.111112412157128360e-01 1.111109628324602194e-01 1.111110648830487824e-01 1.111111575012113661e-01 1.111111917709785291e-01 1.111113093678609276e-01 1.111109889269313034e-01 1.111109217451754783e-01 1.111111617566204607e-01
1.111112445233449347e-01 1.111109558280457682e-01 1.111110823283275734e-01 1.111111733132312679e-01 1.111112034647577379e-01 1.111112755068296293e-01 1.111109554133267868e-01 1.111109371869637152e-01 1.111111724351725588e-01
