0.000000000000000000e+00 5.837909929800515485e-01 6.405776019553481582e-02 3.521512468244137328e-01
6.068702119758168263e-03 5.837086102545657740e-01 4.952552185231709481e-02 3.606971657733590853e-01
0.000000000000000000e+00 5.866329031666539517e-01 8.016446248512171247e-02 3.332026343482244468e-01
0.000000000000000000e+00 7.138725282499135405e-01 5.104896998901456429e-02 2.350785017610717842e-01
1.473209597358490497e-01 1.377398720835790735e-01 1.250268754192888077e-01 5.899122927612830969e-01
0.000000000000000000e+00 2.457275153748305352e-01 0.000000000000000000e+00 7.542724846251694926e-01
0.000000000000000000e+00 5.893097317997884055e-01 1.422417890871369162e-01 2.684484791130747339e-01
4.821929996347964825e-04 5.471297896451010612e-01 7.377299693526755131e-02 3.786150204199966729e-01
1.695658235356395241e-03 5.681402136436107808e-01 1.322756881626994951e-01 2.978884399583334175e-01
1.280937531437395804e-01 1.124014457316732246e-01 2.380822443536368405e-01 5.214225567709503961e-01
0.000000000000000000e+00 5.269830478050612221e-01 1.157253473870888671e-01 3.572916048078497719e-01
5.322534720353118811e-04 4.706971642315229132e-01 1.755267534219071002e-01 3.532438288745347044e-01
1.568069253736791013e-02 5.919502911904008791e-01 1.284138417081433781e-01 2.639551745640879021e-01
