1.428574005764850774e-01 1.428568562686905463e-01 1.428570534817656390e-01 1.428571981016981407e-01 1.428572654642627504e-01 1.428574210266727595e-01 1.428568050804251144e-01
1.428574053743859595e-01 1.428568296672153015e-01 1.428570634420020524e-01 1.428571759434286714e-01 1.428573073190618770e-01 1.428573939582954699e-01 1.428568242956106960e-01
1.428573861564342018e-01 1.428568375144301794e-01 1.428570602845489756e-01 1.428572505717739527e-01 1.428572628931947808e-01 1.428574027734928753e-01 1.428567998061250066e-01
1.428573836579086209e-01 1.428568327378348102e-01 1.428570248798620435e-01 1.428572220229305523e-01 1.428573046275662950e-01 1.428573990775903468e-01 1.428568329963072758e-01
1.428574030169260101e-01 1.428568508475396015e-01 1.428570331537033777e-01 1.428572085097199462e-01 1.428572894803250282e-01 1.428573900320964374e-01 1.428568249596895989e-01
1.428574463166871755e-01 1.428568091134305162e-01 1.428570071969874899e-01 1.428572054458299989e-01 1.428572884863450465e-01 1.428574010548693540e-01 1.428568423858502523e-01
1.428573504330381272e-01 1.428568327914820635e-01 1.428570244480142082e-01 1.428572108882497083e-01 1.428573244505585427e-01 1.428574244141977978e-01 1.428568325744595802e-01
1.428573586774802284e-01 1.428568484769611180e-01 1.428569921109624774e-01 1.428572547009754889e-01 1.428573074228718653e-01 1.428574002038067448e-01 1.428568384069419106e-01
1.428573939046657026e-01 1.428568233341090954e-01 1.428570193080546669e-01 1.428572223442139133e-01 1.428572909010581982e-01 1.428574412867098242e-01 1.428568089211886272e-01
1.428574038706713623e-01 1.428568504978074138e-01 1.428570400622338754e-01 1.428572110844141541e-01 1.428572796952046753e-01 1.428573837508395061e-01 1.428568310388291240e-01
1.428573420549088813e-01 1.428568498574515067e-01 1.428570510126982995e-01 1.428572202940130154e-01 1.428573260098897624e-01 1.428573804037058803e-01 1.428568303673326823e-01
1.428574084492793272e-01 1.428568119794411950e-01 1.428570159421474195e-01 1.428572253998040276e-01 1.428572963206706237e-01 1.428574096048454700e-01 1.428568323038117982e-01
1.428574067680317972e-01 1.428568230478122203e-01 1.428570657767005148e-01 1.428571757006024956e-01 1.428572909008496983e-01 1.428574245021516642e-01 1.428568133038515819e-01
1.428573774900775695e-01 1.428568390739924920e-01 1.428570569768301546e-01 1.428572027669324229e-01 1.428572796678993229e-01 1.428574137643695285e-01 1.428568302598984263e-01
1.428573940893077543e-01 1.428568090905098231e-01 1.428570529720625537e-01 1.428572267217172453e-01 1.428573276364725475e-01 1.428573639398600104e-01 1.428568255500701489e-01
1.428574406798010787e-01 1.428568344166795956e-01 1.428570660528721836e-01 1.428572025921878985e-01 1.428572893505099251e-01 1.428573621815305561e-01 1.428568047264187346e-01
1.428573904194803679e-01 1.428568334998162048e-01 1.428570176683438830e-01 1.428572046338701385e-01 1.428573153838682830e-01 1.428574079691345700e-01 1.428568304254863863e-01
1.428573687307328755e-01 1.428568346852945870e-01 1.428570192260044114e-01 1.428572521978043464e-01 1.428573004990603967e-01 1.428573860293001208e-01 1.428568386318030681e-01
1.428573833856395803e-01 1.428568294110404702e-01 1.428570193147648826e-01 1.428572325276590838e-01 1.428572821298041418e-01 1.428574250587545114e-01 1.428568281723373579e-01
1.428573928845753016e-01 1.428568159449612740e-01 1.428570358694188913e-01 1.428571983880405072e-01 1.428573039761962260e-01 1.428574061996639444e-01 1.428568467371438555e-01
1.428573770932849152e-01 1.428568158306551816e-01 1.428570629837691008e-01 1.428572021123327429e-01 1.428573178874735783e-01 1.428574006134150642e-01 1.428568234790693892e-01
