1.908671472255503709e-01 0.000000000000000000e+00 2.509523290684174679e-01 3.735254045828961256e-01 9.149580024203089745e-02 7.420737280387160184e-02 1.895194607723361263e-02 0.000000000000000000e+00
1.788724454206640224e-01 0.000000000000000000e+00 2.628625695442445842e-01 3.987056427995357977e-01 6.209394215299483821e-02 5.003554177103863160e-02 4.742985831152211895e-02 0.000000000000000000e+00
2.035798638300488905e-01 0.000000000000000000e+00 2.751795866783118827e-01 3.998460816104303372e-01 4.141757532551567506e-02 4.118727168063241600e-02 3.878962087506087481e-02 0.000000000000000000e+00
1.878881667383216769e-01 0.000000000000000000e+00 2.562176784637607563e-01 3.922656772710207407e-01 7.123403561704387543e-02 9.239444190985296457e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.035625114848482464e-01 0.000000000000000000e+00 2.739572013701835895e-01 4.581738027154502180e-01 3.416397627664685688e-02 2.415619394123663666e-02 5.986314211634519329e-03 0.000000000000000000e+00
1.819506054456277722e-01 0.000000000000000000e+00 2.674860757477518503e-01 3.800422471654761880e-01 6.817320901786677600e-02 6.227220106979868691e-02 4.007566155347874748e-02 0.000000000000000000e+00
1.939467925332513665e-01 0.000000000000000000e+00 2.878346074479250505e-01 3.530502607934467019e-01 7.167323757352253577e-02 8.773772914754127128e-02 5.757372504313184279e-03 0.000000000000000000e+00
2.013907489490442959e-01 0.000000000000000000e+00 2.655196496998659672e-01 3.914819835614211652e-01 5.501098762301084161e-02 5.280100019986806725e-02 3.379562996678952408e-02 0.000000000000000000e+00
1.874962339452221627e-01 0.000000000000000000e+00 2.559204958612556480e-01 4.066118684790072657e-01 4.998080397342695436e-02 6.971421624295603969e-02 3.027638149813193999e-02 0.000000000000000000e+00
2.056774914931623344e-01 0.000000000000000000e+00 2.719707397494591228e-01 3.713220730600939046e-01 7.286194771792213476e-02 5.863050364829296840e-02 1.953724433106965655e-02 0.000000000000000000e+00
1.905455683617160445e-01 0.000000000000000000e+00 2.870895281991567294e-01 3.651334877632644305e-01 7.170070397723074529e-02 5.929980574135679250e-02 2.623090595727518501e-02 0.000000000000000000e+00
1.765150005505319308e-01 0.000000000000000000e+00 2.618263614520499605e-01 4.262204156641091757e-01 4.589278925625327882e-02 3.756103066823346381e-02 5.198440240882214181e-02 0.000000000000000000e+00
1.687733366464648499e-01 0.000000000000000000e+00 2.862944423251833626e-01 3.788492081114537280e-01 8.709821698030767445e-02 6.622787781745917424e-02 1.275691811913114149e-02 0.000000000000000000e+00
1.533538219084758791e-01 0.000000000000000000e+00 2.681488005995947832e-01 3.858063569089225098e-01 9.469985649780003623e-02 8.007672768717905010e-02 1.791443639802777280e-02 0.000000000000000000e+00
1.862103228817611755e-01 0.000000000000000000e+00 2.808487707307915082e-01 4.049332360680400478e-01 6.919066929727506199e-02 3.174575620424908290e-02 2.707124481788302992e-02 0.000000000000000000e+00
2.200242331956367425e-01 0.000000000000000000e+00 2.791848423861939543e-01 3.976949719400207361e-01 4.867840701622926786e-02 3.345379601829509553e-02 2.096374944362423831e-02 0.000000000000000000e+00
1.943244048456915507e-01 1.266502825530407307e-02 2.752075897745218103e-01 3.765971014930133975e-01 5.140900748350835797e-02 7.673016824226565336e-02 1.306669990569503566e-02 0.000000000000000000e+00
1.921207623989119595e-01 0.000000000000000000e+00 2.528186623742144645e-01 4.069074170395554080e-01 5.782681563913986272e-02 5.627436725828548897e-02 3.405197528989283018e-02 0.000000000000000000e+00
1.637734880491240053e-01 0.000000000000000000e+00 2.435738052283633603e-01 4.185338165987651515e-01 7.108977729517458599e-02 5.924049912161351988e-02 4.378861370695942556e-02 0.000000000000000000e+00
1.473548862656486880e-01 0.000000000000000000e+00 2.830524853953007569e-01 3.900481147575829421e-01 9.218704243539566079e-02 5.204342527652434242e-02 3.531404586954771385e-02 0.000000000000000000e+00
1.713847031801699894e-01 0.000000000000000000e+00 2.866833525572125008e-01 4.211788240660199745e-01 4.627617329515773537e-02 7.447694690143971674e-02 0.000000000000000000e+00 0.000000000000000000e+00
