9.887220997129054778e-01 1.127790028709462974e-02
9.507690785650048104e-01 4.923092143499509937e-02
9.955161832600671890e-01 4.483816739932839669e-03
9.620334690709325676e-01 3.796653092906734223e-02
9.929446865661066823e-01 7.055313433893318532e-03
9.864928613057241114e-01 1.350713869427581405e-02
9.752679336196610205e-01 2.473206638033887544e-02
9.850854674367167663e-01 1.491453256328319904e-02
9.754570166192738645e-01 2.454298338072609387e-02
9.717857211667985107e-01 2.821427883320147198e-02
9.719862364694146217e-01 2.801376353058535745e-02
9.781283064041534914e-01 2.187169359584641842e-02
9.978072287221890768e-01 2.192771277810832541e-03
9.898948557588356234e-01 1.010514424116444945e-02
9.632577982833561148e-01 3.674220171664391299e-02
9.962608199206589576e-01 3.739180079341102199e-03
9.898409286551526076e-01 1.015907134484745657e-02
9.844446591759066223e-01 1.555534082409332046e-02
9.863878551069097389e-01 1.361214489309030100e-02
9.927789747675622722e-01 7.221025232437801485e-03
9.993305530065209608e-01 6.694469934790237388e-04
