3.333353159308649616e-01 3.333321536662533502e-01 3.333325304028816327e-01
3.333354566825560972e-01 3.333318997732464539e-01 3.333326435441975044e-01
3.333353396784118905e-01 3.333320370257065735e-01 3.333326232958814805e-01
3.333353795876104475e-01 3.333321200302192255e-01 3.333325003821703825e-01
3.333354812057978678e-01 3.333321522170647477e-01 3.333323665771374400e-01
3.333357656598223695e-01 3.333318602341372450e-01 3.333323741060404410e-01
3.333352077384522105e-01 3.333322161939655248e-01 3.333325760675823757e-01
3.333353228840528759e-01 3.333324215686369052e-01 3.333322555473101634e-01
3.333355329646399134e-01 3.333320416672184150e-01 3.333324253681417271e-01
3.333355015080905481e-01 3.333320145174875071e-01 3.333324839744220003e-01
3.333351076150448677e-01 3.333322413765014702e-01 3.333326510084537175e-01
3.333356882825922463e-01 3.333319861653009641e-01 3.333323255521067896e-01
3.333354571253326903e-01 3.333318460781504178e-01 3.333326967965169474e-01
3.333353042080272610e-01 3.333320764735205888e-01 3.333326193184520947e-01
3.333354362666728909e-01 3.333318768689373934e-01 3.333326868643897711e-01
3.333355744104190554e-01 3.333318966427528673e-01 3.333325289468280217e-01
3.333354552523141168e-01 3.333320619699661758e-01 3.333324827777196520e-01
3.333353066571905776e-01 3.333322341371126041e-01 3.333324592056967628e-01
3.333354896160375946e-01 3.333320709770521417e-01 3.333324394069102081e-01
3.333354629018193127e-01 3.333319352921810252e-01 3.333326018059996065e-01
3.333353000323153181e-01 3.333319413856691282e-01 3.333327585820154981e-01
