1.111112316505053627e-01 1.111109620775835444e-01 1.111110404557235087e-01 1.111111711207299346e-01 1.111112317738242733e-01 1.111112694562817749e-01 1.111109741432185355e-01 1.111109351078922586e-01 1.111111842142408074e-01
1.111112276858578773e-01 1.111109532615564000e-01 1.111110619529939725e-01 1.111111491576070170e-01 1.111112403467133247e-01 1.111112837228940137e-01 1.111109721501703645e-01 1.111109124434448703e-01 1.111111992787620212e-01
1.111112420103449600e-01 1.111109594085853830e-01 1.111110635542597036e-01 1.111111761376934876e-01 1.111112299867307168e-01 1.111112698949623112e-01 1.111109802986916945e-01 1.111109249786245839e-01 1.111111537301071317e-01
1.111112524324701922e-01 1.111109479514504755e-01 1.111110706288079980e-01 1.111111459843490690e-01 1.111112307239498914e-01 1.111112797959415005e-01 1.111109850419879364e-01 1.111109288065303957e-01 1.111111586345126384e-01
1.111112618644190669e-01 1.111109297853895145e-01 1.111110511212749508e-01 1.111111731253081464e-01 1.111112209488502450e-01 1.111112745381007127e-01 1.111109440211077992e-01 1.111109518274201874e-01 1.111111927681294326e-01
1.111112516019778784e-01 1.111109395301983632e-01 1.111110756953539724e-01 1.111111561418670485e-01 1.111112419737314422e-01 1.111112469693733146e-01 1.111109684702935307e-01 1.111109452691507599e-01 1.111111743480536485e-01
1.111112443727881594e-01 1.111109585780968578e-01 1.111110805708714067e-01 1.111111355831684161e-01 1.111112267631721856e-01 1.111112822294172964e-01 1.111109597724873888e-01 1.111109447880559292e-01 1.111111673419424989e-01
1.111112522195638885e-01 1.111109641180650920e-01 1.111110743504933329e-01 1.111111435176811435e-01 1.111112053670387512e-01 1.111112865199150868e-01 1.111109542927308236e-01 1.111109513132381849e-01 1.111111683012736689e-01
1.111112417344095465e-01 1.111109441483704302e-01 1.111110824497230642e-01 1.111111432318843267e-01 1.111112372404932241e-01 1.111112729600920862e-01 1.111109668885780222e-01 1.111109519035279880e-01 1.111111594429213256e-01
1.111112856437106444e-01 1.111109454583643769e-01 1.111110556063742011e-01 1.111111521086374510e-01 1.111112256698183198e-01 1.111112800800036632e-01 1.111109845552759462e-01 1.111109394757556212e-01 1.111111314020596791e-01
1.111112608093484805e-01 1.111109671274320559e-01 1.111110710410730534e-01 1.111111521839524691e-01 1.111112258507249428e-01 1.111112708887906780e-01 1.111109728518544643e-01 1.111109255685083230e-01 1.111111536783155329e-01
1.111112744902377214e-01 1.111109523497514073e-01 1.111110799805454380e-01 1.111111446655384111e-01 1.111112163940820852e-01 1.111112519086822903e-01 1.111109573561221975e-01 1.111109615339351125e-01 1.111111613211052673e-01
1.111112194522053676e-01 1.111109617588808135e-01 1.111110757462713122e-01 1.111111544132307311e-01 1.111112412985612447e-01 1.111112578907407916e-01 1.111109698194289869e-01 1.111109360843034327e-01 1.111111835363773476e-01
1.111112623951317768e-01 1.111109499045904309e-01 1.111110855829808008e-01 1.111111314832308461e-01 1.111112246676075888e-01 1.111112895613827617e-01 1.111109635245195598e-01 1.111109320578537452e-01 1.111111608227023512e-01
1.111112507261059756e-01 1.111109563075372286e-01 1.111110582458878504e-01 1.111111466062702086e-01 1.111112384543495174e-01 1.111112742090412803e-01 1.111109696484436221e-01 1.111109200738412822e-01 1.111111857285229793e-01
1.111112587562378407e-01 1.111109421927252844e-01 1.111110569171093604e-01 1.111111575325671036e-01 1.111112258752713772e-01 1.111112772670557330e-01 1.111109715474910692e-01 1.111109569220987414e-01 1.111111529894435873e-01
1.111112573072871729e-01 1.111109531409639056e-01 1.111110802162960376e-01 1.111111285722302666e-01 1.111112306202353683e-01 1.111112675005239969e-01 1.111109681894775908e-01 1.111109534171887264e-01 1.111111610357969764e-01
1.111112472822855524e-01 1.111109568732622371e-01 1.111110629878497152e-01 1.111111564394483830e-01 1.111112332266000480e-01 1.111112720971816070e-01 1.111109755565437285e-01 1.111109233830137044e-01 1.111111721538150104e-01
1.111112568890089691e-01 1.111109501656072640e-01 1.111110559875212178e-01 1.111111656663773123e-01 1.111112592805597044e-01 1.111112535398115775e-01 1.111109630471962401e-01 1.111109471114270081e-01 1.111111483124907345e-01
1.111112412157130996e-01 1.111109628324600251e-01 1.111110648830487546e-01 1.111111575012114355e-01 1.111111917709786817e-01 1.111113093678612329e-01 1.111109889269311507e-01 1.111109217451751313e-01 1.111111617566205717e-01
1.111112445233451845e-01 1.111109558280455600e-01 1.111110823283274762e-01 1.111111733132314344e-01 1.111112034647578628e-01 1.111112755068299068e-01 1.111109554133264954e-01 1.111109371869633544e-01 1.111111724351726976e-01
