3.333353132057569890e-01 3.333324260197808586e-01 3.333322607744621524e-01
3.333351986192052974e-01 3.333322216402662130e-01 3.333325797405285451e-01
3.333352970599047782e-01 3.333322394999018168e-01 3.333324634401932940e-01
3.333354525460707207e-01 3.333319421105509495e-01 3.333326053433783298e-01
3.333357200339056581e-01 3.333319028667820483e-01 3.333323770993121826e-01
3.333354260354526311e-01 3.333318839717225868e-01 3.333326899928247267e-01
3.333352640192986938e-01 3.333321506940087886e-01 3.333325852866924621e-01
3.333353062857477012e-01 3.333321594208660255e-01 3.333325342933862179e-01
3.333352904703130726e-01 3.333319481677941010e-01 3.333327613618927709e-01
3.333357538304682621e-01 3.333318674159441164e-01 3.333323787535876770e-01
3.333354707546970497e-01 3.333321579811773239e-01 3.333323712641256820e-01
3.333355635063253164e-01 3.333319036531731117e-01 3.333325328405015164e-01
3.333350989863566594e-01 3.333322467091818786e-01 3.333326543044614620e-01
3.333354467984022684e-01 3.333318533290128283e-01 3.333326998725848478e-01
3.333354449301792477e-01 3.333320681682510611e-01 3.333324869015697467e-01
3.333356768285529736e-01 3.333319927328755594e-01 3.333323304385714114e-01
3.333354463527202216e-01 3.333319067624496146e-01 3.333326468848302193e-01
3.333353696345054962e-01 3.333321259497040723e-01 3.333325044157903760e-01
3.333355768598720292e-01 3.333320304772400822e-01 3.333323926628878331e-01
3.333353239071460417e-01 3.333322468528108207e-01 3.333324292400430822e-01
3.333353299218235199e-01 3.333320433464306287e-01 3.333326267317457958e-01
