3.333354801042502924e-01 3.333321528523438548e-01 3.333323670434057973e-01
3.333354885128061995e-01 3.333320716480275281e-01 3.333324398391662169e-01
3.333354181848697806e-01 3.333321182375823533e-01 3.333324635775478662e-01
3.333356185499196656e-01 3.333318718115761414e-01 3.333325096385041375e-01
3.333352724570847747e-01 3.333321455277026280e-01 3.333325820152125418e-01
3.333352067771565563e-01 3.333322167834211758e-01 3.333325764394222124e-01
3.333356870726346677e-01 3.333319868746668080e-01 3.333323260526984133e-01
3.333355003993744847e-01 3.333320152207758236e-01 3.333324843798497472e-01
3.333353218608075541e-01 3.333324220582227770e-01 3.333322560809695578e-01
3.333354351839143415e-01 3.333318776344919576e-01 3.333326871815936454e-01
3.333354555868103808e-01 3.333319005316462413e-01 3.333326438815432669e-01
3.333352990277423378e-01 3.333319421088057344e-01 3.333327588634518168e-01
3.333353326066199052e-01 3.333322421102278277e-01 3.333324252831523782e-01
3.333357644216664584e-01 3.333318610108194080e-01 3.333323745675141336e-01
3.333354401792397725e-01 3.333319377221856672e-01 3.333326220985746713e-01
3.333353149148879369e-01 3.333321543016574129e-01 3.333325307834545947e-01
3.333357304687107892e-01 3.333318966155590091e-01 3.333323729157302018e-01
3.333353785367382249e-01 3.333321206825354821e-01 3.333325007807262375e-01
3.333354618107499667e-01 3.333319360295005640e-01 3.333326021597495248e-01
3.333355318380158416e-01 3.333320423525376053e-01 3.333324258094466086e-01
3.333356892978324160e-01 3.333317643899694760e-01 3.333325463121981636e-01
