2.506110615726270252e-01 7.493889384273730858e-01
1.780059334102228677e-02 9.821994066589777583e-01
3.462203536214964600e-02 9.653779646378503054e-01
1.325834436958240603e-01 8.674165563041758009e-01
4.139417632488066601e-01 5.860582367511932844e-01
4.386326810814759614e-01 5.613673189185239831e-01
4.407051216071511401e-02 9.559294878392847750e-01
1.676856011293453574e-01 8.323143988706547258e-01
2.735981159030473897e-01 7.264018840969524993e-01
4.134631387429257288e-01 5.865368612570742712e-01
1.609927454224191479e-01 8.390072545775808521e-01
1.823330982545576240e-01 8.176669017454424315e-01
3.553124914372757792e-01 6.446875085627241653e-01
4.135741530832143242e-01 5.864258469167855647e-01
