"SBS3"	"SBS5"	"SBS40c"	"SBS92"	"SBS94"
0.138976127591328	0.159209562879638	0.342680981297593	0.168525197301962	0.190608130929478
0.23087419345609	0.259971026449253	0.181601330551232	0.125093558448624	0.202459891094801
0.150570252010254	0.396102059444738	0.127069844274316	0.119227074255841	0.207030770014851
0.248316589197708	0.338912921544625	0.0918367343539639	0.145452570637454	0.175481184266249
0.179091943744233	0.0648189507105601	0.284325335329254	0.199318327349275	0.272445442866677
0.233175132313909	0.208071125396519	0.191139656146408	0.250409453347043	0.11720463279612
0.245337233156818	0.278875414790433	0.192642340938926	0.19373236294683	0.0894126481669927
0.254489980430687	0.20949608340918	0.141397020303014	0.283362073591214	0.111254842265905
0.165315667173287	0.133920626989838	0.343515472459953	0.191425201312645	0.165823032064277
0.14027887812696	0.136244449158103	0.185881567285022	0.253788111898941	0.283806993530974
0.238684332315455	0.319201757355271	0.0825747045862216	0.210439044370473	0.14910016137258
0.22288246700575	0.140519883903352	0.25992800943689	0.187727994280733	0.188941645373276
0.230909138538664	0.173592435270633	0.193896546290392	0.197571770202325	0.204030109697987
0.239464755976142	0.221795762986994	0.200107588035533	0.192162847034331	0.146469045967
0.12768269097139	0.266578684793469	0.213605702374127	0.21655940627456	0.175573515586455
0.217698522829615	0.154249224462532	0.299937730891179	0.164114036689347	0.164000485127327
0.0858924087056034	0.225881361744322	0.228309986131627	0.193478387214008	0.26643785620444
0.166776750985985	0.11677794174131	0.39933552890568	0.12514683681713	0.191962941549895
0.242600663779172	0.116481414246228	0.211975806673489	0.151619635745923	0.277322479555189
0.0983938482661781	0.323912384696129	0.226599456848086	0.201647501012417	0.14944680917719
0.279299847262079	0.0590406808303241	0.195887342414094	0.352158125593349	0.113614003900154
0.249741250030862	0.145963300313349	0.309671430101702	0.148215212602572	0.146408806951515
0.144867178729828	0.312706032871359	0.226192445037827	0.0993917347103735	0.216842608650614
0.327108458380114	0.18506058333203	0.257470915971796	0.126961063611166	0.103398978704895
0.0998192064172144	0.159929732032534	0.307430393091599	0.146131490103487	0.286689178355166
0.233372439550987	0.169291405709321	0.239831541779919	0.21041784899512	0.147086763964653
0.1695041262584	0.250893118722062	0.258639404568007	0.147827944253946	0.173135406197586
0.329012378584791	0.174235802752707	0.25114762267155	0.157059772220354	0.0885444237705972
0.197069096145253	0.167976438764521	0.298948359509402	0.162123009439334	0.173883096141491
0.134535559984851	0.081298932334792	0.183103485889466	0.282816556654599	0.318245465136293
0.195180810622513	0.0918112281014526	0.338289143174962	0.155630629677188	0.219088188423884
0.0725765212501602	0.202021058185662	0.301451607377358	0.197198354960966	0.226752458225854
0.286241463739046	0.115833367916025	0.12917055163983	0.2510422688431	0.217712347861999
0.133535756277299	0.382900980416942	0.186575825519782	0.109722553046584	0.187264884739393
0.114852806095294	0.323880101400454	0.16173505439365	0.157866658521788	0.241665379588815
0.0895163339802948	0.219296785040174	0.273269872671077	0.180870749417393	0.237046258891061
0.230860954306199	0.171958494782605	0.202599229271516	0.206195440801714	0.188385880837966
0.199811348010544	0.259836637897816	0.162879923587568	0.175354004390643	0.202118086113428
0.0889803151291539	0.155220592359541	0.146374626217031	0.282892809004797	0.326531657289477
0.244318249329194	0.285526022862998	0.245220476991039	0.110894481946755	0.114040768870014
0.298057531042879	0.167336024725174	0.162983670930793	0.12137868772763	0.250244085573524
0.217157267740802	0.17167473457784	0.149311419565078	0.304125750988368	0.157730827127912
0.179899361088154	0.247317953452254	0.119401327057492	0.192268764955513	0.261112593446587
0.223916617249693	0.11061903179141	0.145190224838012	0.296070978820372	0.224203147300513
0.211969567061607	0.348655896986214	0.256211149037076	0.0490154099153054	0.134147976999798
0.229411191217081	0.199669330255393	0.226981848049902	0.156107501758459	0.187830128719164
0.268648615601028	0.205642422443753	0.227900842153247	0.10345175513466	0.194356364667312
0.154570686251209	0.128656197876342	0.316026889147408	0.170184684938586	0.230561541786455
0.14527560972931	0.305740054847477	0.229131460555471	0.16931147266617	0.150541402201573
0.0489791475109163	0.203899255125634	0.261234093142667	0.116356831678069	0.369530672542714
0.369060010144515	0.100149334052301	0.188354430180048	0.211863042728424	0.130573182894712
0.160642028885321	0.176475709451537	0.399336894907406	0.159001483478826	0.104543883276909
0.127539326299501	0.202980926495229	0.128250481110721	0.163715527957307	0.377513738137242
0.0990854003799997	0.406570189775991	0.137385770723387	0.158384872717652	0.19857376640297
0.234191854944225	0.131417439765147	0.146906837829139	0.243536604568007	0.243947262893483
0.215655564869056	0.282217474988808	0.235611594977356	0.0976328255805862	0.168882539584194
0.103291984922172	0.272379916590277	0.239538012668688	0.156696256416	0.228093829402864
0.139098686770723	0.423195805507614	0.148268906165548	0.0944022479155101	0.195034353640605
0.196967680346964	0.164291517934808	0.195728561082679	0.181179738089885	0.261832502545664
0.133846787204519	0.300312582459253	0.101358740330101	0.234918195131979	0.229563694874149
0.208455349203088	0.270116568912643	0.180096829700274	0.267819213329841	0.0735120388541551
0.26483805586524	0.275104543033296	0.175213664640337	0.133446070764198	0.151397665696929
0.137156199228501	0.338877936015318	0.0863598587366929	0.249809997615427	0.18779600840406
0.381440271250281	0.0916318069462574	0.093082699038033	0.226988438714569	0.206856784050859
0.175936335893813	0.129579589627706	0.319850445211337	0.101971233743957	0.272662395523187
0.335342986391017	0.117984222744893	0.184218795284373	0.164788761722759	0.197665233856958
0.146581061464381	0.413668991567986	0.147348478682714	0.113246429102267	0.179155039182652
0.216902672867095	0.24373492394624	0.26512231074528	0.0977087377079507	0.176531354733434
0.250877643093852	0.155607177674178	0.156507590407387	0.222466410631783	0.2145411781928
0.240822617513613	0.176126382175212	0.243889145628078	0.181625167456369	0.157536687226728
0.158005588883477	0.109688761086381	0.305168345664641	0.19006479722161	0.237072507143891
0.304883015066264	0.073947136360477	0.123472330548914	0.267515959913523	0.230181558110822
0.298465479896485	0.201502512332631	0.0893950874103677	0.216150986135225	0.194485934225291
0.0794984249225241	0.265736871108009	0.2339393850198	0.159615471640086	0.261209847309581
0.153397732385072	0.219461938399114	0.227542751565483	0.196000758917254	0.203596818733077
0.246400164089795	0.131440972646762	0.23252414172528	0.259392062664699	0.130242658873464
0.282397136628151	0.179239525330614	0.11474377711873	0.212341822871263	0.211277738051243
0.295231628496026	0.191714612609678	0.0665809056348841	0.248567713220078	0.197905140039334
0.119926973170858	0.115517490009516	0.173212775764762	0.400251862173696	0.191090898881168
0.216883497169459	0.17561171513182	0.313073367775773	0.148282114109972	0.146149305812976
0.12890930149983	0.18966079998143	0.236300514981882	0.226068912310845	0.219060471226013
0.190772355440996	0.123861066930089	0.249075813014078	0.267544971053387	0.168745793561451
0.252186576932544	0.175340172964968	0.228994357056816	0.171221422166457	0.172257470879215
0.147887653100708	0.28526670319254	0.103381438570476	0.249326237115367	0.214137968020909
0.257223939089701	0.233800668621667	0.113256056985533	0.217361615666944	0.178357719636155
0.165379219487153	0.15083448867342	0.232642321209255	0.194408288864034	0.256735681766138
0.193131353193155	0.166336598295271	0.209328451116471	0.137990271564998	0.293213325830104
0.141700751103217	0.199799573221631	0.161748200688309	0.254361662354837	0.242389812632006
0.217689979136359	0.147354131569009	0.274898887472564	0.131261789841735	0.228795211980333
0.109489045784028	0.328554353681286	0.106128814868778	0.197779141598194	0.258048644067714
0.206972196546151	0.131331720710012	0.189412845360813	0.220878780377567	0.251404457005458
0.297936126576261	0.118772743884704	0.225415044933518	0.23346696592003	0.124409118685488
0.143438411569495	0.146529541161808	0.202623394145237	0.182355291545049	0.325053361578411
0.228725116904047	0.152248046087448	0.174143185258453	0.321891110407281	0.122992541342771
0.233597267896627	0.202002813005216	0.192712064013097	0.164989281920964	0.206698573164095
0.287603906770437	0.163547483698191	0.195600861117521	0.185609291465317	0.167638456948534
0.0371818153038701	0.348898142159946	0.252067170697258	0.0980429921577088	0.263809879681218
0.242815069106729	0.258246697675976	0.181741643831126	0.0867405265695868	0.230456062816583
0.103005022832341	0.183157915876194	0.405413677900475	0.141133016928135	0.167290366462855
0.213794446587772	0.274767917807333	0.152296567284526	0.254714349937891	0.104426718382477
