"SBS3"	"SBS5"	"SBS40c"	"SBS92"	"SBS94"
0.533118856528846	0.167433367829007	0.133955064968026	0	0.165492710674121
0.136687070716452	0.254492747339737	0.159119079894642	0.154597721932926	0.295103380116243
0.0895482862269255	0.0313229701419138	0.370642594168392	0	0.508486149462768
0.397321386815675	0.0793524167464889	0.0690900468801643	0.248839063626569	0.205397085931103
0.0279513523068153	0.61263300661221	0.142856657031101	0.0239702399243263	0.192588744125547
0.245185740884449	0.189714112168547	0.196919162333716	0.368180984613288	0
0.392037263698438	0	0.226861603426098	0.247611695135496	0.133489437739968
0	0.0894781399781662	0.7808112906922	0	0.129710569329633
0	0.376738657620321	0	0.52697370856088	0.0962876338187987
0.157578769659114	0.541534874977705	0	0.0447015791056808	0.256184776257501
0.336000931534827	0.163249160226424	0.0330825703607658	0.432429282316957	0.0352380555610267
0.322716898274665	0	0.186024546135976	0.125110817641652	0.366147737947708
0	0.318363620759593	0.199911013408958	0	0.481725365831449
0.0816645635804956	0.149685627368373	0.0241447578435325	0.354397203695602	0.390107847511998
0.375241113272355	0.125958832683645	0.429442521913557	0.0693575321304433	0
0	0	0.676766602819856	0.323233397180144	0
0.166220679561318	0	0.597484556834231	0.163887051666128	0.0724077119383223
0	0.530299214291707	0.272422166980603	0.0225559088668897	0.1747227098608
0	0.207110737781883	0.160601663578433	0.306201387170921	0.326086211468763
0.174205545629203	0.225269484750972	0	0.103886915029768	0.496638054590057
0.235782569809929	0.190172349463315	0.157135831164607	0.41690924956215	0
0.364054738511979	0.135432896649273	0.00325281765441749	0.387957060049851	0.10930248713448
0	0.451455320140204	0.291919241277655	0.152360628570535	0.104264810011606
0.365476224610136	0.0871544247247142	0.219856338242041	0.00465182535609683	0.322861187067012
0.352646673181625	0.0208769539689419	0.0122686515197915	0.2042011604288	0.410006560900841
0.224553625727676	0	0.742451266710495	0.0329951075618286	0
0.00960033885218059	0.0306684464708758	0.722045346708997	0.212793818713354	0.0248920492545919
0.175513591956935	0.152121469471022	0.247448078810427	0.207228139921126	0.21768871984049
0	0.53947605814199	0.119096511888024	0.15739718500829	0.184030244961696
0.0845978338364027	0.591195786410081	0	0.0358927451665778	0.288313634586939
0.087089241605493	0.409314515966529	0.318722728845736	0.154912149336437	0.0299613642458039
