SBS3	SBS5	SBS40c	SBS92	SBS94
0	0	0.754901960784314	0	0.245098039215686
0	0	0.737373737373737	0	0.262626262626263
0	0.705103969754253	0	0	0.294896030245747
0	0.719101123595506	0	0	0.280898876404494
0	0	0.674509803921569	0	0.325490196078431
0.427165354330709	0	0.572834645669291	0	0
0	1	0	0	0
0	0	0.660852713178295	0.339147286821705	0
0	0	0.743083003952569	0	0.256916996047431
0	0	0.692898272552783	0	0.307101727447217
0	0.764814814814815	0	0	0.235185185185185
0	0	0.73	0	0.27
0	0	0.685393258426966	0	0.314606741573034
0.425438596491228	0	0.574561403508772	0	0
0	0	0.676982591876209	0.323017408123791	0
0	0	1	0	0
0	0.679920477137177	0	0	0.320079522862823
0	0	0.728952772073922	0	0.271047227926078
0.395112016293279	0	0	0.311608961303462	0.293279022403259
0	0.739371534195933	0	0	0.260628465804067
0.51380042462845	0	0	0.48619957537155	0
0	0	0.748927038626609	0	0.251072961373391
0	0	0.72972972972973	0	0.27027027027027
0.49685534591195	0	0.50314465408805	0	0
0	0	0.734913793103448	0	0.265086206896552
0	0	0.740812379110251	0	0.259187620889749
0	0	1	0	0
0.440313111545988	0	0.559686888454012	0	0
0	0	1	0	0
0	0	0.618661257606491	0	0.381338742393509
0	0	0.74020618556701	0	0.25979381443299
0	0	0	0.619718309859155	0.380281690140845
0.60337552742616	0	0	0.39662447257384	0
0	0.724137931034483	0	0	0.275862068965517
0	0	0.748987854251012	0	0.251012145748988
0	0	0.712890625	0	0.287109375
0.484472049689441	0	0.515527950310559	0	0
0	0	0.727099236641221	0	0.272900763358779
0	0	0.62962962962963	0	0.37037037037037
0	0.757028112449799	0	0	0.242971887550201
0.41260162601626	0	0	0.300813008130081	0.286585365853659
0	0.704672897196262	0	0	0.295327102803738
0	0.665188470066519	0	0	0.334811529933481
0	0	0	0.593810444874275	0.406189555125725
0.417190775681342	0	0.582809224318658	0	0
0.486	0	0.514	0	0
0	0	0.737373737373737	0	0.262626262626263
0	0	0.657894736842105	0	0.342105263157895
0	0.75049504950495	0	0	0.24950495049505
0	0	0.670542635658915	0	0.329457364341085
0.517745302713987	0	0.482254697286013	0	0
0	0	1	0	0
0	0.504638218923933	0	0	0.495361781076067
0	0.710227272727273	0	0	0.289772727272727
0	0	0.665995975855131	0	0.334004024144869
0	0	1	0	0
0	0.701030927835051	0	0	0.298969072164948
0	0.708097928436911	0	0	0.291902071563089
0	0	0	0.549295774647887	0.450704225352113
0	0.682539682539683	0	0	0.317460317460317
0	1	0	0	0
0	0.714592274678112	0	0	0.285407725321888
0	0.710743801652893	0	0	0.289256198347107
0.669456066945607	0	0	0.330543933054393	0
0	0	0.68936170212766	0	0.31063829787234
0.677018633540373	0	0	0.322981366459627	0
0	0	1	0	0
0	0	0.745867768595041	0	0.254132231404959
0	0	0.686200378071834	0	0.313799621928166
0.470707070707071	0	0.529292929292929	0	0
0	0	0.668032786885246	0	0.331967213114754
0.621722846441948	0	0	0.378277153558052	0
0.563265306122449	0	0	0.436734693877551	0
0	0	0.727095516569201	0	0.272904483430799
0	0	0.734406438631791	0	0.265593561368209
0.454191033138402	0	0	0.545808966861598	0
0.603809523809524	0	0	0.396190476190476	0
0.673151750972763	0	0	0.326848249027237	0
0	0	0.620352250489237	0.379647749510763	0
0	0	1	0	0
0	0	0.722753346080306	0	0.277246653919694
0	0	1	0	0
0.456140350877193	0	0.543859649122807	0	0
0	0	0	0.64952380952381	0.35047619047619
0	0.716	0	0	0.284
0	0	0.669039145907473	0	0.330960854092527
0	0	0.611001964636542	0	0.388998035363458
0	0.657620041753653	0	0	0.342379958246347
0	0	0.682926829268293	0	0.317073170731707
0	0.654320987654321	0	0	0.345679012345679
0.63872255489022	0	0	0.36127744510978	0
0	0	0.751054852320675	0	0.248945147679325
0	0	0.62993762993763	0	0.37006237006237
0.513292433537832	0	0	0.486707566462168	0
0	0	0.656441717791411	0	0.343558282208589
0	0	0.729838709677419	0	0.270161290322581
0	0	0.702	0	0.298
0	0	0.691848906560636	0	0.308151093439364
0	0	1	0	0
0	1	0	0	0
