"SBS3"	"SBS5"	"SBS40c"	"SBS92"	"SBS94"
1	0	0	0	0
0	0.73416876660005	0	0	0.26583123339995
0	0	0.309373810686501	0	0.690626189313499
1	0	0	0	0
0	1	0	0	0
0.411545204466037	0	0	0.588454795533963	0
1	0	0	0	0
0	0	1	0	0
0	0	0	1	0
0	1	0	0	0
0.561543725929313	0	0	0.438456274070688	0
1	0	0	0	0
0	0.33428698374577	0	0	0.66571301625423
0	0	0	0.503963923033397	0.496036076966603
0.426057484503498	0	0.573942515496502	0	0
0	0	1	0	0
0	0	1	0	0
0	1	0	0	0
0	0	0	0.629167023819105	0.370832976180895
0	0	0	0	1
0.280696600669155	0	0	0.719303399330845	0
1	0	0	0	0
0	1	0	0	0
1	0	0	0	0
1	0	0	0	0
0	0	1	0	0
0	0	1	0	0
0.0299598232047344	0	0.970040176795266	0	0
0	1	0	0	0
0	1	0	0	0
0	1	0	0	0
0.938470733660382	0	0	0	0.0615292663396184
0.143583508507015	0	0.856416491492985	0	0
0	0.843304692039046	0	0	0.156695307960954
0	0	1	0	0
0	1	0	0	0
0.750427427960283	0	0	0.249572572039717	0
0	0.929404967004563	0.0705950329954369	0	0
0	1	0	0	0
0	1	0	0	0
0	0.395540378070968	0.604459621929032	0	0
1	0	0	0	0
0	0	1	0	0
0	0	0.0983263016921787	0	0.901673698307821
0	0	0	0	1
0	0	0	0.584603625332084	0.415396374667916
0.758540902124011	0	0	0.241459097875989	0
0	0	1	0	0
0	0	1	0	0
0	0	1	0	0
0	0.51118050207047	0	0	0.48881949792953
0.471452172859735	0	0	0.229715391934013	0.298832435206253
0	0	1	0	0
0	0	1	0	0
0	0.215811728752752	0.784188271247248	0	0
1	0	0	0	0
0.448851885958433	0.551148114041567	0	0	0
0	0	0.955430948036565	0	0.0445690519634354
0.522449471869886	0.477550528130114	0	0	0
0	0	1	0	0
0	0	1	0	0
0	0	1	0	0
0.724735744496893	0	0.275264255503107	0	0
1	0	0	0	0
1	0	0	0	0
0	1	0	0	0
0	0	0	1	0
1	0	0	0	0
0	0	1	0	0
0	0.99430936016251	0	0	0.00569063983748977
0	0	0	0.106240840827012	0.893759159172988
0	1	0	0	0
0	0	0.565436412077818	0	0.434563587922182
1	0	0	0	0
0	1	0	0	0
0.565367054152638	0	0	0.434632945847362	0
1	0	0	0	0
0	1	0	0	0
0	1	0	0	0
0	0	0	1	0
0.583979331892362	0	0	0	0.416020668107638
0	1	0	0	0
0	0	1	0	0
0.0816737985673999	0	0	0.9183262014326	0
0.670591174364604	0	0	0	0.329408825635396
0.76924654388384	0	0	0.23075345611616	0
0	0.73577916467049	0	0	0.26422083532951
0	0	1	0	0
0.895597069244187	0.104402930755813	0	0	0
0	1	0	0	0
0	1	0	0	0
0	0	1	0	0
0	0	1	0	0
1	0	0	0	0
0	0	0	1	0
0	1	0	0	0
0	1	0	0	0
0.143912588383006	0	0	0.856087411616994	0
0	0	0	0	1
0	1	0	0	0
