	SBS3	SBS4	SBS5	SBS8	SBS9	SBS12	SBS25	SBS26	SBS29	SBS35	SBS37	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS44	SBS46	SBS89	SBS92	SBS93	SBS94	SBS95	SBS96	SBS98	SBS99
Sample1	0.0	0.0	0.15602071510918641	0.0	0.0	0.0	0.07312755617372026	0.0	0.0	0.0	0.0	0.1826871890173456	0.0	0.0	0.2164913986901867	0.0	0.0	0.06379541725176179	0.0	0.0	0.0	0.2267074407353596	0.0	0.0	0.0	0.08117028302243973
Sample2	0.17106605888362775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044540186921193686	0.23766827544571656	0.04668743069131746	0.21369902146259434	0.0	0.20372277552710646	0.0	0.0	0.0	0.08261625106844368
Sample3	0.0	0.0	0.0	0.02315227404307341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021838787243214086	0.30687299357869047	0.0	0.0	0.0	0.0	0.0	0.0	0.5142985658349928	0.0	0.1338373793000293	0.0	0.0
Sample4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12305619225211122	0.0	0.0	0.03125039811331662	0.03407260754625148	0.0	0.0	0.055736866901910154	0.44577966192671137	0.1331332994280083	0.17697097383169097	0.0	0.0	0.0	0.0
Sample5	0.0	0.0	0.0	0.0	0.0	0.17441523641440415	0.0	0.009178103156085788	0.0	0.08861243869290564	0.123393306349074	0.0	0.3672895454560421	0.00279341830781017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038640385322039644	0.0	0.19567756630163854	0.0	0.0
Sample6	0.0	0.0	0.0	0.11223417804231166	0.0	0.1563365210574339	0.0	0.0	0.0	0.0	0.0	0.12929358759229753	0.0	0.0	0.07793572776331384	0.0	0.0	0.0	0.0	0.32017005204715787	0.0	0.0	0.0	0.07562599270212675	0.0	0.1284039407953584
Sample7	0.0	0.0	0.38896643959888366	0.0	0.0	0.0	0.0	0.0	0.0	0.1497980534527926	0.0	0.08590392449189624	0.03523647255552388	0.0	0.0	0.061649206864268044	0.0	0.0	0.0	0.1768938672661014	0.0	0.10155203577053415	0.0	0.0	0.0	0.0
Sample8	0.0	0.17079993229764404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06322439341256289	0.5697414842528078	0.045476538707446154	0.0	0.0	0.0	0.045599600250560306	0.0	0.0	0.0	0.05604538868422288	0.0	0.04911266239475594
Sample9	0.0	0.0	0.1896790531048553	0.0	0.0	0.0	0.0	0.0	0.0	0.11878535969792982	0.07756716779009824	0.0	0.0	0.0	0.0	0.0	0.03256770660876904	0.0	0.0	0.5790155831306931	0.0	0.002385129667654384	0.0	0.0	0.0	0.0
Sample10	0.0	0.0	0.032248540394010934	0.0	0.048525388377212327	0.0	0.09271799316889003	0.0	0.0	0.0	0.0	0.042752860890594685	0.0	0.22245787024460095	0.0	0.0	0.0843851172090922	0.06253119123380509	0.0	0.18912588935304744	0.0	0.19875611057764514	0.026499038551101264	0.0	0.0	0.0
Sample11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08147615765937297	0.09492242375066996	0.0	0.0	0.0	0.2764043530369775	0.0	0.0	0.05473822469342111	0.0	0.0	0.3630941291674454	0.12936471169211317	0.0	0.0	0.0	0.0	0.0
Sample12	0.08079755171898796	0.0	0.0	0.0	0.0	0.0	0.1345225148474001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27707804748343656	0.0	0.2661823416825087	0.0	0.24141954426766665	0.0	0.0
Sample13	0.0	0.0	0.35554915284584004	0.0	0.0	0.0	0.007223484541962708	0.0	0.0	0.02926900191393898	0.0	0.0	0.17564711179178552	0.0	0.052714183580811105	0.0	0.0	0.0	0.0	0.0	0.0	0.3795970653256615	0.0	0.0	0.0	0.0
Sample14	0.0	0.0	0.010132218546231715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11172223461329	0.0	0.0	0.0	0.06878346460672656	0.049260047020356454	0.0	0.07629226583537542	0.41233625846642113	0.0	0.24298852593366332	0.0	0.0	0.0	0.028484984977935387
Sample15	0.0	0.0	0.0	0.0	0.0	0.0	0.41043037635945356	0.0	0.0	0.0	0.0	0.0	0.25789276169550357	0.10121395358031848	0.12951711479490874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1009457935698156
Sample16	0.0	0.0	0.0	0.0	0.0	0.0	0.013034582639492275	0.0	0.0	0.022788013817698308	0.0499012961483756	0.0	0.2360483354887369	0.0	0.3490867026563753	0.0	0.0	0.0	0.0	0.3291410692493216	0.0	0.0	0.0	0.0	0.0	0.0
Sample17	0.0	0.0	0.0	0.0	0.0	0.09466955798553824	0.0	0.0	0.0	0.0	0.0	0.0	0.24326861683769035	0.0	0.0	0.0	0.13147798011533027	0.0	0.053081093817919825	0.1758826991959207	0.0	0.16951025858138885	0.0	0.0	0.0	0.13210979346621168
Sample18	0.0	0.0	0.09756634307617126	0.0	0.0333103630062894	0.0	0.0	0.0	0.0	0.0	0.0	0.05353458509095328	0.0	0.07975372180203111	0.351599367878503	0.0	0.0	0.0	0.0	0.20026687549353636	0.0	0.18396874365251567	0.0	0.0	0.0	0.0
Sample19	0.0	0.0	0.14171410100630985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20766360500695646	0.0	0.0	0.0	0.11586572980763517	0.0	0.0	0.30879702541729226	0.0	0.0	0.05703322484307882	0.0	0.07046506874828128	0.09846124517044616
Sample20	0.0	0.0744172212743875	0.3778736095957209	0.1298862976865135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0801793156153685	0.0	0.0	0.05791299531349488	0.0	0.0	0.07218141775363217	0.0	0.20754914276088252	0.0	0.0	0.0	0.0
Sample21	0.0	0.0	0.07789008234545831	0.0	0.0	0.11172535173854538	0.0	0.0	0.0	0.07338783219189506	0.0	0.10402540694896738	0.0	0.11676472252631556	0.0	0.0	0.03875276541014668	0.0	0.0	0.40296552587320134	0.07448831296547027	0.0	0.0	0.0	0.0	0.0
Sample22	0.0	0.2282150858602125	0.20821301239684475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05080029480442327	0.0	0.0817742948660261	0.0	0.3370340060299739	0.061068684122983365	0.0	0.0	0.0	0.0	0.03289462191953614
Sample23	0.0	0.0	0.39259902631795895	0.06163033290414898	0.0	0.0	0.1116695095911758	0.0	0.0	0.0	0.0	0.0	0.17802782720203852	0.0	0.04682499842669005	0.0	0.0	0.0	0.0	0.19713833782166595	0.0	0.012109967736321862	0.0	0.0	0.0	0.0
Sample24	0.16879846565415788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13426142536200739	0.08301247242682412	0.02446691050424462	0.03416347327997436	0.0	0.09074842529382118	0.0	0.2840240314815391	0.0	0.0409387481135527	0.0	0.1395860478838786
Sample25	0.0	0.220082309197607	0.12207410636442646	0.0	0.0	0.1117348842110758	0.0	0.0	0.0	0.09903831037069215	0.0	0.0	0.0	0.0	0.17675662843411133	0.0	0.0	0.0	0.0	0.08997277203285009	0.0	0.11211703932285219	0.0	0.0	0.0	0.06822395006638486
Sample26	0.09184518839419206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04851878213895261	0.2900074234576939	0.0	0.3701213981667786	0.0	0.1264921179856581	0.0	0.0	0.07301508985672465	0.0	0.0	0.0	0.0	0.0	0.0
Sample27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15855354074422434	0.0	0.0	0.0	0.04700530588462332	0.0	0.09186644648857421	0.4214417596564471	0.0	0.02098630791404534	0.0	0.0	0.16509893146781313	0.0	0.09504770784427263	0.0	0.0	0.0	0.0
Sample28	0.0	0.0	0.4190037497306188	0.08441993731151706	0.0	0.0	0.02355179684768277	0.0	0.0	0.12118540291350888	0.0	0.030488720941831898	0.0	0.1442882134571852	0.0	0.0	0.0	0.0	0.0	0.07033469642433396	0.0	0.10672748237332133	0.0	0.0	0.0	0.0
Sample29	0.0	0.0	0.44797263539447435	0.0	0.0	0.07397402569142836	0.0	0.0	0.022822054519465406	0.09419621621981239	0.0	0.0	0.15603847789700107	0.0	0.0	0.0	0.0	0.05192356846442526	0.0	0.0	0.0	0.14726032163514152	0.0	0.005812700178251543	0.0	0.0
Sample30	0.0	0.0	0.15900857010411712	0.0	0.0	0.0	0.04088496485255521	0.19694821697851167	0.0	0.0	0.0	0.11224295441727039	0.0	0.0	0.0	0.0	0.0443892231092605	0.042120137330958825	0.0	0.0	0.0	0.3482075350807775	0.05619839812654872	0.0	0.0	0.0
Sample31	0.0	0.0	0.2793504912472835	0.0	0.0	0.11190810121235936	0.0	0.0	0.0	0.11460826282213205	0.0	0.0	0.15121710061114121	0.04955050939306522	0.13464493216969062	0.0	0.04947789024813835	0.0	0.0	0.10924271229618969	0.0	0.0	0.0	0.0	0.0	0.0
Sample32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16541737003489929	0.0	0.06444061617346346	0.0	0.0	0.0	0.0	0.0	0.0	0.14358238757517897	0.44915664841829944	0.0	0.17740297779815886	0.0	0.0	0.0	0.0
Sample33	0.2683682992016836	0.0	0.0	0.0	0.0	0.0	0.03807731455096312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58507723018096	0.0	0.0	0.0	0.0	0.0	0.0	0.10847715606639337	0.0	0.0	0.0	0.0
Sample34	0.0	0.0	0.21105111286104244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120527141040875	0.0	0.0	0.0	0.0	0.15352944405325072	0.0	0.5148923020448318	0.0	0.0	0.0	0.0
Sample35	0.0	0.0	0.0	0.0	0.0	0.16800543436264653	0.0	0.0	0.0	0.0	0.0	0.1272662384009073	0.0	0.0	0.38898292271305385	0.0	0.0	0.0	0.0	0.0	0.0	0.23577617214123495	0.0	0.07996923238215733	0.0	0.0
Sample36	0.0	0.0	0.1335056793707561	0.19174300086452417	0.0	0.0	0.0	0.0	0.0	0.03381394144667263	0.0	0.08420811137117494	0.0	0.0	0.0	0.0	0.2600556432794423	0.0	0.0	0.29667362366743	0.0	0.0	0.0	0.0	0.0	0.0
Sample37	0.0	0.0	0.0769253195456976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16318187124031472	0.11077070300318076	0.0	0.0	0.0	0.14745129262058168	0.3390227623763162	0.0	0.162648051213909	0.0	0.0	0.0	0.0
Sample38	0.0	0.0	0.17589198508228768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0974663961652763	0.08148852946527507	0.0	0.0	0.0	0.2958634961619151	0.055626677494289165	0.21080942782078957	0.0	0.0	0.0	0.08285348781016712
Sample39	0.0	0.0	0.42682737298634593	0.0	0.0	0.0	0.0416657033278054	0.05955257573504693	0.0	0.0	0.0	0.12802663901351485	0.0	0.0	0.0	0.0	0.005316262238100591	0.0	0.0	0.0	0.0	0.3386114466991863	0.0	0.0	0.0	0.0
Sample40	0.0	0.0	0.09055317661685029	0.06780944914862361	0.10887173217831798	0.0	0.0	0.01698232411051632	0.0	0.0	0.0	0.07854589796001664	0.17289493481297374	0.0	0.0	0.0	0.0	0.0	0.0	0.40505757667350933	0.0	0.0	0.0	0.059284908499192074	0.0	0.0
